sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,simple_sentences_gpt4o,tags,timex_tag,ekilex_tag,ner_tag,A,E,T,L1,L2,L,S,tag,initial_cat,verb_head_same_sent,head_verbi_alluv
9820491,15757171,2,süvenema,,ad,väide,väitel,Isa väitel süvenes õppur Jaan Kirsipuu entsüklopeediasse .,['Isa väitel süvenes õppur Jaan Kirsipuu entsüklopeediasse.'],,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
3489792,5619388,15,kommenteerima,,ad,palve,palvel,""" Eksperdid on maa hinna küll õigesti määranud , "" kommenteeris otsust Eesti Päevalehe palvel üks kinnisvarafirma , "" aga hind oleks enam-vähem mõistlik ainult juhul , kui kogu summa makstaks rahas kohe kätte .","['Eksperdid on maa hinna õigesti määranud.', 'Seda kommenteeris üks kinnisvarafirma Eesti Päevalehe palvel.', 'Hind oleks enam-vähem mõistlik ainult juhul, kui kogu summa makstaks rahas kohe kätte.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
619110,982032,5,tegema,ära,ad,kujundamine,kujundamisel,"Oma töö poliitikute imidzhi kujundamisel ja nende hüüdlausete tutvustamisel tegid reklaamifirmad vähem või roh-kem õnnestunult ära , aga see on ainult üks osa kampaa-niast .","['Reklaamifirmad tegid oma töö poliitikute imidzhi kujundamisel ja nende hüüdlausete tutvustamisel.', 'Reklaamifirmad tegid selle töö vähem või rohkem õnnestunult ära.', 'See on ainult üks osa kampaaniast.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,n,y
21064516,29900904,4,soovima,,in,Ade,Ades,+Ades: Ades soovib kõigile siin viibivatele seksidele ... mulatidele .... lullidele .... neiudele ..... ja kesekesekesekesele hääh öööd,"['Ades soovib kõigile siin viibivatele seksidele head ööd.', 'Ades soovib kõigile siin viibivatele mulatidele head ööd.', 'Ades soovib kõigile siin viibivatele lullidele head ööd.', 'Ades soovib kõigile siin viibivatele neiudele head ööd.', 'Ades soovib kõigile siin viibivatele kesekesekesekesele head ööd.']",,,,,yes,no,no,no,no,no,no,A,elt_n80_as,y,e
8431907,13514339,3,lisanduma,,el,vaskpill,vaskpillidest,"Jääboilerile lisandus vaskpillidest saateansambel The Boys , kontserdi kroonis aga kammerorkester Jaan Alavere juhatusel .","['Jääboilerile lisandus vaskpillidest saateansambel The Boys.', 'Kontserdi kroonis kammerorkester.', 'Kammerorkestrit juhatas Jaan Alavere.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,e
13632228,21799637,10,teadma,,in,Peetri,Peetris,""" Koerad on üldjuhul kellegi omad , "" teadis Peetris .","['Koerad on üldjuhul kellegi omad.', 'Peetris teadis seda.']",|AL|ALT|,,location,PER,yes,no,no,no,no,no,no,A,elt_n80_as,y,e
507991,799449,5,toimima,,ad,elektrijõud,elektrijõul,Enamik auto seadmeid toimivad elektrijõul .,['Enamik auto seadmeid toimivad elektrijõul.'],,,,,no,no,no,no,no,no,no,,elt_n80_as,y,e
2472170,3963589,4,mõõtma,,ad,mitu,mitmel,Ilmateenistus mõõtis eile mitmel pool Eestis uued päevased soojarekordid .,['Ilmateenistus mõõtis eile mitmel pool Eestis uued päevased soojarekordid.'],,,,,no,no,no,no,no,no,no,,elt_n80_as,y,e
3795925,6113944,19,muutma,,in,käsi,kätes,"Mobiiltelefoni varguse või kadumise puhul saab kasutada mitmeid koode , mis muudavad telefoni või selles oleva SIM-kaardi võõrastes kätes kasutuskõlbmatuks .","['Mobiiltelefoni varguse puhul saab kasutada mitmeid koode.', 'Mobiiltelefoni kadumise puhul saab kasutada mitmeid koode.', 'Need koodid muudavad telefoni võõrastes kätes kasutuskõlbmatuks.', 'Need koodid muudavad SIM-kaardi võõrastes kätes kasutuskõlbmatuks.']",,,,,no,no,no,no,no,no,yes,S,elt_n80_as,y,y
11014037,17641027,8,häirima,,in,salastatud,salastatus,Mind häiris ka see komisjoni töö hirmus salastatus .,['Mind häiris komisjoni töö hirmus salastatus.'],,,,,no,no,no,no,no,no,yes,S,elt_n80_as,y,e
3461780,5574216,10,jooksma,,all,miljonär,miljonärile,"TV3 kanalil jookseb lisaks maailmas ülimenukaks osutunud "" Vabale miljonärile "" veel "" Õige valik "" ning kordusena "" Farm "" , mille omakorda asendab peatselt draamaseriaal "" Kodu keset linna "" .","['TV3 kanalil jookseb maailmas ülimenukaks osutunud ""Vaba miljonär"".', 'TV3 kanalil jookseb ""Õige valik"".', 'TV3 kanalil jookseb kordusena ""Farm"".', '""Farm"" asendab peatselt draamaseriaal ""Kodu keset linna"".']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,no,no,no,no,no,no,no,,elt_n80_as,y,e
6435668,10346498,8,sobima,,ill,dramaatika,dramaatikasse,"Meie Friedrich Roberti loodud saksakeelse Eesti maailmaloomise dramaatikasse sobib ju nii hästi see Euroopas ringikäinud ja juba nende Karli poolt paberile pandud juudilik "" tont "" , Ahasveerus , mingi mudane Lendav Hollandlane Richard Wagneri ooperist või armetu jahimees Gracchusa Franz Kafka loomingust .","['Friedrich Robert lõi saksakeelse Eesti maailmaloomise dramaatika.', 'See dramaatika sobib hästi Euroopas ringikäinud juudiliku ""tondi"" Ahasveerusega.', 'See ""tont"" oli juba Karli poolt paberile pandud.', 'See dramaatika sobib mudase Lendava Hollandlasega Richard Wagneri ooperist.', 'See dramaatika sobib armetu jahimehe Gracchusaga Franz Kafka loomingust.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,n,y
5792148,9293457,16,kulgema,,in,segakeel,segakeeles,"Tüdruk räägib natuke eesti keelt , aga üldiselt kulgeb vabatahtlike abistajatega vestlus vene ja inglise segakeeles .","['Tüdruk räägib natuke eesti keelt.', 'Vabatahtlike abistajatega vestlus kulgeb üldiselt vene ja inglise segakeeles.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,e
6561709,10557123,6,hüppama,alla,ad,hirm,hirmul,"Saaremaa ühisgümnaasiumi põlengust , kus hirmul lapsed hüppasid akendest alla ja kaks last jätsid elu tulle , möödub tänavu kümme aastat , kuid rahapuuduse tõttu pole paljudes koolides isegi automaatset signalisatsiooni .","['Saaremaa ühisgümnaasiumi põlengust möödub tänavu kümme aastat.', 'Põlengus hirmul lapsed hüppasid akendest alla.', 'Põlengus jätsid kaks last elu tulle.', 'Rahapuuduse tõttu pole paljudes koolides isegi automaatset signalisatsiooni.']",,,,,yes,no,no,no,no,no,no,A,elt_n80_as,y,e
2200639,3518407,7,kostma,,el,kahjulikkus,kahjulikkusest,Sama mõttelaadi jätkuna kostab retoorika kasiinode kahjulikkusest .,['Sama mõttelaadi jätkuna kostab retoorika kasiinode kahjulikkusest.'],,,,,no,no,no,no,no,no,yes,S,elt_n80_as,y,e
15763692,24586283,15,esinema,,ad,"12,1%","12,1% -l","Unes jalgadega siplemist kurtis 30% uurituist ( 1-2 korda nädalas esines see 12,1% -l ; 3-5 korda nädalas 12,8% -l ; igal päeval/ööl 5%-l küsitletutest ) .","['Unes jalgadega siplemist kurtis 30% uurituist.', '1-2 korda nädalas esines see 12,1%-l uurituist.', '3-5 korda nädalas esines see 12,8%-l uurituist.', 'Igal päeval või ööl esines see 5%-l küsitletutest.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,e
10752843,17224713,8,võtma,sisse,ad,üks,ühel,"Sel päeval toimuvad kahepoolsed kohtumised , kus ühel pool võtavad koha sisse kõik 15 praegust liikmesriiki ning teisel pool istub liikmekspürgija .","['Sel päeval toimuvad kahepoolsed kohtumised.', 'Ühel pool võtavad koha sisse kõik 15 praegust liikmesriiki.', 'Teisel pool istub liikmekspürgija.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
839290,1337363,14,pidama,,ill,miski,millessegi,"Mel C tunnistab , et ta pole küll sügavalt usklik , kuid peab millessegi uskumist väga vajalikuks .","['Mel C tunnistab, et ta pole sügavalt usklik.', 'Mel C peab millessegi uskumist väga vajalikuks.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
10994999,17609850,2,võtma,,el,Peter,Peterist,« Peterist olen juba tükk aega eeskuju võtnud .,['Peterist olen juba tükk aega eeskuju võtnud.'],|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,elt_n80_as,y,y
10227305,16411917,17,tegutsema,,el,kolleeg,kolleegidest,"Eesti sõjaväemeedikuid abistas vigastatute turgutamisel ka USA merejalaväe meditsiinitöötaja , kes Kuke hinnangul tegutses oma Eesti kolleegidest ebaprofessionaalsemalt .","['Eesti sõjaväemeedikuid abistas vigastatute turgutamisel USA merejalaväe meditsiinitöötaja.', 'Kuke hinnangul tegutses USA merejalaväe meditsiinitöötaja oma Eesti kolleegidest ebaprofessionaalsemalt.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,elt_n80_as,y,y
13782737,21975045,12,tegutsema,,el,inimene,inimestest,"Sellistes olukordades tegutsevad nartsissistid keskmiselt 20percent ; paremini või osavamalt teistest inimestest , kirjutas päevaleht The Independent viitega Blackpoolis räägitule .","['Sellistes olukordades tegutsevad nartsissistid keskmiselt 20% paremini teistest inimestest.', 'Sellistes olukordades tegutsevad nartsissistid keskmiselt 20% osavamalt teistest inimestest.', 'Seda kirjutas päevaleht The Independent.', 'The Independent viitas Blackpoolis räägitule.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,elt_n80_as,y,y
10796064,17290923,17,eksisteerima,,ad,eristamine,eristamisel,"Paremate tööde puhul võis olla ka nõnda , et professionaalse tegija , kuuldemängulavastaja jaoks eksisteerisid hea eristamisel halvast peale literatuursuse veidi teistsugused tegurid .","['Paremate tööde puhul võis olla nõnda, et professionaalse tegija jaoks eksisteerisid teistsugused tegurid.', 'Professionaalne tegija oli kuuldemängulavastaja.', 'Need tegurid aitasid hea eristamisel halvast peale literatuursuse.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,n,e
13903387,22171917,14,tähendama,,ad,klapitamine,klapitamisel,"« Nad on nii vähe koos sõitnud , et iga trenn tähendab koostöö klapitamisel palju . »","['Nad on nii vähe koos sõitnud.', 'Iga trenn tähendab koostöö klapitamisel palju.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
15253064,23824147,6,sõitma,,el,Voldemar,Voldemarist,Vast poolteist kilomeetrit tagasi sõitsime Voldemarist ( 44 ) mööda .,"['Poolteist kilomeetrit tagasi sõitsime Voldemarist mööda.', 'Voldemar on 44-aastane.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,elt_n80_as,y,y
12997474,20795737,27,jätma,maha,ad,kord,korral,"Küsimus on , et kui see suhe peaks lõppema , kas teie räägiksite , et ma meeldisin talle ja et minu pärast ta jättis sõbranna esimesel korral maha ?","['Küsimus on, et kui see suhe peaks lõppema, kas teie räägiksite sellest.', 'Küsimus on, kas teie räägiksite, et ma meeldisin talle.', 'Küsimus on, kas teie räägiksite, et minu pärast ta jättis sõbranna esimesel korral maha.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
1360823,2163184,18,hõljuma,,ad,kiiruisutajasamm,kiiruisutajasammul,""" Kingad on kõndimiseks ja lendamiseks eriti head , "" ütleb Pink , kui Pemo vahepeal ehtsal kiiruisutajasammul suitsu tegema hõljub .","['Kingad on kõndimiseks eriti head.', 'Kingad on lendamiseks eriti head.', 'Pink ütleb seda.', 'Pemo hõljub vahepeal ehtsal kiiruisutajasammul suitsu tegema.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
2794597,4481453,32,paiskuma,välja,ad,valik,valikul,"Õnnetus juhtus kella 17.40 ajal Obinitsa-Piusa tee teisel kilomeetril , kus sõiduk Honda CRV , mida juhtis Suurbritannia ja Põhja-Iiri Ühenkuningriigi kodanik Halliday ( s 1970 ) paiskus ebaõigelt valitud sõidukiiruse valikul vasakule teelt välja ja rullus katusele .","['Õnnetus juhtus kella 17.40 ajal.', 'Õnnetus juhtus Obinitsa-Piusa tee teisel kilomeetril.', 'Sõiduk Honda CRV paiskus vasakule teelt välja.', 'Sõiduk paiskus ebaõigelt valitud sõidukiiruse tõttu.', 'Sõiduk rullus katusele.', 'Sõidukit juhtis Suurbritannia ja Põhja-Iiri Ühendkuningriigi kodanik Halliday.', 'Halliday sündis 1970. aastal.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,n,e
4057693,6531215,10,võtma,ette,in,tingimus,tingimustes,"Kaitseväe ellujäämiskursusi viiakse läbi regulaarselt , kuid nii rasketes tingimustes veetakistuse läbimist nagu rahuvalvajad üleeile Pakri saarelt ette võtsid , pole varem Eestis tehtud .","['Kaitseväe ellujäämiskursusi viiakse läbi regulaarselt.', 'Rahuvalvajad üleeile Pakri saarelt ette võtsid veetakistuse läbimise.', 'See veetakistuse läbimine toimus väga rasketes tingimustes.', 'Sellist veetakistuse läbimist pole varem Eestis tehtud.']",,,,,no,no,no,no,no,no,yes,S,elt_n80_as,n,y
14581191,23030035,2,paistma,,in,erutusseisund,erutusseisundis,"Niiet erutusseisundis paistad sina olevat  4. "" läheme ... algküsimuse juurde tagasi ... "" Palun .","['Erutusseisundis paistad sina olevat.', 'Läheme algküsimuse juurde tagasi.', 'Palun.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,elt_n80_as,y,y
11419737,18300258,10,halvenema,,ad,ettevõte,ettevõtetel,"Rahandusministeeriumi uuring näitab , et majandustulemused halvenevad enamikul Jaapani ettevõtetel .","['Rahandusministeeriumi uuring näitab, et majandustulemused halvenevad enamikul Jaapani ettevõtetel.']",,,,,yes,no,no,no,no,no,no,A,elt_n80_as,y,y
5825561,9347597,8,tundma,,in,hoog,hoos,"Ferrari esipiloot tunneb end olevat nii heas hoos , et loodab tipus olla veel 40-aastasena .","['Ferrari esipiloot tunneb end olevat heas hoos.', 'Ferrari esipiloot loodab tipus olla veel 40-aastasena.']",,,,,no,no,no,no,no,no,yes,S,elt_n80_as,y,y
2253594,3606488,33,iseloomustama,,ad,üldjuht,üldjuhul,"Selgituseks : backpacker on reisija , kes "" eelistab organiseerida oma reisi ise , pooldab väga paindlikku reisiplaani , tahab kohata teisi rändureid , huvitub mitteformaalsetest ja aktiivset osalemist võimaldavatest tegevustest ; üldjuhul iseloomustab teda väga pikk sihtpunktis viibimise aeg "" .","['Backpacker on reisija.', 'Backpacker eelistab organiseerida oma reisi ise.', 'Backpacker pooldab väga paindlikku reisiplaani.', 'Backpacker tahab kohata teisi rändureid.', 'Backpacker huvitub mitteformaalsetest tegevustest.', 'Backpacker huvitub aktiivset osalemist võimaldavatest tegevustest.', 'Backpackerit iseloomustab üldjuhul väga pikk sihtpunktis viibimise aeg.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
5823821,9344735,25,kaasnema,,in,vorm,vormides,"George Lucasi kosmosemütoloogia viimane osa on toonud Londoni , Madridi , Malaisia ja Prantsusmaa tänavaile kostümeeritud fännid , lisaks ilmestavad linnaruumi reklaamikampaaniaga kaasnevad valgetes vormides vaenuvägede rivid .","['George Lucasi kosmosemütoloogia viimane osa on toonud tänavaile kostümeeritud fännid.', 'Kostümeeritud fännid on Londoni tänavail.', 'Kostümeeritud fännid on Madridi tänavail.', 'Kostümeeritud fännid on Malaisia tänavail.', 'Kostümeeritud fännid on Prantsusmaa tänavail.', 'Linnaruumi ilmestavad reklaamikampaaniaga kaasnevad vaenuvägede rivid.', 'Vaenuvägede rivid on valgetes vormides.']",,,,,no,no,no,no,no,no,yes,S,elt_n80_as,n,e
14032300,22339850,12,tegema,kaasa,in,esitatav,esitatavas,"Tegelikult laulsin eurolauluvõistlusele sisse viis laulu tegin kaasa ka Eha Urbsalu esitatavas , kuid minu teadmata võeti mind sealt maha .","['Ma laulsin eurolauluvõistlusele sisse viis laulu.', 'Ma tegin kaasa Eha Urbsalu esitatavas laulus.', 'Mind võeti Eha Urbsalu esitatavast laulust maha.', 'See juhtus minu teadmata.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,e
1009815,1607971,5,saatma,,in,laad,laadis,"Saadan neid sõpradele-tuttavatele isiklikus laadis , nagu näiteks sünnipäeva puhul õnnitlemiseks .","['Ma saadan sõnumeid sõpradele ja tuttavatele.', 'Ma saadan sõnumeid isiklikus laadis.', 'Ma saadan sõnumeid näiteks sünnipäeva puhul õnnitlemiseks.']",,,,,no,no,no,no,no,no,yes,S,elt_n80_as,y,e
2386509,3824100,20,süvenema,,ad,vang,vangidel,"Koolitus on viinud selleni , et vangivalvurid möistavad , et olmetasandil nakkus ei levi ning see teadmine süveneb ka vangidel , "" ütles BNS-ile justiitsministeeriumi nöunik Elo Liebert .","['Koolitus on viinud vangivalvurid arusaamiseni.', 'Vangivalvurid mõistavad, et olmetasandil nakkus ei levi.', 'See teadmine süveneb ka vangidel.', 'Selle kohta ütles BNS-ile justiitsministeeriumi nõunik Elo Liebert.']",,,,,yes,no,no,no,no,no,no,A,elt_n80_as,y,y
11669324,18678760,7,segama,,in,ulatus,ulatuses,"Neid segab ta omavahel kogu silmalau ulatuses , kõige heledama tooni aga kannab lau sisenurka .","['Ta segab värve omavahel kogu silmalau ulatuses.', 'Ta kannab kõige heledama tooni lau sisenurka.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
9335658,14994600,21,langema,,ad,elanik,elanikel,"Eksmajandusministri ja keskfraktsiooni liikme Liina Tõnissoni sõnul suureneks eelnõu vastuvõtmisel maksukoormus üle 360 000-kroonise aastasissetulekuga inimestel , kuid langeks vaesematel elanikel ning keskklassil .","['Liina Tõnisson on eksmajandusminister ja keskfraktsiooni liige.', 'Liina Tõnissoni sõnul suureneks maksukoormus üle 360 000-kroonise aastasissetulekuga inimestel.', 'Liina Tõnissoni sõnul langeks maksukoormus vaesematel elanikel.', 'Liina Tõnissoni sõnul langeks maksukoormus keskklassil.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,elt_n80_as,y,y
17764111,27121867,32,pidama,,ill,piin,piinadesse,"meil oli suur punane kass aga ta j2i nii haigeks , et ma pidin tiina toometi kliinikus kiisukese 400 eegueest magamaa panema ... see oli kurb aga kui ta oleks pidanud piinadesse lõpuks koolema see oleks veel jubedam olnud aga miski ravimine oleks jube kalliks läinud ja noh .. tegelikult oli see ema kass","['Meil oli suur punane kass.', 'Kass jäi väga haigeks.', 'Ma pidin viima kassi Tiina Toometi kliinikusse.', 'Ma pidin panema kassi magama.', 'See maksis 400 krooni.', 'See oli kurb.', 'Kui kass oleks piinadesse lõpuks surnud, oleks see olnud veel jubedam.', 'Ravimine oleks olnud väga kallis.', 'Tegelikult oli see ema kass.']",,,,,no,no,no,no,no,no,yes,S,elt_n80_as,n,e
15270196,23846275,9,pääsema,,all,Aleks,Alekseile,Berliini taksojuht Ella pääseb kallaletungijate käest tänu venelasele Alekseile .,"['Berliini taksojuht Ella pääses kallaletungijate käest.', 'Ella pääses tänu venelasele Alekseile.']",,,,,yes,no,no,no,no,no,no,A,elt_n80_as,y,e
100591,169924,3,väsima,,ad,juht,juhtudel,"“ Paljudel juhtudel väsib tegevusetult olnud inimene ruttu ning ei suudagi päevas üle kahe tunni töötada , ” räägib “ Männiku maja ” nõustaja .","['Tegevusetult olnud inimene väsib ruttu.', 'Selline inimene ei suuda päevas üle kahe tunni töötada.', 'Seda räägib “Männiku maja” nõustaja.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,n,y
16347674,25295811,51,hõlmama,,ad,ekstraheerimine,ekstraheerimisel,"nõukogu 28. juuni 1968. aasta määrusele ( EMÜ ) nr 950/68 ,  2  viimati muudetud nõukogu 17. detsembri 1973. aasta määrusega ( EMÜ ) nr 1/74 ,  3  lisatud ühise tollitariifistiku rubriik 23.04 hõlmab taimeõlide ekstraheerimisel saadavaid jääke ; käesolev rubriik hõlmab õliseemnetest ja õliviljadest õli ekstraheerimisel lahustite või pressimise või tsentrifuugimise abil saadud tahkeid jääke ; nad koosnevad puit- , valk- , tärklis- ja mineraalainetest ning sisaldavad väikeses koguses õli ja võivad olla tahvlite ( kookide ) või jahu kujul või graanulitena ;","['Nõukogu määrus (EMÜ) nr 950/68 on vastu võetud 28. juunil 1968.', 'Määrust on viimati muudetud 17. detsembri 1973. aasta määrusega (EMÜ) nr 1/74.', 'Ühise tollitariifistiku rubriik 23.04 hõlmab taimeõlide ekstraheerimisel saadavaid jääke.', 'Rubriik hõlmab õliseemnetest ja õliviljadest õli ekstraheerimisel saadud tahkeid jääke.', 'Jäägid saadakse lahustite, pressimise või tsentrifuugimise abil.', 'Jäägid koosnevad puidu-, valgu-, tärklise- ja mineraalainetest.', 'Jäägid sisaldavad väikeses koguses õli.', 'Jäägid võivad olla tahvlite (kookide), jahu või graanulitena.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,y,y
11269065,18060211,5,sihtima,,ad,komme,kombel,Christine sihtis taskulambiga relva kombel laiba poole ning astus paar sammu lähemale .,"['Christine sihtis taskulambiga laiba poole.', 'Christine hoidis taskulampi nagu relva.', 'Christine astus paar sammu lähemale.']",,,,,no,no,no,no,no,no,no,,elt_n80_as,n,e
11104894,17788656,20,kajastama,,in,aastaaruanne,aastaaruandes,Tänu fondi kirjale kajastaski kommertspank ( pärast nelja panga liitumist 10. mail 1996 Eesti Maapank ) võõrast raha panga aastaaruandes kui enda oma .,"['Fondi kiri kajastas kommertspanga tegevust.', 'Kommertspank kajastas võõrast raha panga aastaaruandes.', 'Kommertspank kajastas raha kui enda oma.', 'See juhtus pärast nelja panga liitumist.', 'Liitumine toimus 10. mail 1996.', 'Pärast liitumist nimetati pank Eesti Maapangaks.']",,,,,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
1639247,2610483,27,peksma,läbi,ad,väljak,väljakul,"Ainult et samal ööl , kui Taal oli siseminister , möllasid siilisoengutega sellid Tallinna vanalinnas , hirmutasid tumedate klaasidega Mercedesega hilisõhtuseid jalutajaid ning peksid vahelduseks Vabaduse väljakul läbi ühe venelanna .","['Samal ööl oli Taal siseminister.', 'Samal ööl möllasid siilisoengutega sellid Tallinna vanalinnas.', 'Sellid hirmutasid tumedate klaasidega Mercedesega hilisõhtuseid jalutajaid.', 'Sellid peksid Vabaduse väljakul läbi ühe venelanna.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,yes,no,no,no,no,no,E,elt_n80_elt,y,y
10063400,16141987,10,paluma,,el,pühapäev,pühapäevast,"Laupäeval kirjutas Ansip linnasekretärile avalduse , milles palus alates pühapäevast kuni tema Riigikogu liikme volituste lõppemiseni mitte arvestada talle linnapea töötasu .","['Ansip kirjutas laupäeval linnasekretärile avalduse.', 'Ansip palus avalduses mitte arvestada talle linnapea töötasu.', 'Ansip palus seda alates pühapäevast.', 'Ansip palus seda kuni tema Riigikogu liikme volituste lõppemiseni.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,time,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
17341259,26612607,11,sõnama,,in,Philippoussi,Philippoussis,"“ Jah , miks mitte , ” sõnab selle peale Philippoussis ise , tõtates kiitma kogu Austraalia Davise karika meeskonda .","['Philippoussis vastas küsimusele jaatavalt.', 'Philippoussis kiitis kogu Austraalia Davise karika meeskonda.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,yes,no,no,no,no,no,no,A,elt_n80_elt,n,e
3453208,5560278,1,tooma,kaasa,in,olukord,Olukorras,"Olukorras , kus inimene annab oma korteri esinduslepinguta müüa mitmele kinnisvarafirmale ja tegeleb sellega ka ise , toob kaasa ainult liigset jooksmist ja närvikulu .","['Inimene annab oma korteri müüa mitmele kinnisvarafirmale.', 'Inimene teeb seda esinduslepinguta.', 'Inimene tegeleb korteri müügiga ka ise.', 'See toob kaasa liigset jooksmist ja närvikulu.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,yes,yes,no,L,elt_n80_elt,n,y
2021944,3226882,29,juhtima,,el,arvamusküsitlus,arvamusküsitlustest,"Uuringu eestvedaja USA endine välisminister Madeleine Albright nimetas tulemusi jahmatavateks ja raskesti allaneelatavaiks , kuid president George Bush suhtus asjasse rahulikult : "" Ma ei juhi oma valitsust arvamusküsitlustest lähtuvalt .","['Madeleine Albright on uuringu eestvedaja.', 'Madeleine Albright on USA endine välisminister.', 'Madeleine Albright nimetas uuringu tulemusi jahmatavateks.', 'Madeleine Albright nimetas tulemusi raskesti allaneelatavaiks.', 'President George Bush suhtus uuringu tulemustesse rahulikult.', 'President George Bush ütles, et ta ei juhi oma valitsust arvamusküsitlustest lähtuvalt.']",|E|AE|EL|ET|AET|ELT|,,event,,no,no,no,no,yes,yes,no,L,elt_n80_elt,y,e
9877783,15848767,20,võtma,üle,in,riigikogu,Riigikogus,"Pärast säärast edu jättis mees oma valijad sinnapaika , s.t loobus mandaadist , ja vastavalt valimisseadusele võttis tema koha Riigikogus üle hoopiski Tallinnas ( ringkond nr 2 ) kandideerinud Indrek Kannik , kelle panuseks oli 601 häält ehk siis napilt rohkem kui Kama tuules Kagu-Eestis 560 häält saanud Valdur Raudvassaril ( loogiline olnuks ikkagi viimase asumine Toompeale ! ) .","['Mees saavutas edu.', 'Mees jättis oma valijad sinnapaika.', 'Mees loobus mandaadist.', 'Valimisseaduse järgi võttis tema koha Riigikogus üle Indrek Kannik.', 'Indrek Kannik kandideeris Tallinnas.', 'Tallinnas asub ringkond nr 2.', 'Indrek Kannik sai 601 häält.', 'Valdur Raudvassar sai Kagu-Eestis 560 häält.', 'Valdur Raudvassar kandideeris Kama tuules.', 'Loogiline olnuks, et Valdur Raudvassar asub Toompeale.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,ORG,no,no,no,yes,no,yes,no,L,elt_n80_elt,y,y
10485621,16813554,6,jääma,ilma,in,esilekutsumine,esilekutsumises,Väidetavalt on hiljuti erakorraliste valimiste esilekutsumises valitsuse toetusest ilma jäänud Siimann otsustanud ühe hoobiga nõrgendada oma kabinetis ekspeaminister Tiit Vähi mõju ning vabaneda ebapopulaarsetest ministritest .,"['Siimann on hiljuti kaotanud valitsuse toetuse.', 'Siimann on otsustanud nõrgendada Tiit Vähi mõju oma kabinetis.', 'Tiit Vähi on ekspeaminister.', 'Siimann on otsustanud vabaneda ebapopulaarsetest ministritest.']",,,,,no,no,no,no,yes,yes,no,L,elt_n80_elt,n,y
12824445,20514709,1,varjama,,ad,lõpujoon,Lõpujoonel,"Lõpujoonel ei varjanud Aus rõõmu , vaid torkis nimetissõrmega võidu auks õhku .","['Aus ei varjanud lõpujoonel rõõmu.', 'Aus torkis nimetissõrmega õhku.', 'Ta tegi seda võidu auks.']",,,,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
10475625,16798927,2,blokeerima,,ad,juuni,juunil,"24. juunil 1948. aastal blokeerisid Nõukogude väed lääneliitlaste halduses olevad kolm okupatsioonitsooni , üritades nii kogu Berliini oma mõju alla saada .","['24. juunil 1948 blokeerisid Nõukogude väed lääneliitlaste halduses olevad kolm okupatsioonitsooni.', 'Nõukogude väed üritasid saada kogu Berliini oma mõju alla.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,time,,no,no,yes,no,no,no,no,T,elt_n80_elt,y,y
