sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,opinion,simple_sentences,simple_sentences_gpt4o,tags,timex_tag,ekilex_tag,ner_tag,A,E,T,L1,L2,L,S,tag,initial_cat,verb_head_same_sent,head_verbi_alluv
9973816,15998302,3,õnnestuma,,all,nuhk,nuhkidele,Tänu headele nuhkidele õnnestus sakslastel paljastada palju prantsuse vastupanuliikumise tegelasi ja teiselt poolt rindejoont saadetud luurajaid .,???,,"['Sakslastel õnnestus paljastada palju prantsuse vastupanuliikumise tegelasi.', 'Sakslastel õnnestus paljastada palju teiselt poolt rindejoont saadetud luurajaid.', 'Sakslastel õnnestus see tänu headele nuhkidele.']",,,,,yes,no,no,no,no,no,no,A,a_n50,,
7273939,11693204,4,kaugenema,,el,sünniaasta,sünniaastast,Lauljad on oma sünniaastast märkamatult kaugenenud .,,,['Lauljad on oma sünniaastast märkamatult kaugenenud.'],|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,,time,,no,no,yes,no,no,no,no,T,a_n50,,
19647597,29217578,8,teadma,,abl,spets,spetsilt,Silent_Trigger: ma n6kse ei tea nii spetsilt,???,,['Silent_Trigger ei tea nükse nii spetsiaalselt.'],,,,,no,no,no,no,no,no,no,,a_n50,,
8139755,13065980,5,sillutama,,all,aafriklane,aafriklasele,Poolakast paavst sillutas teed aafriklasele,,,['Poolakast paavst sillutas teed aafriklasele.'],|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50,,
161230,268308,7,pühendama,,all,kahtlustus,kahtlustusele,"Kaarel Tarand pühendab ohtralt ruumi skisofreenilisele kahtlustusele , nagu oleksid ETV ja Eesti Raadio üritanud rünnata trükiajakirjandust , aidates “ lobbytööga ” läbi suruda viimatist käibemaksuseaduse parandust .",,,"['Kaarel Tarand pühendab ohtralt ruumi skisofreenilisele kahtlustusele.', 'Kahtlustus väidab, et ETV ja Eesti Raadio üritasid rünnata trükiajakirjandust.', 'ETV ja Eesti Raadio aitasid ""lobbytööga"" läbi suruda viimatist käibemaksuseaduse parandust.']",,,,,no,no,no,no,no,no,no,,a_n50,,
6751914,10861921,1,puuduma,,ad,Christensen,Christensenil,"Christensenil puudub küll erialane haridus , aga seda korvab mitu aastat tehtud uurimistöö .",,,"['Christensenil puudub erialane haridus.', 'Christensen korvab selle mitme aasta tehtud uurimistööga.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,a_n50,,
1229156,1954759,4,kavatsema,,all,saneerimine,saneerimisele,Vaatamata vaevaliselt kulgenud saneerimisele kavatseb Hansapank Ühinenud Meiereid lähima aastaga müügikõlbulikuks muuta .,???,,"['Hansapank kavatseb vaatamata vaevaliselt kulgenud saneerimisele Ühinenud Meiereid müügikõlbulikuks muuta.', 'Hansapank kavatseb Ühinenud Meiereid müügikõlbulikuks muuta lähima aastaga.']",,,,,no,yes,no,no,no,no,no,E,a_n50,,
12051094,19290652,14,mõtlema,,el,kaks,kahest,"Võõrsil viik Lätiga pole ju halb tulemus , aga vähemalt esialgu mõtlen kaotatud kahest , mitte saadud ühest punktist , » teatas Lätiga 2 : 2 viigistanud Eesti jalgpallikoondise kapten Mart Poom .",,,"['Eesti jalgpallikoondis viigistas Lätiga 2:2.', 'Võõrsil viik Lätiga pole halb tulemus.', 'Mart Poom mõtleb vähemalt esialgu kaotatud kahest punktist.', 'Mart Poom ei mõtle vähemalt esialgu saadud ühest punktist.']",,,,,no,no,no,no,no,no,no,,a_n50,,
15686620,24476905,7,vedama,,ad,60.,60ndatel,"Meil oli oma punt , kellega 60ndatel tõuloomi vedasime .",,,"['Meil oli oma punt.', 'Meie punt vedas 60ndatel tõuloomi.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,,no,yes,no,no,no,no,no,E,a_n50,,
762880,1215945,21,kanduma,,all,kanal,kanalile,"Olukorras , kus pea iga päev tuleb juurde uusi , üha spetsialiseeritumaid telekanaleid , kandub rõhk üksikult terviklikult saatelt üle kanalile kui temaatilisele tervikule .",,,"['Pea iga päev tuleb juurde uusi telekanaleid.', 'Uued telekanalid on üha spetsialiseeritumad.', 'Rõhk kandub üksikult terviklikult saatelt üle kanalile.', 'Kanal on temaatiline tervik.']",,,,,no,no,no,yes,no,yes,no,L,a_n50,,
13714227,21913276,13,pelgama,,el,bürootöötaja,bürootöötajaist,"Kasulike näpunäidete loetelu otsustati koostada , kui selgus , et 76percent ; bürootöötajaist pelgab iga-aastast asutuse jõulupidu .",???,,"['Kasulike näpunäidete loetelu otsustati koostada.', 'Selgus, et 76% bürootöötajatest pelgab iga-aastast asutuse jõulupidu.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50,,
6086715,9770366,23,tähistama,,all,Baltimaa,Baltimaadele,"Vaid niimoodi saab võimalikuks kolme Balti riigi ja Venemaa vaheline leppimine , väitis Pflüger , kinnitades , et 9. mai ei tähista Baltimaadele mitte ainult natsionaalsotsialistide diktatuuri lõppu , vaid ka N Liidu okupatsiooni jätkumist .",,,"['Pflüger väitis, et vaid niimoodi saab võimalikuks kolme Balti riigi ja Venemaa vaheline leppimine.', 'Pflüger kinnitas, et 9. mai tähistab Baltimaadele natsionaalsotsialistide diktatuuri lõppu.', 'Pflüger kinnitas, et 9. mai tähistab ka Nõukogude Liidu okupatsiooni jätkumist.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,no,no,no,yes,no,yes,no,L,a_n50,,
13842300,22071703,37,vihjama,,all,hõivatus,hõivatusele,"« Kui proovisaal jääb mitmel päeval tühjaks , siis on see ikka traagika ja mul ei ole praegu selget retsepti , kuidas sellest asjast jagu saada , » vihjab TV3 programmijuht Jüri Pihel näitleja Jan Uuspõllu hõivatusele , proovide ärajäämisele ja sellest johtuvalt ka saate « Jan E. Uuspõld show » arenguruumile .",,,"['TV3 programmijuht Jüri Pihel vihjab näitleja Jan Uuspõllu hõivatusele.', 'TV3 programmijuht Jüri Pihel vihjab proovide ärajäämisele.', 'TV3 programmijuht Jüri Pihel vihjab saate ""Jan E. Uuspõld show"" arenguruumile.', 'Jüri Pihel ütleb, et kui proovisaal jääb mitmel päeval tühjaks, siis on see traagika.', 'Jüri Pihel ütleb, et tal ei ole praegu selget retsepti, kuidas sellest jagu saada.']",|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,a_n50,,
14283627,22675500,12,jaguma,,ad,võim,võimul,"Justiitsminister on maha saanud eelnõuga , mille kohta jagub kriitikat kohalikul võimul ning tavakodanikul , loodan südamest , et tegemist oli lihtsalt mõne ametniku soperdisega , millele ministrihärral polnud aega pilku peale visata ning nüüd katsub ta seda tagantjärele natuke õigustada , et siis maha kanda .",,,"['Justiitsminister on maha saanud eelnõuga.', 'Eelnõu kohta jagub kriitikat kohalikul võimul.', 'Eelnõu kohta jagub kriitikat tavakodanikul.', 'Loodan südamest, et tegemist oli lihtsalt mõne ametniku soperdisega.', 'Loodan, et ministrihärral polnud aega eelnõule pilku peale visata.', 'Minister katsub eelnõu tagantjärele natuke õigustada.', 'Minister tahab eelnõu maha kanda.']",,,,,no,no,no,no,no,no,no,,a_n50,,
7499427,12039212,7,tegema,välja,el,veski,veskist,"Sõnaga , Mart teeb ettevalmistusi hobuse veskist välja toomiseks .",verbi probleem?,,['Mart teeb ettevalmistusi hobuse veskist välja toomiseks.'],|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,a_n50,,
4517676,7262381,2,maalima,,el,aasta,aastast,"1976. aastast , mil te 25-aastasena Kalevis kanda kinnitasite , maalib koguteos "" Korvpall "" üsna masendava pildi : "" 1976. aasta meistrivõistluste eel ei oleks tahtnud küll meie esindusmeeskonna treenerite ( Sokk , Kullam , Krevald ) nahas olla .",???,"Kalev on korvpalliklubi.
Te kinnitasite Kalevis kanda 1976. aastal, kui olite 25-aastane.
Koguteos „Korvpall” maalib üsna masendava pildi.
1976. aasta meistrivõistluste eel oli olukord raske.
Treenerid olid Tiit Sokk, Kullam ja Krevald.
Nende treenerite rollis ei oleks tahtnud olla.","['1976. aastast maalib koguteos ""Korvpall"" üsna masendava pildi.', 'Te kinnitasite 25-aastasena Kalevis kanda 1976. aastal.', '1976. aasta meistrivõistluste eel ei oleks tahtnud olla meie esindusmeeskonna treenerite nahas.', 'Meeskonna treenerid olid Sokk, Kullam ja Krevald.']",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,,no,no,yes,no,no,no,no,T,a_n50,,
4618136,7422306,2,jääma,,all,Paldiski,Paldiskile,""" Paldiskile jääks ka 81 miljonist väheks , "" lausus Klaassen .",,,"['Klaassen lausus, et Paldiskile jääks ka 81 miljonist väheks.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n50,,
5448705,8735449,6,mõtlema,,el,NATO,NATO-st,Vaid kaks protsenti küsitletuist mõtleb NATO-st positiivselt .,,,['Vaid kaks protsenti küsitletutest mõtleb NATO-st positiivselt.'],|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,ORG,no,no,no,yes,no,yes,no,L,a_n50,,
14094345,22442272,5,mõtlema,,el,eemalejääja,eemalejääjatest,"Aga ma ei mõtle eemalejääjatest , see ei aita .",,,"['Ma ei mõtle eemalejääjatest.', 'See ei aita.']",,,,,yes,no,no,no,no,no,no,A,a_n50,,
932545,1485045,7,kavatsema,,all,osaline,osalisele,"Tallinna linnavalitsus kavatseb ühele pealinna võimuliidu osalisele , vene valimisliidule Rahva Usaldus lähedalseisva firmaga AS Rukon sõlmitud pikaajalise rendileppe ohvitseride majas lõpetada ning edaspidi hakkab hoonet haldama linna haridusamet .",,,"['Tallinna linnavalitsus kavatseb lõpetada pikaajalise rendileppe ohvitseride majas.', 'Rendileping on sõlmitud vene valimisliidule Rahva Usaldus lähedalseisva firmaga AS Rukon.', 'Edaspidi hakkab hoonet haldama linna haridusamet.']",,,,,no,no,no,no,no,no,no,,a_n50,,
5462828,8758527,6,suunama,,all,laienemisstrateegia,laienemisstrateegiale,Vastavalt Nizza tippkohtumisel vastu võetud laienemisstrateegiale suunab läbirääkimisi iga kandidaadi edusammudel põhinev diferentseerimine .,,,"['Nizza tippkohtumisel võeti vastu laienemisstrateegia.', 'Laienemisstrateegia suunab läbirääkimisi iga kandidaadi edusammudel põhinev diferentseerimine.']",,,,,no,no,no,no,no,no,no,,a_n50,,
6618757,10651089,13,vaimustuma,,el,käsi,kätest,"Olles ise põgusalt suvel meie juures peatunud ja vaimustunud massöör Tiiu osavatest kätest , andis noormees lubaduse , et esimesel võimalusel tuleb ta Tahevasse tagasi ja toob kaasa hea muusiku .",,,"['Noormees peatus suvel põgusalt meie juures.', 'Noormees vaimustus massöör Tiiu osavatest kätest.', 'Noormees andis lubaduse, et esimesel võimalusel tuleb ta Tahevasse tagasi.', 'Noormees lubas tuua kaasa hea muusiku.']",,,,,no,no,no,no,no,no,no,,a_n50,,
7922318,12691785,58,puhastama,,el,silm,silmast,"Lõikasin , Tallinnfilmi rekviisiitide laost laenatud frakk seljas , pikkade aednikukääridega naks ja naks hänna poole lühemaks , seejärel viskasin looga üle kronu turja , surusin ülestõstetud põlve vastu rangi , sikutasin rihmad koomale , kinnitasin rinnuse ja sedelga , sidusin aisad kinni , kammisin harjaga kaeramootori tagumendile maleruudustiku , lükkasin rauad suhu , puhastasin loomal rähma silmast ja juhaidii-aidaa !",,,"['Ma lõikasin pikkade aednikukääridega hänna poole lühemaks.', 'Mul oli seljas Tallinnfilmi rekvisiidi laost laenatud frakk.', 'Ma viskasin looga üle kronu turja.', 'Ma surusin ülestõstetud põlve vastu rangi.', 'Ma sikutasin rihmad koomale.', 'Ma kinnitasin rinnuse ja sedelga.', 'Ma sidusin aisad kinni.', 'Ma kammisin harjaga kaeramootori tagumendile maleruudustiku.', 'Ma lükkasin rauad suhu.', 'Ma puhastasin loomal rähma silmast.', 'Ma hüüdsin juhaidii-aidaa!']",,,,,no,no,no,yes,no,yes,no,L,a_n50,,
12249114,19609636,1,mõtlema,,el,eriala,Erialadest,"Erialadest olen mõelnud haldusjuhtimisele , usun , et selline organiseeriv töö sobib mulle .",,,"['Ma olen mõelnud haldusjuhtimisele.', 'Ma usun, et organiseeriv töö sobib mulle.']",,,,,no,no,no,no,no,no,no,,a_n50,,
4497064,7230832,5,pruukima,,ad,loom,loomadelgi,"Ja mäng ei pruugi loomadelgi olla vaid selleks , et õppida keskkonnas paremini toime tulema .",,,"['Mäng ei pruugi loomadelgi olla vaid selleks, et õppida keskkonnas paremini toime tulema.']",,,,,yes,no,no,no,no,no,no,A,a_n50,,
8929949,14354195,4,pettuma,,in,otsesaade,otsesaadetes,"Olen alati pettunud otsesaadetes , milles ainult moepärast korraldatakse otseliin vaatajatega .",,,"['Ma olen alati pettunud otsesaadetes.', 'Otsesaadetes korraldatakse ainult moepärast otseliin vaatajatega.']",,,,,no,yes,no,no,no,no,no,E,a_n50,,
6190913,9940930,21,käima,üle,el,pekk,pekist,"Kahtlen , kas mitte need helbed mu pekki lihtsalt pehmeks ei teinud , et püksid ikka kenasti jalga mahuks , pekist üle käiks .",,,"['Ma kahtlen, kas need helbed mu pekki lihtsalt pehmeks ei teinud.', 'Ma kahtlen, kas püksid ikka kenasti jalga mahuks.', 'Ma kahtlen, kas püksid pekist üle käiks.']",,,,,no,no,no,yes,no,yes,no,L,a_n50,,
3071177,4929476,4,tulema,,abl,Iirimaa,Ii-ri-maalt,"Se-ni ei ole Ii-ri-maalt amet-lik-ke sig-naa-le võima-li-ke pii-ran-gu-te koh-ta tul-nud , ise-gi sel-lis-te kit-sen-dus-te koh-ta , mis puu-du-ta-vad toi-me-tu-le-ku-toe-tu-si .",,,"['Iirimaalt ei ole tulnud ametlikke signaale võimalike piirangute kohta.', 'Iirimaalt ei ole tulnud signaale ka selliste kitsenduste kohta, mis puudutavad toimetulekutoetusi.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n50,,
14613052,23078795,4,algama,,all,aktsiaturg,aktsiaturule,Oktoober algas Venemaa aktsiaturule küllalt korralikus kasvutempos .,,,['Oktoober algas Venemaa aktsiaturule küllalt korralikus kasvutempos.'],,,,,no,no,no,yes,no,yes,no,L,a_n50,,
1139743,1810822,17,tahtma,,el,kadedus,kadedusest,""" Õhulaevadest "" näevad muhameedliku "" kuningas La-lo "" sõdurid , milline heaolu valitseb Sambalas ja kadedusest tahavad ka seda vallutada .",,,"['Muhameedliku ""kuningas Lalo"" sõdurid näevad ""Õhulaevadest"" Sambalas valitsevat heaolu.', 'Muhameedliku ""kuningas Lalo"" sõdurid tahavad Sambalat kadedusest vallutada.']",,,,,no,no,no,no,no,no,yes,S,a_n50,,
10630003,17037397,5,vaatama,mööda,el,huvi,huvidest,Ometi vaatasid nad oma huvidest mööda ning otsustasid tarbijaid informeerida .,,,"['Nad vaatasid oma huvidest mööda.', 'Nad otsustasid tarbijaid informeerida.']",,,,,no,no,no,no,no,no,no,,a_n50,,
1246641,1982124,12,takistama,,ad,kontrollimine,kontrollimisel,Tallinna majanduspolitsei komissar Jaak Hindriksoni sõnul takistab politsei tegevust kahtlusaluste ettevõtete kontrollimisel tööjõu vähesus .,,,"['Tallinna majanduspolitsei komissar on Jaak Hindrikson.', 'Jaak Hindriksoni sõnul takistab politsei tegevust tööjõu vähesus.', 'Politsei tegevust takistab kahtlusaluste ettevõtete kontrollimisel tööjõu vähesus.']",,,,,no,yes,no,no,no,no,no,E,a_n50,,
10075141,16161934,14,pärinema,,abl,ehitus,ehituselt,"Inseneri tütre esimene isa tööga seotud , sõjaeelne mälestus pärineb hoopis Ulila elektrijaama ehituselt , kui Nikolai Oll väikese Malle ise objektile siirdudes autosse kinni pani .",,,"['Inseneri tütre esimene isa oli seotud tööga.', 'Sõjaeelne mälestus pärineb Ulila elektrijaama ehituselt.', 'Nikolai Oll pani väikese Malle autosse.', 'Nikolai Oll siirdus ise objektile.']",,,,,no,yes,no,no,no,no,no,E,a_n50,,
10106516,16213027,6,mängima,,el,kahegeim,kahegeimist,Avapäeval mängib iga võistkond viis kahegeimist mängu kuni 15 punktini .,???,,"['Avapäeval mängib iga võistkond viis kahegeimist mängu.', 'Mängud kestavad kuni 15 punktini.']",,,,,no,no,no,no,no,no,no,,a_n50,,
14581395,23030393,2,huvitama,,el,avalik,avalikust,Maailma avalikust ei huvita vene armee teod kusagil nii kauges paigas kui tsetseenia .,???,,"['Maailma avalikust ei huvita vene armee teod.', 'Vene armee teod toimuvad kusagil nii kauges paigas nagu Tšetšeenia.']",,,,,no,no,no,no,no,no,no,,a_n50,,
8341412,13366537,13,mahtuma,,el,kalevlane,kalevlastest,"Eesti suurima spordiühingu 95. aastapäevale pühendatud võistluste hulka mahub Kalevi päevade raames kalevlastest võrk- ja korvpallurite kohtumisõhtu , mis toimub 5. juulil kell 19 Tallinnas , Mustpeade majas .",???,"Eesti suurimal spordiühingul on 95. aastapäev.
Sellele aastapäevale on pühendatud võistlused.
Võistlused toimuvad Kalevi päevade raames.
Kalevi päevade raames toimub kohtumisõhtu.
Kohtumisõhtul osalevad Kalevi võrkpallurid ja korvpallurid.
Kohtumisõhtu toimub 5. juulil kell 19.
Kohtumisõhtu toimub Tallinnas Mustpeade majas.","['Eesti suurima spordiühingu 95. aastapäevale on pühendatud võistlused.', 'Kalevi päevade raames toimub kalevlastest võrkpallurite ja korvpallurite kohtumisõhtu.', 'Kohtumisõhtu toimub 5. juulil kell 19.', 'Kohtumisõhtu toimub Tallinnas, Mustpeade majas.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50,,
6071510,9746454,7,kanduma,,all,kes,kellele,"Tema on paraku ka see , kellele kandub üle valitsuse üldine mainelangus .",,,"['Tema on see, kellele kandub üle valitsuse üldine mainelangus.']",,,,,yes,no,no,no,no,no,no,A,a_n50,,
8770524,14075613,1,tahtma,,el,kahjum,Kahjumist,Kahjumist tahab ettevõte vabaneda järgmisel aastal .,,,['Ettevõte tahab kahjumist vabaneda järgmisel aastal.'],,,,,no,no,no,yes,no,yes,no,L,a_n50,,
1985194,3166653,8,hakkama,,abl,väliekraan,väliekraanilt,"Pühapäeval puhkes Moskvas vägivallalaine , kui suurelt väliekraanilt Jaapani 1 : 0 võitu Venemaa üle vaadanud inimesed hakkasid laamendama .",,,"['Pühapäeval puhkes Moskvas vägivallalaine.', 'Inimesed vaatasid suurelt väliekraanilt Jaapani 1:0 võitu Venemaa üle.', 'Pärast seda hakkasid inimesed laamendama.']",,,,,no,no,no,yes,no,yes,no,L,a_n50,,
8485189,13601060,1,koondama,,el,jaoskond,Jaoskondadest,Jaoskondadest ( v.a. Lasnamäe ja Kesklinn ) koondame ühe abikomissari ametikoha .,,,"['Jaoskondadest koondame ühe abikomissari ametikoha.', 'See ei puuduta Lasnamäed ja Kesklinna.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,,no,no,no,yes,no,yes,no,L,a_n50,,
13307832,21289893,7,levima,,all,lõunalaius,lõunalaiustele,Põhja-Skandinaaviast ja Norra merelt levib madalrõhuala lõunalaiustele .,,,"['Põhja-Skandinaaviast levib madalrõhuala lõunalaiustele.', 'Norra merelt levib madalrõhuala lõunalaiustele.']",,,,,no,no,no,yes,no,yes,no,L,a_n50,,
15360666,23991013,2,tegema,,el,Monaco,Monacost,Ja Monacost viis teid tee Veneetsiasse ?,vale verb?,,['Monacost viis tee Veneetsiasse?'],|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,a_n50,,
15769945,24593917,22,eemalduma,,el,Põhjamaa,Põhjamaadest,"See , mis Eesti isikuandmete kaitse seaduse 1996. ja 2003. aasta redaktsiooniga tehti , annab pigem tunnistust , et eemaldume kõigist Põhjamaadest kosmilise kiirusega .",,,"['Eesti isikuandmete kaitse seaduse 1996. ja 2003. aasta redaktsiooniga tehti midagi.', 'See annab tunnistust, et eemaldume kõigist Põhjamaadest kosmilise kiirusega.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC,no,no,no,yes,no,yes,no,L,a_n50,,
4810180,7723629,5,uskuma,,ill,Allah,Allahisse,"Jah , me usume Allahisse .",,,['Me usume Allahisse.'],|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50,,
1736704,2764772,3,kuuluma,,adit,A-alagrupp,A-alagruppi,"Saporta sarja A-alagruppi kuuluvad peale Kalevi ja Estrelase veel Kaunase Atletas , Polzela Savjnska Hopsi , Varna Cerno More ja Milano Sony .",,,"['Saporta sarja A-alagruppi kuulub Kalev.', 'Saporta sarja A-alagruppi kuulub Estrelas.', 'Saporta sarja A-alagruppi kuulub Kaunase Atletas.', 'Saporta sarja A-alagruppi kuulub Polzela Savjnska Hopsi.', 'Saporta sarja A-alagruppi kuulub Varna Cerno More.', 'Saporta sarja A-alagruppi kuulub Milano Sony.']",,,,,no,no,no,yes,no,yes,no,L,a_n50,,
5607212,8990672,3,pettuma,,in,Washington,WASHINGTONIS,USA SAADIKUD WASHINGTONIS PETTUNUD .,,,['USA saadikud Washingtonis on pettunud.'],|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n50,,
8765784,14068128,5,jääma,alla,all,Liverpool,Liverpoolile,"Tookord jäi Brugge FC Liverpoolile 0 : 1 alla , meeskonda treenis legendaarne Ernst Happel .",,,"['Tookord jäi Brugge FC Liverpoolile 0:1 alla.', 'Meeskonda treenis legendaarne Ernst Happel.']",|AL|ALT|,,location,ORG,no,no,no,yes,no,yes,no,L,a_n50,,
2791571,4476563,6,tekkima,,ad,Bamberg,Bambergil,Aastaid Saksamaa paremikku kuulunud Bayeriga Bambergil probleeme ei tekkinud .,,,['Aastaid Saksamaa paremikku kuulunud Bayeriga Bambergil probleeme ei tekkinud.'],|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,no,yes,yes,no,L,a_n50,,
5930832,9520823,4,kirjutama,,el,Bordeaux,Bordeaux'st,"Et ma kirjutan Bordeaux'st , siis ehk ei üllata , et kõik need silmatorkavalt rahulolevad härrased juhtusid olema viinamarjakasvatajad .",,,"[""Ma kirjutan Bordeaux'st."", 'Kõik need silmatorkavalt rahulolevad härrased juhtusid olema viinamarjakasvatajad.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n50,,
15629919,24386016,17,lisanduma,,all,SKP,SKPle,"Äraseletatult : kui olete teinud investeeringu , s.t. võtnud laenu ja ostnud korteri , siis lisandub SKPle kohe ka see summa , mida võiksite saada korterit välja üürides .",,,"['Kui olete teinud investeeringu, lisandub SKP-le kohe ka see summa.', 'Investeering tähendab, et olete võtnud laenu ja ostnud korteri.', 'See summa on see, mida võiksite saada korterit välja üürides.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,,ORG,no,no,no,no,yes,yes,no,L,a_n50,,
6287059,10100539,6,osutama,,all,eeskuju,eeskujule,"Eutanaasiaaktivistid osutavad Hollandi ja Belgia eeskujule , kus halastussurm on teatud tingimustel arsti kaasabil lubatud .",,,"['Eutanaasiaaktivistid osutavad Hollandi eeskujule.', 'Eutanaasiaaktivistid osutavad Belgia eeskujule.', 'Hollandis on halastussurm teatud tingimustel arsti kaasabil lubatud.', 'Belgias on halastussurm teatud tingimustel arsti kaasabil lubatud.']",,,,,no,no,no,no,no,no,no,,a_n50,,
8744620,14036958,23,lootma,,abl,kodupublik,kodupublikult,"Meheliku välimusega prantslanna sõnul lisavad Hingise pressi jõudnud arvamused tema seksuaalse orientatsiooni kohta talle vaid võidutahet , lisaks loodab ta abi ka kodupublikult .",,,"['Meheliku välimusega prantslanna sõnul lisavad Hingise pressi jõudnud arvamused tema seksuaalse orientatsiooni kohta talle vaid võidutahet.', 'Meheliku välimusega prantslanna loodab abi ka kodupublikult.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50,,
3191766,5126046,3,tekkima,,all,Tuudi,Tuudile,"Hiljem tekkis Tuudile kolhoosi keskus , siis käisid külanoored seal peol : seitse kilomeetrit sinna ja tagasi .",,,"['Hiljem tekkis Tuudile kolhoosi keskus.', 'Siis käisid külanoored seal peol.', 'Peole oli seitse kilomeetrit sinna ja tagasi.']",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,a_n50,,
2682147,4302661,33,vaimustuma,,el,laul,laulust,"Osaliselt on see kahtlemata agressiivsus ja provokatiivsus , mis on Curtis J. Jacksonist teinud maailmaklassi kuuluva staari , kelle nime ja mõningaid laule teab ka see , kes pole kunagi ühestki 50 Centi laulust vaimustunud olnud .",,,"['Osaliselt on see agressiivsus ja provokatiivsus, mis on Curtis J. Jacksonist teinud maailmaklassi kuuluva staari.', 'Curtis J. Jacksoni nime teab ka see, kes pole kunagi ühestki 50 Centi laulust vaimustunud olnud.', 'Mõningaid 50 Centi laule teab ka see, kes pole neist vaimustunud olnud.']",,,,,no,no,no,no,no,no,no,,a_n50,,
16944149,26043343,5,kuluma,,ad,OÜ,OÜ-l,Läänemaal 6000 siga kasvataval OÜ-l Linnamäe Peekon kuluks keskkonnakompleksloa nõuete täitmiseks 10 miljonit krooni .,,,"['Läänemaal kasvatab OÜ Linnamäe Peekon 6000 siga.', 'Keskkonnakompleksloa nõuete täitmiseks kuluks OÜ Linnamäe Peekonil 10 miljonit krooni.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,ORG,no,no,no,no,no,no,no,A,a_n50,,
2075526,3311926,16,ähvardama,,all,ilves,Ilvesele,Usaldusväärse allika andmetel otsis Reiljan enne umbusalduse algatamist üles Rahvaerakonna aseesimehe Vootele Hanseni ja ähvardas Ilvesele ebamugavate faktide avaldamisega .,,,"['Usaldusväärse allika andmetel otsis Reiljan enne umbusalduse algatamist üles Rahvaerakonna aseesimehe Vootele Hanseni.', 'Reiljan ähvardas Ilvesele ebamugavate faktide avaldamisega.']",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,a_n50,,
4458766,7169644,15,õnnestuma,,all,abipalve,abipalvele,"Eile ei soovinud ükski ametkond veel kirja sisu kommenteerida , samuti ei õnnestunud väidetavale abipalvele kinnitust saada Läti peaministri büroost .",,,"['Eile ei soovinud ükski ametkond kirja sisu kommenteerida.', 'Eile ei õnnestunud väidetavale abipalvele kinnitust saada Läti peaministri büroost.']",,,,,no,no,no,no,no,no,no,,a_n50,,
573585,907904,11,alustama,,all,leping,lepingule,"Soome ehitusfirma Kalle Jousmaa OY alustab vastavalt eile linnavalitsusega sõlmitud lepingule Kuressaare linnuse vallikraavide puhastustöid , mille käigus esimesel aastal puhastatakse linnuse merepoolsed kraavid .",???,"Soome ehitusfirma Kalle Jousmaa OY alustab Kuressaare linnuse vallikraavide puhastustöid.
Firma alustab töid vastavalt eile linnavalitsusega sõlmitud lepingule.
Tööde käigus puhastatakse esimesel aastal linnuse merepoolsed kraavid.
Kuressaare linnus asub Kuressaares.","['Soome ehitusfirma Kalle Jousmaa OY alustab Kuressaare linnuse vallikraavide puhastustöid.', 'Leping sõlmiti eile linnavalitsusega.', 'Esimesel aastal puhastatakse linnuse merepoolsed kraavid.']",,,,,no,no,no,no,no,no,no,,a_n50,,
