head_id|head_form|head_lemma|verb_form|verb|verb_compound|morph_case|sentence_id|sentence|phrase|ekilex_tag
112662|Tallinnas|Tallinn|avab|avama||in|65591|Kui kõik läheb plaanitult , avab jõulude ajal Tallinnas Vesse tänaval ( Peterburi maantee lähedal ) uksed suurim SPAR-i supermarket , mis vastab EuroSPAR-i standardile .|läheb avab ajal Tallinnas Vesse uksed supermarket|location
152835|Tallinnas|Tallinn|avas|avama||in|90189|1903. aasta suvel avas kunstnik Tallinnas oma ateljeekooli , mis tegutses vaheaegadega peaaegu 30 aastat .|suvel avas kunstnik Tallinnas ateljeekooli|location
163132|Moskvas|Moskva|avas|avama||in|96525|Esimene tõsisem taskuraha tekkis Gussinskil aga siis , kui ta 1986. aastal avas Moskvas vaskesemeid tootva kooperatiivi Metall .|ta aastal avas Moskvas kooperatiivi|location
166962|Eestis|Eesti|avab|avama||in|98824|Ajaloo tuultesse sattunud Miksoni ( alias Edvald Hinriksson ) , Pätsu “ vaikiva ajastu ” poliitilise politsei ( polpol ) töötaja , “ saja käega mehe ” , ka “ Mikiks ” -kutsutu traagiline saatus avab tol ajal Eestis toimunu tagamaid uue nurga alt .|saatus avab ajal Eestis tagamaid nurga alt|location
190014|Tartus|Tartu|avab|avama||in|113128|Tartus avab uksed Eesti Muusikaakadeemia Tartu filiaal .|Tartus avab uksed filiaal|location
194374|sadamas|sadam|avas|avama||in|115660|Hiljuti avas Häädemeeste ettevõte Fibo ExClay Eesti AS terminaali Pärnu sadamas .|Hiljuti avas ettevõte sadamas|location
223018|kaubamajas|kaubamaja|avas|avama||in|133132|Baltika Grupp avas oma poe Punasel väljakul GUM-i kaubamajas tänavu 27. veebruaril .|Grupp avas poe väljakul kaubamajas tänavu veebruaril|location
162286|nüanssides|nüanss|avavad|avama||in|96018|Aga samas oli selge , et need 14 toimikut avavad Eesti riigi ajalugu väga kirevates ja lausa ootamatutes nüanssides .|toimikut avavad ajalugu nüanssides|not_location
223048|septembris|september|avaski|avama||in|133152|Nii avaski Baltika Kaubandusgrupi AS poe läinud aasta septembris hoopis Stockholmis .|Nii avaski Baltika septembris Stockholmis|time
387416|veebruaris|veebruar|avas|avama||in|242161|Viimasena avas i-panga nime kandva internetipanga Krediidipank tänavu veebruaris .|Viimasena avas Krediidipank tänavu veebruaris|time
407880|veebruaris|veebruar|avas|avama||in|257776|Majandus- ja Kommunikatsiooniministeeriumi riigi infosüsteemide osakond ( RISO ) avas veebruaris kodaniku teabeportaali aadressil|osakond avas veebruaris teabeportaali|time
640909|augustis|august|avab|avama||in|411933|Eile Saku Suurhalliks ristitud Rocca al Maresse kerkiv universaalne üritustepaik avab uksed järgmise aasta augustis .|üritustepaik avab uksed augustis|time
788922|veebruaris|veebruar|avab|avama||in|501612|Tagastatud liisinguautosid müüv Balti Realiseerimiskeskus ( BRC ) avab veebruaris Baltimaade suurima pruugitud autode kaupluse Paldiski maanteel .|Realiseerimiskeskus avab veebruaris kaupluse maanteel|time
857193|särgis|särk|avas|avama||in|543014|Eesti koondise ründaja avas Aalborgi särgis teisipäeval isikliku skoori|ründaja avas särgis teisipäeval skoori|not_location
866840|septembris|september|avas|avama||in|548779|Ekspordikanali avas septembris ka Hyundai maaletooja Korea Auto , kes müüs ligi kaks kolmandikku autodest Eestist välja .|Ekspordikanali avas septembris maaletooja|time
894944|märtsis|märts|avab|avama||in|565807|Rahvusvahelise teatripäeva puhul avab Linnateater märtsis teatriliidu aastapreemiate jagamisega oma neli aastat renoveeritud osa , teatrisõbrad peavad peatselt valmivas pööningusaalis esimese etenduse nägemiseks kannatama sügiseni .|teatripäeva puhul avab Linnateater märtsis jagamisega osa|time
906318|esituses|esitus|avas|avama||in|572644|Poiste koolikontserdi avas Eesti hümn kohaliku orkestri esituses ja koori viibimise ajaks Hokkaido saarel kavandati sinna Jaapani Eesti suursaadiku visiit .|koolikontserdi avas hümn esituses|event
196457|sadamates|sadam|varjavad|varjama||in|116892|Nõukogude infoagentuur TASS teatas , et Poola ja ka teiste riikide allveelaevad varjavad end Balti sadamates , leides valitsusringkondadelt toetust .|allveelaevad varjavad end sadamates leides|location
226869|pastoraadis|pastoraat|varjas|varjama||in|135716|Raske uskuda , et kaugelt tulnud mõrtsukas varjas end 24 tundi pastoraadis , mis asub elava liiklusega tänava ääres .|mõrtsukas varjas end tundi pastoraadis|location
297743|Tallinnas|Tallinn|varjas|varjama||in|179123|Kui lasud vaikisid , varjas luurajast polkovnik end Tallinnas Pika tänava salakorteris .|vaikisid varjas polkovnik end Tallinnas salakorteris|location
297743|salakorteris|salakorter|varjas|varjama||in|179123|Kui lasud vaikisid , varjas luurajast polkovnik end Tallinnas Pika tänava salakorteris .|vaikisid varjas polkovnik end Tallinnas salakorteris|location
663632|Hispaanias|Hispaania|varjab|varjama||in|425557|Enne vahistamist metsaäriga tegelenud Grossthal tunneb hästi Eesti kunagist narkoparunit Slava Gasplit , kes praegu varjab ennast Hispaanias .|kes praegu varjab ennast Hispaanias|location
768662|Rootsis|Rootsi|varjab|varjama||in|489098|Toivo Kurmet varjab end Rootsis .|Toivo varjab end Rootsis|location
776809|keldrites|kelder|varjab|varjama||in|494056|Erinevatel hinnangutel viibib Groznõis veel 20.000-40.000 tsiviilelanikku , kellest enamus varjab end pomirünnakute eest keldrites .|kellest enamus varjab end pomirünnakute eest keldrites|location
801855|keldrites|kelder|varjab|varjama||in|509473|Eismonti sõnul varjab end Groznõi keldrites tuhandeid inimesi , neist paljud on kohalikud venelased ning vanurid .|sõnul varjab end keldrites inimesi|location
820997|Afganistanis|Afganistan|varjab|varjama||in|521111|Milam lisas , et oleks soovinud Musharrafilt kuulda ka arvamust terrorismis kahtlustatava Osama bin Ladeni kohta , kes varjab end Afganistanis .|kes varjab end Afganistanis|location
863388|kodus|kodu|varjab|varjama||in|546721|Telekommentaatorid ennustavad , et parteiliider varjab end hoopis kodus ega annagi näole .|parteiliider varjab end kodus|location
589330|Palavikus|palavik|varja|varjama||in|379450|Palavikus ja pisut kähiseva häälega Koit Toome ei varja ehmatust .|Palavikus Koit ei varja ehmatust|state
1304410|teismeeas|teismeiga|varjavad|varjama||in|817644|Tagasitõmbumine või rünnak varjavad teismeeas noore ebakindlust .|Tagasitõmbumine varjavad teismeeas ebakindlust|time
1545040|suhtumises|suhtumine|varjanud|varjama||in|969910|"Tuul kirjutab eile ilmunud Politsei uues numbris , et inimeste "" kummalises suhtumises "" 14 aastat metsas varjanud ning mitmes röövimises süüdistatavatesse Voitkadesse on oma loogika ."|suhtumises aastat metsas varjanud|not_location
2132636|kartuses|kartus|varjab|varjama||in|1341097|Lääne-Saksamaal tegutsenud terrorist Rita Vogt varjab end Saksa DV-s , kartuses , et teda võidakse iga hetk paljastada .|terrorist varjab end DV-s kartuses|state
3156359|olukorras|olukord|varjanud|varjama||in|1979052|Tänase nooruse teojulgus on eesti rahvale igiomane nähtus , mida meie rahvas oma tarkuses ja tasakaalukuses on lootusetus olukorras küll varjanud , ent alal hoidnud .|mida rahvas tarkuses on olukorras küll varjanud|state
4583082|tagataskus|tagatasku|varjab|varjama||in|2858150|Childermass võis vaadata tänaval väärikat advokaati ja öelda , mida ta tagataskus varjab .|mida ta tagataskus varjab|not_location
4831790|varrukas|varrukas|varja|varjama||in|3012117|Mis võib meil olla sotsiaaldemokraadi tööst pungunud , ehitustandril päevitunud muskli vastu , mida ei varja kinnise nimekirja varrukas ?|mida ei varja varrukas|not_location
6259567|suhtumises|suhtumine|varjanud|varjama||in|3886734|Kavkaz-Tsentr on üritanud olla sõltumatu infokanal , kuigi suhtumises Venemaasse ei ole ta oma vaenu kunagi varjanud .|suhtumises ei ole ta vaenu kunagi varjanud|not_location
7076889|olukorras|olukord|varjavad|varjama||in|4400104|Samuti varjavad raskes olukorras pangad oma tegelikku olukorda .|Samuti varjavad olukorras pangad olukorda|state
8404836|markiis|markii|varjab|varjama||in|5238907|Väga hästi varjab päikesekiiri näiteks markiis - akent väljastpoolt kattev päikesevari , mida kasutatakse kõikjal Euroopas .|hästi varjab päikesekiiri markiis|not_location
622790|hotellist|hotell|varastasid|varastama||el|400372|Politsei püüab saatkonna abiga selgitada inimesi , kes varastasid umbes kuu aega tagasi Tartu Barclay hotellist Tshetsheeni esimese presidendi Dzhohhar Dudajevi portree .|kes varastasid aega tagasi hotellist portree|location
631722|külapoest|külapood|varastate|varastama||el|405949|Kui te varastate külapoest toitu ja viina , siis jagage seda mõne vaese vanapapiga .|te varastate külapoest toitu|location
658899|naabrusest|naabrus|varastasid|varastama||el|422654|Seni teadmata kurjategijad varastasid eile öösel Russalka kuju naabrusest seitse mustast malmist otstega diivanpinki , nädalapäevad varem jäi kolmest säärasest pingist ilma ka Metsakalmistu bussipeatus .|kurjategijad varastasid eile öösel kuju naabrusest diivanpinki|location
699025|kontorist|kontor|varastasid|varastama||el|446700|Tallinnas Nõmmel varastasid kurjategijad ööl vastu esmaspäeva Hansapanga kontorist üle 820 000 krooni , suutes mööda hiilida pangakontorit turvama pidanud signalisatsioonist .|Nõmmel varastasid kurjategijad ööl vastu esmaspäeva kontorist üle krooni suutes|location
801532|postkontorist|postkontor|varastasid|varastama||el|509278|Seni tabamata kurjategijad varastasid kolmapäeva hommikul Harjumaalt Loksa postkontorist 30 000 krooni .|kurjategijad varastasid hommikul Harjumaalt postkontorist krooni|location
808637|korterist|korter|varastanud|varastama||el|513615|Tallinna Põhja politsei tabas esmaspäeval mehe , kes oli varastanud ühest korterist elektroonikat .|kes oli varastanud korterist elektroonikat|location
808649|Tallinnast|Tallinn|varastanud|varastama||el|513623|Harju politseinikud tabasid teisipäeva öösel mehe , kes oli Tallinnast Lasnamäelt auto varastanud .|kes oli Tallinnast Lasnamäelt auto varastanud|location
930912|lennujaamast|lennujaam|varastasid|varastama||el|587513|Sellel suvel on politsei tabanud viis eestlast , kes varastasid Gardemoeni lennujaamast tax-free poodidest parfüüme ja alkoholi kokku 60 000 Norra krooni ehk 112 800 Eesti krooni eest .|kes varastasid lennujaamast poodidest parfüüme|location
937454|kohvikust|kohvik|varastasid|varastama||el|591543|Vargad sidusid esmaspäeva hommikul Tallinnas eaka valvuri kinni ja varastasid kohvikust olmeelektroonikat .|varastasid kohvikust olmeelektroonikat|location
1023100|kodust|kodu|varastas|varastama||el|644200|Lõpuks varastas poeg ka juba kodust .|Lõpuks varastas poeg ka kodust|location
724713|traktoristist|traktorist|varastas|varastama||el|462255|Bensiini varastas nooruk oma traktoristist isa tagant .|Bensiini varastas nooruk traktoristist isa tagant|not_location
2449127|pärastlõunast|pärastlõuna|varastasid|varastama||el|1539015|Silmet annab 100 000 krooni info eest , mis aitab tabada tundmatuid kurjategijaid , kes varastasid ajavahemikul reede pärastlõunast esmaspäeva lõunani tehase laost 1,5 miljoni krooni väärtuses üle 700 kilo tantaalhüdroksiidi .|kes varastasid ajavahemikul pärastlõunast lõunani laost väärtuses tantaalhüdroksiidi|time
4238378|küljetaskust|küljetasku|varastasid|varastama||el|2641195|10 minutit hiljem saabus politseisse teade , et Põlva vallas Mammaste külas asuva poe ees varastasid kaks noorukit eakal naisel jaki küljetaskust rahakoti ja jooksid sellega minema .|poe ees varastasid noorukit naisel küljetaskust rahakoti|not_location
4298208|hollandlasest|hollandlane|varastanud|varastama||el|2679291|Tallinna ringkonnakohus mõistis kolmapäeval hollandlasest abivajajalt raha varastanud endistele politseinikele Andres Piirile ja Rainer Tõrukesele reaalsed vanglakaristused , teatas BNS .|hollandlasest abivajajalt raha varastanud|not_location
5780801|põliselanikest|põliselanik|varastaks|varastama||el|3590036|Ta ei usu , et kohalikest põliselanikest keegi oma rannast kive varastaks .|põliselanikest keegi rannast kive varastaks|not_location
9831677|linnakassast|linnakassa|varastas|varastama||el|6125454|Linnapea süüdistas rahandusjuhti teenistusülesannete mittetäitmises , kuna 2003. aastal avastati , et Rutuse otsene alluv varastas linnakassast 150 000 krooni ja kaks aastat hiljem läks eelarvejuhi vastutusalast kaduma 1,5 miljonit krooni .|alluv varastas linnakassast krooni|not_location
10013157|linnakassast|linnakassa|varastas|varastama||el|6234472|Paide linnavalitsuse pearaamatupidaja Maire Kõnnusaar varastas linnakassast 160 000 krooni .|pearaamatupidaja varastas linnakassast krooni|not_location
11686700|põnevusest|põnevus|varastavad|varastama||el|7268707|Noored varastavad põnevusest , vanemad sageli vaesusest .|Noored varastavad põnevusest vanemad|state
13397774|põuetaskust|põuetasku|varastas|varastama||el|8360628|Avo Mäeseppa süüdistati selles , et ta eelmise aasta sügisel Jõgeva maakonnas Palamuse alevis , olles alkoholijoobes , varastas magava J.P. põuetaskust salaja raha koos rahakotiga ( 700 krooni ) , samuti viis ära jalgratta ( 200 krooni ) ja kilekoti toiduainetega ( 50 krooni ) .|varastas J põuetaskust raha|not_location
14929387|õpilastest|õpilane|varastas|varastama||el|9293505|Tema sõnul varastas keegi I Studiumi ja Eesti-Ameerika Ärikolledzhi õpilastest koolist pitsatiga tõendiblanketi ja paljundas seda .|sõnul varastas keegi õpilastest koolist pitsatiga tõendiblanketi|not_location
7834|Pärnus|Pärnu|korraldavad|korraldama||in|4571|Ülle ja Andres ongi tattoo-kultuuri tutvustamise oma südameasjaks võtnud ja korraldavad kevadeti Pärnus tattoofestivali .|korraldavad kevadeti Pärnus tattoofestivali|location
27434|Egiptuses|Egiptus|korraldas|korraldama||in|15859|Itaalia ärimees ERNESTO PREATONI korraldas Egiptuses vägeva missivõistluse , mis koosnes kahest tava- ja neljast trikoovoorust !|ärimees korraldas Egiptuses missivõistluse|location
30447|Edinburghis|Edinburgh|korraldab|korraldama||in|17704|” Juulis seisab Charlesil ( 53 ) ja Camillal ( 54 ) ees esimene ühine kuninglik vastuvõtt : skandaalne paar korraldab Edinburghis kaheksale tuhandele avaliku elu tegelasele suvepeo .|paar korraldab Edinburghis tegelasele suvepeo|location
48853|Rakveres|Rakvere|korraldab|korraldama||in|28435|Eerika ( Eerika Bauer - toim ) korraldab Rakveres maakondlikke missi- ja missisevalimisi , olen seal zhüriis olnud .|Eerika korraldab Rakveres missi-|location
62230|kultuurimajas|kultuurimaja|korraldas|korraldama||in|36005|Selleks , et Heljule silma jääda , korraldas Helmut kultuurimajas tantsuõhtu - koos ees-|Selleks korraldas Helmut kultuurimajas tantsuõhtu koos ees-|location
72267|restoranis|restoran|korraldas|korraldama||in|41742|Näiteks korraldas Affleck Lopezile üllatus-sünnipäevapeo restoranis Park .|Näiteks korraldas Affleck restoranis Park|location
81020|pealinnas|pealinn|korraldas|korraldama||in|46989|Kuigi pulmapeo korraldas paar pealinnas , on Tõnis ja Kärt , kes on nüüd jäägitult pühendunud vaid kodule ja tütrele , paikseks jäänud Tartus Karlova linnajaos Võru tänaval , kus sirgub ka nende kaheaastane pisitütar Lydia .|pulmapeo korraldas paar pealinnas|location
81487|elamus|elamu|korraldas|korraldama||in|47266|Perenaine korraldas vastvalminud elamus külalistele väikese ekskursiooni , kinnitades , et tegemist on tema ideaalkoduga : “ Olin ise kõikjal näppupidi juures ja usun , et ühe naise juhatusel tuli välja tõepoolest korralik ehitis .|Perenaine korraldas elamus külalistele ekskursiooni kinnitades|location
97387|asupaigas|asupaik|korraldasid|korraldama||in|56333|Oma praeguses ajutises asupaigas Kose ühiselamus korraldasid nad joomingu ning nõudsid diskoteeki , aga Illukale lähim lõbustuskoht on Jõhvis .|asupaigas korraldasid nad joomingu|location
162484|Tallinnas|Tallinn|korraldas|korraldama||in|96140|Pärast ehituskonkursi võitja selgumist korraldas Narva haridusameti asejuhataja Tallinnas Vanti projektide kordusekspertiisi .|Pärast selgumist korraldas asejuhataja Tallinnas kordusekspertiisi|location
108041|Koreas|korea|korraldab|korraldama||in|62899|1975  Moon korraldab Koreas miitingu , kus osaleb üle 1,2 miljoni inimese .|1975 Moon korraldab Koreas miitingu|state
168660|juunis|juuni|korraldas|korraldama||in|99819|1993.a. juunis korraldas ta koos sõbraga löömingu ühes Kuressaare Suve tänava poolpõrandaaluses bordellis .|juunis korraldas ta koos sõbraga löömingu bordellis|time
303116|septembris|september|korraldasime|korraldama||in|182390|Näiteks korraldasime riikliku planeeringu “ Eesti 2010 ” raames ministeeriumide esindajaile kaks seminari : 1995. aasta septembris ja viis kuud hiljem , 1996. aasta veebruaris .|Näiteks korraldasime planeeringu esindajaile seminari septembris|time
363712|TTÜs|TTÜ|korraldasime|korraldama||in|224420|1990 aastate algul korraldasime seminari TTÜs ( Jäderlund , Kohn , Võhandu ) ning mõnel aastal õpetasime ka DOS-varianti tudengitele .|aastate algul korraldasime seminari TTÜs|not_location
410832|augustis|august|korraldasime|korraldama||in|260305|2002. aasta augustis korraldasime TPÜ-s ühisseminari koos FLE3 arendusmeeskonnaga ja saime põhjaliku ülevaate FLE3 aluseks olevatest pedagoogilistest ideedest , süsteemi ülesehitusest , funktsionaalsusest ja eripäradest .|augustis korraldasime TPÜ-s ühisseminari koos arendusmeeskonnaga|time
438738|jaanuaris|jaanuar|korraldasid|korraldama||in|277456|2001. aasta jaanuaris korraldasid kolm kaugkoolituskonsortsiumi Distumi eestvedamisel arutelu , millest võtsid osa koolitusega tegelevate organisatsioonide , üliõpilaste , firmade ja mitmete sotsiaalsete partnerite esindajad .|jaanuaris korraldasid kaugkoolituskonsortsiumi eestvedamisel arutelu|time
632471|augustis|august|korraldas|korraldama||in|406477|Eelmise aasta augustis , 23 aastat pärast Vääna männimetsade rüpes sündinud öömuusikat , korraldas ta astronoomidele ja kõikidele huvilistele perseiidide vaatlusi Jänedal .|augustis korraldas ta astronoomidele vaatlusi|time
650138|juulis|juuli|korraldab|korraldama||in|417497|Murmanski merelaevandus korraldab juulis turismireisi tuumaallveelaeval põhjapoolusele .|merelaevandus korraldab juulis tuumaallveelaeval põhjapoolusele|time
652361|traditsioonis|traditsioon|korraldab|korraldama||in|418822|Lääne-Euroopa ning Ameerika traditsioonis korraldab vana töökoht koondatule sageli outplacement-programmi , s. o eelkõige nõustamine , et koondatul oleks lihtsam tööturul uus koht kätte võidelda .|traditsioonis korraldab töökoht koondatule sageli outplacement-programmi|event
800426|veebruaris|veebruar|korraldas|korraldama||in|508600|"Ühe narkovastase üritusena korraldas Tammaru veebruaris enne Riigikogu valimisi Tartu ülikooli raamatukogus Keskerakonna sildi all seminari "" Narkootikumid , noored , kuritegevus ! "" ."|üritusena korraldas veebruaris enne valimisi raamatukogus sildi all seminari|time
10139|eluruumides|eluruum|möllasid|möllama||in|5848|Korraga möllasid ta eluruumides säravpunane , õrnroosa , kahvaturoheline ja SHokolaadipruun .|Korraga möllasid ta eluruumides säravpunane|location
55964|Euroopas|Euroopa|möllas|möllama||in|32585|Kahjuks oli see päev , kui terves Euroopas möllas torm , mis murdis puid ja tappis inimesi .|Euroopas möllas torm|location
62847|hotellides|hotell|möllab|möllama||in|36335|Ta möllab hotellides , kuid on kodus tubli isa kaksikutest poegadele .|Ta möllab hotellides|location
95559|Californias|California|möllab|möllama||in|55170|Kui Californias möllab tornaado ja Indo-Hiinas kukub alla lennuk , võpatab ka sinu süda - see oleks nagu juhtunud siinsamas .|Californias möllab tornaado|location
123128|Indoneesias|Indoneesia|möllavad|möllama||in|71823|Samal ajal kui Indoneesias ja Brasiilias möllavad koletud metsatulekahjud , sajab Hiinas ja Kesk-Ameerikas nagu ei kunagi varem .|Indoneesias möllavad metsatulekahjud|location
127997|ilmakaares|ilmakaar|möllavad|möllama||in|74983|Uputused möllavad pea igas ilmakaares - Slovakkias , Uus-Meremaal ja Uruguays .|Uputused möllavad ilmakaares|location
169275|Tallinnas|Tallinn|möllas|möllama||in|100179|Viimane katk möllas Tallinnas 1710. aasta suvel , kui linna juba piirati .|katk möllas Tallinnas suvel piirati|location
173840|Mehhikos|Mehhiko|möllasid|möllama||in|102874|Mehhikos möllasid keeristormid , seevastu Kariibi merel oli ebaharilikult rahulik .|Mehhikos möllasid keeristormid|location
647989|regioonis|regioon|möllab|möllama||in|416265|Siberis on hetkel 130 tulekollet , Kaug-Ida regioonis möllab tuli 22 kohas enam kui 15 000 hektaril .|Kaug-Ida regioonis möllab tuli kohas enam|location
753929|Mägi-Karabahhis|Mägi-Karabahh|möllas|möllama||in|480010|Näiteks see , kuidas ta röövlitega Mägi-Karabahhis vaheldumisi ühes ja teises vaenulikus leeris möllas või kuidas tal hullunud naised lõunas tänaval fotoaparaadi käest rebisid ning äärepealt kallale oleks tulnud .|ta röövlitega Mägi-Karabahhis vaheldumisi leeris möllas|location
74704|sisimas|sisim|möllaks|möllama||in|43217|Ma ei saa öelda , et minu sisimas möllaks siis mingi eriline tsunami .|sisimas möllaks siis tsunami|not_location
200840|finaalmängus|finaalmäng|möllasid|möllama||in|119654|Kui robotkoerte jalgpall oli lihtsalt lõbus ja liigutav , siis suurte robotite finaalmängus Iraani ja Itaalia vahel möllasid tõelised lõunamaised kired .|lõbus siis finaalmängus möllasid kired|event
1024281|septembris|september|möllanud|möllama||in|644901|Taifuun York on tugevaim Hongkongi tabanud torm pärast 1983. aasta septembris möllanud Ellenit .|septembris möllanud|time
1025456|abielus|abielu|möllavad|möllama||in|645593|"Seebiseriaali "" Kired "" peaosatäitja Marika Verniku ja Rakvere teatri näitleja Toomas Suumani abielus möllavad tõelised kired ."|abielus möllavad kired|state
1076690|Paides|pai|möllanud|möllama||in|677247|Paides eile möllanud tugev äike rikkus tunniks telefoniühenduse Pärnu- , Saare- ja Hiiumaaga .|Paides eile möllanud|not_location
1140352|juunis|juuni|möllas|möllama||in|716029|Värskendagem hetkeks mälu : aasta pärast Adamsit väisas Eestit Michael Jackson , 1998. aastal järgnes Rolling Stones ning alles tänavu juunis möllas lauluväljakul Metallica .|juunis möllas lauluväljakul|time
1296370|unenäos|unenägu|möllab|möllama||in|812519|"Emajõe Suveteatri "" Suveöö unenäos "" möllab Taalmaa rahva rõõmuks seelikus Thisbet teha ."|unenäos möllab Taalmaa rõõmuks teha|not_location
1511771|eufoorias|eufooria|möllab|möllama||in|949255|"Praegu möllab Hispaania eufoorias , kuid mängud muutuvad järjest raskemaks ja peame jääma kahe jalaga maapinnale . """|Praegu möllab eufoorias|state
2148911|juunis|juuni|möllanud|möllama||in|1351801|Näiteks kahe aasta eest juunis möllanud torm tegi väga palju pahandust Lõuna-Eesti metsades , kiskudes juurtega maast lahti suuri puid või murdes neid kui tuletikke juurepealt katki .|aasta eest juunis möllanud|time
3471266|ründelauas|ründelaud|möllas|möllama||in|2172644|Tein murdis treener Lauri rõõmuks raginal sisse ja Reinkort möllas ründelauas .|Reinkort möllas ründelauas|not_location
3839|kodus|kodu|Istume|istuma||in|2204|Istume kodus , teeme süüa ja küpsetame kooke , käime saunas .|Istume kodus|location
8133|kodus|kodu|istu|istuma||in|4705|“ Õnneks leiab mu naine endale ise ka tegevust , ta ei istu kodus ega oota et mina tema aega sisustaksin , ” rõõmustab Eesti vutikoondise ja FC Flora peatreener ARNO PIJPERS .|ta ei istu kodus|location
8302|kodus|kodu|istu|istuma||in|4785|“ Õnneks leiab mu naine endale ise ka tegevust , ta ei istu kodus ega oota , et mina ta aega sisustaksin .|ta ei istu kodus|location
8349|kodus|kodu|istuski|istuma||in|4808|Nii istuski Anna kodus ja kasvatas lapsi .|Nii istuski Anna kodus|location
11250|kodus|kodu|istub|istuma||in|6522|Ma ei kuulu nende vanemate hulka , kes leiavad , et las laps istub kodus , küll leiab ise oma tee .|las laps istub kodus|location
13472|Ateenas|Ateena|istub|istuma||in|7872|Helen Sürje istub Ateenas modellide ühisköögis ja räägib Kreekast , mahlade varastamisest , Ita Everist ning arhitektuurist .|Helen istub Ateenas ühisköögis|location
13472|ühisköögis|ühisköök|istub|istuma||in|7872|Helen Sürje istub Ateenas modellide ühisköögis ja räägib Kreekast , mahlade varastamisest , Ita Everist ning arhitektuurist .|Helen istub Ateenas ühisköögis|location
17168|süles|süli|istub|istuma||in|10010|Ühel fotol istub ooperitäht Pirjo Levandi kaksiratsi oma muusikust elukaaslase Jüri Peetsoni süles ning nad suudlevad .|fotol istub ooperitäht kaksiratsi muusikust süles|location
20865|külalistetoas|külalistetuba|istuvat|istuma||in|12103|Kolm Valve ja Hans Luige külalistetoas istuvat meest on ühtemoodi kongninadega .|Valve külalistetoas istuvat|location
24407|pubis|pubi|istunud|istuma||in|14099|Vabal ajal polnud me lahedad ega istunud koos pubis - bändile mõjus see hästi .|istunud koos pubis|location
72571|peidus|peit|istus|istuma||in|41914|” Kord istus ta pool päeva puu otsas oina eest peidus .|Kord istus ta päeva puu otsas oina eest peidus|not_location
119039|presiidiumis|presiidium|istusid|istuma||in|69162|Esimesel pleenumil istusid presiidiumis seltsimehed Karl Vaino , Johannes Käbin ja Rein Ristlaan .|pleenumil istusid presiidiumis seltsimehed|not_location
126500|juunis|juuni|istus|istuma||in|74065|1858 juunis istus kõrtside ees vankritel naisi , kuni mehed sees nõu pidasid .|juunis istus kõrtside ees vankritel naisi pidasid|time
134749|toasussides|toasuss|istus|istuma||in|79106|Bürokraat istus sel ajal pehmetes toasussides tugitoolis teleri ees ja vaatas ükskõikselt saatelõiku Vihterpalust : “ Viimase viie aasta suurim metsatulekahju ...|Bürokraat istus ajal toasussides tugitoolis teleri ees|not_location
196977|piiblitunnis|piiblitund|istub|istuma||in|117173|Seega on põhimõtteliselt raske hinnata ka seda , kas 10-aastane laps istub koos Jehoova tunnistajatest vanematega iganädalases koduses piiblitunnis vabatahtlikult või käsu korras .|kas laps istub koos tunnistajatest piiblitunnis vabatahtlikult|event
203930|puhvaikades|puhvaika|istusid|istuma||in|121697|Reisikiri pajatab , kuidas jõe kaldal istusid puhvaikades eesti kakud ja siis tulid hästi riietatud lätlased ...|kaldal istusid puhvaikades kakud|not_location
221500|presiidiumis|presiidium|istusid|istuma||in|132283|Polnud teada , kes istusid kongressi presiidiumis ja kes neid sinna määras .|kes istusid presiidiumis|not_location
270276|üleriietes|üleriie|istuvad|istuma||in|162358|Kuigi lapsed istuvad klassides üleriietes ning luuletust ütlev õpilane näeb oma hingeauru , on suurim rõõm see , et tahvlid enam ei jäätu .|lapsed istuvad klassides üleriietes|not_location
386259|presiidiumis|presiidium|Istusin|istuma||in|241521|Istusin koos paari rahvasaadiku ja NLKP ideoloogiaosakonna juhatajaga presiidiumis , meile esitati küsimusi .|Istusin koos rahvasaadiku presiidiumis|not_location
414071|kleidis|kleit|istus|istuma||in|262369|Gabrielle istus madala kaelusega tumedast siidist kleidis jäigalt ja sirgelt nahk-kiige serval .|Gabrielle istus kaelusega kleidis jäigalt serval|not_location
295|Lennujaamas|lennujaam|juhtus|juhtuma||in|166|B : Lennujaamas juhtus aga nii , et Jürgen jäi liiklusummikusse ega jõudnud õigeks ajaks kohale .|Lennujaamas juhtus aga nii jäi|location
6215|Eestis|Eesti|juhtub|juhtuma||in|3680|Pärast seda ei pea enam kahtlustama , et kusagil hämaras stuudionurgas keegi teine nende eest lood plaadile kõõrutab - nagu seda Eestis ja mujalgi küll ja küll juhtub .|seda Eestis küll juhtub|location
8547|Hollywoodis|Hollywood|juhtu|juhtuma||in|4905|Sellist asja juba Hollywoodis ei juhtu .|asja juba Hollywoodis ei juhtu|location
17810|Mehhikos|Mehhiko|juhtus|juhtuma||in|10414|See juhtus Mehhikos rannas .|See juhtus Mehhikos rannas|location
17810|rannas|rand|juhtus|juhtuma||in|10414|See juhtus Mehhikos rannas .|See juhtus Mehhikos rannas|location
21792|Viinis|Viin|juhtus|juhtuma||in|12552|Maailma edetabelis 21. kohal olevale Anke Huberile 5 : 7 , 6 : 7 kaotamine , nagu Kaiaga Viinis juhtus , pole ju häbiasi !|Kaiaga Viinis juhtus|location
