text,id,label,review,text_id,las
Paar aastat tagasi olevat jälle vaenuliku riigi luurajad sisse toonud inimliha sööva bakteri .,2229,"[{""start"": 26, ""end"": 31, ""text"": ""jälle"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3596,15.4
Kuid nüüd on ajad teised ja oleks absurdne võrrelda esinduslikke tarkvarafirmasid ja küüditamist .,2230,"[{""start"": 5, ""end"": 9, ""text"": ""nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3600,0.0
"Ja kui raha pole , siis ära üldse sehkenda .",2231,"[{""start"": 28, ""end"": 33, ""text"": ""üldse"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3620,33.3
"Homme müüvad oma raamatuid kirjastused "" Eesti Raamat "" ja "" Kunst "" , kolmapäeval "" Eesti Entsüklopeediakirjastus "" , neljapäeval "" TEA "" ja reedel "" Varrak "" .",2232,"[{""start"": 0, ""end"": 5, ""text"": ""Homme"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3629,0.0
"Šubina teatas ka , et kõik Vidjajevos elavad allveelaevnike sugulased on kätte saanud 720.000 rubla suuruse nn. presidenditoetuse .",2233,"[{""start"": 14, ""end"": 16, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3635,11.1
Läti pangad reageerisid uudisele negatiivselt .,2234,"[{""start"": 33, ""end"": 45, ""text"": ""negatiivselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3653,80.0
Kohe jalgpallimatši järel peab ta ihutohtri nõudel Kuubale naasma .,2235,"[{""start"": 0, ""end"": 4, ""text"": ""Kohe"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3666,0.0
"Neli aastat varem kohtusid samad rivaalid Mexico MMi kullamängus , siis saatis 3 : 2 edu lõunaameeriklasi .",2236,"[{""start"": 0, ""end"": 17, ""text"": ""Neli aastat varem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3671,0.0
"Lahkumismatšil löövad kaasa ka Rudi Völler , Jürgen Klinsmann , Andreas Brehme , Stefan Reuter , Jürgen Kohler , Mario Basler , Matthias Sammer , Belgia väravavaht Jean-Marie Pfaff ja teised omaaegsed superässad .",2237,"[{""start"": 28, ""end"": 30, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3673,9.1
"Tema sõnul on Venemaal võimalik osta mustalt turult välispass 400-600 USA dollari eest , kuid tšetšeeni põgenike jaoks on see liiga suur summa .",2238,"[{""start"": 126, ""end"": 131, ""text"": ""liiga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3676,68.0
"Homme jõustuv kalapüügiseadus annab miljoneid kroone kasu toova krevetipüügi eesõiguse aktsiaseltsile Hiiu Kalur , mis kuulub Kõuhknate perekonnale , kes said püügikvoodi jagajateks .",2239,"[{""start"": 0, ""end"": 5, ""text"": ""Homme"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3679,4.3
"Aasta alguses keskkonnaministeeriumi loal oma püügilaevad Islandi vetesse saatnud osaühing E-Traal sai eelmisel nädalal kalandusosakonnalt korralduse küsida püügi jätkamiseks uut luba konkureerivalt Hiiu Kalurilt , sest valitsusliidu algatatud seadusemuudatus annab krevetipüügi monopoli Kõuhknate ettevõttele .",2240,"[{""start"": 184, ""end"": 198, ""text"": ""konkureerivalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3680,61.8
"E-Traal saab keeluga 120 miljonit krooni kahju , ütles eile ettevõtte juht Rasmus Kulla .",2241,"[{""start"": 55, ""end"": 59, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3681,57.1
Ta tegi paar päris head tõrjet .,2242,"[{""start"": 13, ""end"": 18, ""text"": ""päris"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3726,33.3
"Kodus varem 342 kg kogunud Utsar rebis elu esimesel suurvõistlusel 145 ja tõukas 172,5 kilo , jäädes oma parimale alla 24,5 kiloga .",2243,"[{""start"": 6, ""end"": 11, ""text"": ""varem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3776,0.0
Samas on Utsari esilekerkimine süsteemiväline .,2244,"[{""start"": 0, ""end"": 5, ""text"": ""Samas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3795,0.0
"On väidetud , et eesti tõstmine ei suuda võistelda maailmaga meditsiinis , sellest ka tasemevahe .",2245,"[{""start"": 83, ""end"": 85, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3798,73.3
"Oleme ise oma kehvas seisus süüdi , kuid hetkel ei näe ka võluvitsa , mismoel sellest välja tulla . """,2246,"[{""start"": 55, ""end"": 57, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3802,63.2
Karl Utsari sõnul võib tõstesport oma tugevuse Eestimaal taastada ainult heade asjaolude kokkulangemisel .,2247,"[{""start"": 66, ""end"": 72, ""text"": ""ainult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3803,69.2
""" Alles sel talvel läks asi hulluks . """,2248,"[{""start"": 2, ""end"": 7, ""text"": ""Alles"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3845,0.0
""" Uisuliidult sain tuge niipalju , et võisin kevadel käimata jäänud Rootsi-laagrile määratud 10 000 krooni eest sõidupiletid osta , "" ütles Hernits .",2249,"[{""start"": 24, ""end"": 32, ""text"": ""niipalju"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3856,22.7
""" Raivo Suviste arvates peaks lool olema sügavam tagapõhi - lihtsalt homosid näidata poleks mõtet .",2250,"[{""start"": 60, ""end"": 68, ""text"": ""lihtsalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,3886,60.0
"Ma ei näe seda nii , nagu oleksin Tartust ära tulnud .",2251,"[{""start"": 15, ""end"": 18, ""text"": ""nii"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3901,36.4
"Koonderakonna peasekretär Juhan Hindov ütles eile , et üheks erakorralise kongressi korraldamise põhjuseks on Ülo Nugise tekitatud ebaterve õhkkond erakonnas .",2252,"[{""start"": 45, ""end"": 49, ""text"": ""eile"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4044,30.0
Tallinn munitsipaalsaunast ilma .,2253,"[{""start"": 27, ""end"": 31, ""text"": ""ilma"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,4048,0.0
Säks võttis kaks kuud järjest igal hommikul supilusikatäie imeravimit .,2254,"[{""start"": 22, ""end"": 29, ""text"": ""järjest"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4055,44.4
"Ministeerium pakkus algselt välja karmima eelnõu variandi , kuid selle laitis õiguskantsler valitsuses maha .",2255,"[{""start"": 20, ""end"": 27, ""text"": ""algselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4066,14.3
"Kui pole kogemust lööke saada ja neid tõrjuda , ei suuda end ka reaalses elus kaitsta .",2256,"[{""start"": 61, ""end"": 63, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4127,68.8
Lase segul sulada ja seejärel jahtuda .,2257,"[{""start"": 21, ""end"": 29, ""text"": ""seejärel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4263,50.0
"Sobib suurepäraselt hetkedeks , mil keha ja vaim äratust vajavad .",2258,"[{""start"": 6, ""end"": 19, ""text"": ""suurepäraselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4269,10.0
Lisa vesi ja raputa segu hästi läbi .,2259,"[{""start"": 25, ""end"": 30, ""text"": ""hästi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4279,71.4
Väljaande kirjastaja UP Kirjastus ei pea keskmiselt 5000 eksemplaris müüdud Naela jätkamist otstarbekohaseks ja otsib ajakirjale uut omanikku .,2260,"[{""start"": 41, ""end"": 51, ""text"": ""keskmiselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4283,16.7
"Rokisõpradest mootorratturid on täna koos Bikersi pubis , et pidada musti nääre .",2261,"[{""start"": 32, ""end"": 36, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4287,8.3
Mootorratturid on teadagi karmid mehed .,2262,"[{""start"": 18, ""end"": 25, ""text"": ""teadagi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4298,0.0
"Tavaks on , et kõigil lipsumeestel lõigatakse pärast kella kuut õhtul lips pooleks .",2263,"[{""start"": 75, ""end"": 82, ""text"": ""pooleks"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,4304,84.6
"Muide , ansambli järgmisel aastal ilmuval plaadil on üks lugu pühendatud Bikersi pubile",2264,"[{""start"": 0, ""end"": 5, ""text"": ""Muide"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,4306,0.0
""" Mehed arvasid , et jalad on liiga pehmed , ent teine poolaeg näitas , et jõudu oli küllalt . """,2265,"[{""start"": 30, ""end"": 35, ""text"": ""liiga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4353,20.0
"Reykjaviki sadama poolt väljaantava ajakirja Cruise Europe News andmeil külastas Lissaboni möödunud aastal 230 laeva , Tallinnale jäi napilt alla Peterburi 187 laevaga .",2266,"[{""start"": 134, ""end"": 140, ""text"": ""napilt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4375,78.3
""" Probleem selle kava juures on see , et maksustamine lisab oluliselt arvestamisega kaasnevat töömahtu ja sellega kaasnevaid kulusid , "" ütles Neivelt BNS-ile .",2267,"[{""start"": 60, ""end"": 69, ""text"": ""oluliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4407,50.0
"Neivelti hinnangul oleks otstarbekam kehtestada hoiustele mingi piir , millest kõrgemalt tuleb hakata tulumaksu maksma .",2268,"[{""start"": 71, ""end"": 88, ""text"": ""millest kõrgemalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,4409,57.1
"Ajakirjanike küsimusele , kas ta arvab , et suudab rahakogumisega korvata annetuste vastuvõtmisest parteile tekitatud kahju , vastas Kohl : "" Partei on olnud minu kodu "" .",2269,"[{""start"": 26, ""end"": 29, ""text"": ""kas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,4447,3.7
8850 meetri kõrguselt laskudes suusatas Karnicar kokku umbes 4 kilomeetrit kuni baaslaagrini 5340 m kõrgusel .,2270,"[{""start"": 55, ""end"": 60, ""text"": ""umbes"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4471,46.7
"Briti troonipärilusjärjekorras 12. kohal olev Linley jättis oma 13.000 naelsterlingile hinnatud hallides ja punastes toonides Agusta mootorratta Mayfairi linnaosas tänavale ning avastas kolm tundi hiljem naastes , et see on varastatud .",2271,"[{""start"": 186, ""end"": 203, ""text"": ""kolm tundi hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4504,72.4
Kanal 2 juhatuse esimehe Kris Taska sõnul on erakanalid kaua kannatanud ETV poolt riigi abiga teostatud ebaõigluse all .,2272,"[{""start"": 56, ""end"": 60, ""text"": ""kaua"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4512,33.3
"Maradonat külastas ka Argentiina endine president Carlos Menem , jalgpalluri ammune hea sõber .",2273,"[{""start"": 19, ""end"": 21, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4524,15.4
"Taasalustab kirjandussaade "" Narratiiv "" , mida saab näha kaks korda kuus kolmapäeviti .",2274,"[{""start"": 74, ""end"": 86, ""text"": ""kolmapäeviti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4555,92.3
"Esmaspäeva õhtuti kavas olevat "" Tehnokratti "" teeb Kuku raadiost samanimelise saatega tuntud arvutifanaatik Peeter Marvet .",2275,"[{""start"": 11, ""end"": 17, ""text"": ""õhtuti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4560,0.0
""" Pärast tänast kohtumist võin öelda , et näeme probleemide lahendust ja ka Eesti-Vene suhete edasist arengut , "" ütles Matvijenko .",2276,"[{""start"": 73, ""end"": 75, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4602,57.1
"Esmakordselt on messil kaitsejõudude peastaap , Rocca al Mare kool ja riigikogu .",2277,"[{""start"": 0, ""end"": 12, ""text"": ""Esmakordselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,4633,0.0
Igal normaalsel ettevõttel on ka kasum .,2278,"[{""start"": 30, ""end"": 32, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4655,66.7
""" Aga kusagilt tuleb alata , "" nentis ta .",2279,"[{""start"": 6, ""end"": 14, ""text"": ""kusagilt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4660,0.0
"Läheme samm-sammult edasi , ning me saame selle kätte . """,2280,"[{""start"": 7, ""end"": 19, ""text"": ""samm-sammult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4666,20.0
Laiatarbe-emotikone on kümneid ning nende lugemine on lihtne : kallutad pead vasakule ja vaatad märgijoru .,2281,"[{""start"": 77, ""end"": 85, ""text"": ""vasakule"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4688,73.3
Kokku müüs riigikantselei oksjonil üheteistkümnest müüki pandud autost kümme .,2282,"[{""start"": 0, ""end"": 5, ""text"": ""Kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,4735,0.0
""" Soovisime kunagi Tshaikat müüa alghinnaga veerand miljonit krooni .",2283,"[{""start"": 12, ""end"": 18, ""text"": ""kunagi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4741,22.2
"Paarkümmend mängijat oleksid pidevalt heal tasemel mängudega hõivatud . """,2284,"[{""start"": 29, ""end"": 37, ""text"": ""pidevalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4782,11.1
Mõlema koosseisudes leidub hulgaliselt Venemaa koondislasi .,2285,"[{""start"": 27, ""end"": 38, ""text"": ""hulgaliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4790,50.0
"Näiteks balletis "" Kratt "" on Krati rolli selgeks õppinud tervelt kolm artisti , Peremehe osaga saavad hakkama kaks inimest .",2286,"[{""start"": 58, ""end"": 65, ""text"": ""tervelt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4817,40.0
Seaduseelnõu peab läbima veel kolmanda lugemise .,2287,"[{""start"": 25, ""end"": 29, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4840,50.0
Aasta inimestest mainiti veel ( suvalises järjekorras ) :,2288,"[{""start"": 25, ""end"": 29, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4867,37.5
"Gore kampaaniapealik Bill Daley , kes asepresidendi asemel Nashville's paduvihma käes lojaalselt ootavate toetajate ette ilmus , ütles , et ilma kindluseta Florida osas ei saa olla kindlust kogu rahva valikus .",2289,"[{""start"": 86, ""end"": 96, ""text"": ""lojaalselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4894,12.9
"Kliiniliselt on tõestatud , et puudutus aitab :",2290,"[{""start"": 0, ""end"": 12, ""text"": ""Kliiniliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4949,0.0
Teistest riikidest väljasaadetud Eesti kodanikke ja Eestis elavaid mittekodanikke on tänavu esimese poolaastaga 132.,2291,"[{""start"": 85, ""end"": 91, ""text"": ""tänavu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4978,53.8
Tänavu kevadel Hannoveris ja suvel Hong Kongis tutvustatud telefon toetab kiire andmeedastuse standardit HSCSD ning mobiilset internetti WAP .,2292,"[{""start"": 0, ""end"": 6, ""text"": ""Tänavu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4986,0.0
Kiire andmeedastus võimaldab telefoni edukalt kasutada koos sülearvutiga .,2293,"[{""start"": 38, ""end"": 45, ""text"": ""edukalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,4989,37.5
"Lisaks pidas ta võimalikuks , et kõige kõrgematel korrustel selles kümnekorruselises uusehitises oleks korterid .",2294,"[{""start"": 33, ""end"": 38, ""text"": ""kõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5006,28.6
Ühispanga Pensionifondi saab raha regulaarselt paigutada fondsäästmise teel .,2295,"[{""start"": 34, ""end"": 46, ""text"": ""regulaarselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5018,12.5
"Kohapeal tehtud test tuvastas joobe , uriinianalüüs aga näitas , et alkoholi mehe organismis polnud .",2296,"[{""start"": 0, ""end"": 8, ""text"": ""Kohapeal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5048,0.0
"Tegutses Eestis esperanto keele lektorina , aastatel 1929-39 ka Rootsis , Norras , Taanis ja Tshehhoslovakkias .",2297,"[{""start"": 61, ""end"": 63, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5056,55.6
See ei pea alati väjendama kerglast ellusuhtumist .,2298,"[{""start"": 11, ""end"": 16, ""text"": ""alati"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5090,0.0
Maailma pakub lõputult pilte .,2299,"[{""start"": 14, ""end"": 22, ""text"": ""lõputult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5094,50.0
"Kui aga "" telefon "" avada , hakkavad ka erinevused silma .",2300,"[{""start"": 37, ""end"": 39, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5099,72.7
""" Loomulikult mäletan Kuusmaad ( pildil ) ja Sokku .",2301,"[{""start"": 2, ""end"": 13, ""text"": ""Loomulikult"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5208,0.0
Peatreener Üllar Kerde otsustab lõpliku koosseisu täna hommikul .,2302,"[{""start"": 50, ""end"": 54, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5235,75.0
""" See võis olla üks põhjusi , miks uppus kalalaev Katrin , kuid täpset põhjust ei saa teada enne , kui uurimine selle välja selgitab . """,2303,"[{""start"": 92, ""end"": 96, ""text"": ""enne"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5246,73.1
"Kuna laev oli teel Veere sadamast Tallinnasse remonti , polnud ka laadungit . """,2304,"[{""start"": 63, ""end"": 65, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5251,84.6
""" Ka on viimasel ajal mitmed laevad Hiiumaa ja Saaremaa lähedal puulasti merre kaotanud . """,2305,"[{""start"": 2, ""end"": 4, ""text"": ""Ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5257,0.0
"USA ja Iisraeli ametnikud peavad praegu kõnelusi , mida põgenenud luureohvitseriga teha .",2306,"[{""start"": 33, ""end"": 39, ""text"": ""praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5306,41.7
"Kõikvõimalikud sihtasutused , programmid , ettevõtluskeskused ja suured sõnad ei asuta ettevõtlust ega paranda elujärge , kui reaalne olukord kohapeal ettevõtlust ei soosi .",2307,"[{""start"": 142, ""end"": 150, ""text"": ""kohapeal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5338,69.6
Kohtumise algus sujus raskelt .,2308,"[{""start"": 22, ""end"": 29, ""text"": ""raskelt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5347,75.0
Väidetavalt maksis Liibüa iga pantvangi eest miljon dollarit lunaraha .,2309,"[{""start"": 0, ""end"": 11, ""text"": ""Väidetavalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5373,0.0
Tripoli võimud eitavad aga lunaraha maksmist .,2310,"[{""start"": 23, ""end"": 26, ""text"": ""aga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5374,50.0
Tunnistajale esitavad vandemeeste kogu ees küsimusi vaid uurija ja vandemehed ise .,2311,"[{""start"": 52, ""end"": 56, ""text"": ""vaid"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5417,54.5
"Siseministeerium tahab võtta päästeametilt kohustuse kõigile pommiähvardustele reageerida , millega jääksid kontrollimata näiliselt põhjuseta ja lapse tehtud ähvardused .",2312,"[{""start"": 122, ""end"": 131, ""text"": ""näiliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5503,66.7
""" Eetika mõttes on TELE2 kampaania väga inetu , "" sõnas Starmani tegevdirektor Peeter Kern .",2313,"[{""start"": 35, ""end"": 39, ""text"": ""väga"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5542,13.3
""" Eriti siis , kui oled võõral väljakul andnud endast kõik . """,2314,"[{""start"": 2, ""end"": 7, ""text"": ""Eriti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5560,0.0
Lääne ekspertide hinnangul vastab Balti riikide maanteede olukord praegu Lääne-Euroopa maanteede olukorrale 1950. aastate lõpul .,2315,"[{""start"": 66, ""end"": 72, ""text"": ""praegu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5574,60.0
"Viimasel kahekümnel kilomeetril on kaks tõusu , ajalugu näitab , et just seal pannakse paremusjärjestus paika . """,2316,"[{""start"": 73, ""end"": 77, ""text"": ""seal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5589,58.8
Jõuproovi kannab üle ka Eurosport .,2317,"[{""start"": 21, ""end"": 23, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5590,60.0
Valitsuses täna heaks kiidetud postiseaduse eelnõu loob eeldused konkurentsi tekkimiseks Eesti postiteenuste turul .,2318,"[{""start"": 11, ""end"": 15, ""text"": ""täna"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5610,7.7
"Moe Piiritusetehase AS-i juhatuse esimees Enno Harmipaik ütles Virumaa Teatajale , et Kasahstanis jagatakse turgusid pidevalt ringi , kogu äri oleneb sellest , kes on oblasti eesotsas .",2319,"[{""start"": 117, ""end"": 125, ""text"": ""pidevalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5630,55.6
"Peale 2195 sõiduauto võttis ARK augustis esmaselt arvele ka 443 veoautot ( neist 127 uut ) , 174 haagist ( 80 ) , 16 mootorratast ( 2 ) ja 13 bussi ( 6 ) .",2320,"[{""start"": 57, ""end"": 59, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5645,17.6
"Nädala pärast ei pea tallinlased enam muretsema , kes puhkuse või ärisõidu ajaks haiget vanaema valvama jääb , sest Iru hooldekodu avab nädala pärast kümme tasulist elukohta .",2321,"[{""start"": 33, ""end"": 37, ""text"": ""enam"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5650,3.7
Tallinna abilinnapea Ants Leemetsa sõnul on sotsiaalvallas on sügisel oodata veel uuendusi .,2322,"[{""start"": 77, ""end"": 81, ""text"": ""veel"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5660,58.3
Keskpanga hinnangul jääb inflatsioon siiski mullusele tasemele .,2323,"[{""start"": 37, ""end"": 43, ""text"": ""siiski"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5667,57.1
"Elektrienergia kuutasu hakkab sõltuma ka sellest , kui suurt võimsust tarbitakse .",2324,"[{""start"": 38, ""end"": 40, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5693,36.4
"Enam kui praktilist toimetajatööd nõuab see amet head tegevjuhti , tuntud nägu ja oskust avalikkusega suhelda .",2325,"[{""start"": 0, ""end"": 4, ""text"": ""Enam"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5716,0.0
"Me pendeldame hea ja kurja vahel , kuid teatud tingimustel on võimalik , et vähemasti üks osa meist saab lunastatud või Jumalaga lepitatud , muutub valgustatuks , taastab kaotatud algseisundi , mis oli inimesele loomisel määratud .",2326,"[{""start"": 76, ""end"": 85, ""text"": ""vähemasti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5753,33.3
"Kas oleme Jumala eksinud laps , kes otsib päästet , mis talle on tõotatud ?",2327,"[{""start"": 0, ""end"": 3, ""text"": ""Kas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5765,0.0
Seoses klubi likvideerimisega 1999. aasta lõpul on kahanenud ka eelarve .,2328,"[{""start"": 61, ""end"": 63, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5776,80.0
""" Tänu kõrgele kohale edetabelis ma töötu seisust ei peljanud , "" ütleb rattur .",2329,"[{""start"": 7, ""end"": 14, ""text"": ""kõrgele"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5778,0.0
"Ta lisas , et kinniseks ei saa rannariba siiski kuulutada ja päikesetõusust päikeseloojanguni võivad kõik seal olla .",2330,"[{""start"": 41, ""end"": 47, ""text"": ""siiski"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5805,11.8
""" Mingi selektsiooni peame siiski tegema , sest naturism on liikumine , millel on teravdatud tähelepanu ja huviliste kontingent , "" tähendas Toivo .",2331,"[{""start"": 27, ""end"": 33, ""text"": ""siiski"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5819,4.3
""" Oleme siis pannud end karnevali vormi , värvinud ja puulehtedega ehtinud , "" rääkis ta .",2332,"[{""start"": 8, ""end"": 12, ""text"": ""siis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5825,0.0
"Tartu Ehitus- ja Kergetööstuskool kaalub kahe oma õpilase väljaheitmist , kui kohus nad Tartu Pauluse kalmistu sadakonna haua rüüstamises süüdi mõistab , kirjutab tänane Postimees .",2333,"[{""start"": 138, ""end"": 143, ""text"": ""süüdi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5828,52.0
"Töökoha saamisel on kooli antav iseloomustus mõnigi kord määrav olnud . """,2334,"[{""start"": 45, ""end"": 56, ""text"": ""mõnigi kord"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5836,30.0
""" Tütreke jookseb vudinal vaatama , hetke pärast tuleb tagasi ja ütleb suuril silmil : "" Emme , tule vaata .",2335,"[{""start"": 18, ""end"": 25, ""text"": ""vudinal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5857,15.0
"Järgmisel nädalal selgub EPL-i lugeja formaadieelistus , millest sõltuvalt võib alates septembrist tulla kõne alla EPL-i tavasuuruse kahanemine .",2336,"[{""start"": 57, ""end"": 74, ""text"": ""millest sõltuvalt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,5877,35.3
Ent toimetuse otsust mõjutavad lugemismugavuse kõrval ka muud asjaolud .,2337,"[{""start"": 54, ""end"": 56, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",yes,5880,66.7
