verb,verb_compound,morph_case,classification2,sentence_id,head_id,head_loc,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract
järgnema,,el,loc,6639476,10683823,6,Valka,Valkast,"Kaugushüppes järgnesid talle Ieva Vanaga Valkast ( 5.20 ) , Grete Udras ( 5.03 ) ja Kärt Rebane ( 4.79 ) .",,location,LOC,yes,"The phrase 'Valkast' refers to a location (Valka) where someone is from, so it is classified as an adverbial of place.",,,,,
järgnema,,el,loc,16119645,25022640,12,kontrollmaterjal,Kontrollmaterjalidest,” Seda ütleb riigikontrolör Hindrek Meri ja ta resümeerib : “ Kontrollmaterjalidest ei järgne vajadust Walter-August Teravaga sõlmitud töölepingu lõpetamiseks . ”,,,,yes,,,,,,
järgnema,,el,loc,10277018,16492868,14,jahtklubi,jahtklubist,Talle järgnesid tema kaksikvend Mart Toots ja Reiko Simm ( 14 ) Toila jahtklubist .,,location,,yes,,,,,,
järgnema,,el,loc,10781553,17270891,4,üleskutsutu,üleskutsututest,"Huvitav , kes üleskutsututest talle esimesena järgneb .",,,,yes,,,,,,
järgnema,,el,loc,4128506,6645488,16,Helsingi,Helsingist,"Sündmustest , mis leidsid aset Silja Symphony pardal 24. oktoobri õhtul ja järgnenud ööl teel Helsingist Stockholmi , eelistab Tallink vaikida .",,location,LOC,yes,,,,,,
jääma,,abl,UNK,1928394,3072752,6,sarm,sarmilt,Kuulus sopran ei jäänud oma sarmilt ega andelt sugugi alla natuke aega tagasi Jackie Brownina meie kinokülastajate südamed vallutanud näitlejannale .,,,,no,"The phrase 'sarmilt' is not an adverbial of place because it describes a characteristic or quality (charm), not a location.",no,no,no,no,no
jääma,,abl,UNK,1548420,2463806,8,kiirus,kiiruselt,"Äärtelt murti teravalt läbi , türklased jäid kiiruselt Marc Overmarsile ja Dennis Bergkampile alla .",,,,no,"The phrase 'kiiruselt' refers to comparison or quality rather than a place, so it is not classified as adverbial of place.",no,no,no,no,no
jääma,,abl,UNK,15619709,24373500,7,mahtuvus,mahtuvuselt,"Peaasi , et mõõtmetelt sobib ja mahtuvuselt väikseks ei jää .",,,,no,"The phrase 'mahtuvuselt' does not refer to a location, but rather to a property or characteristic, so it is not an adverbial of place.",no,no,no,no,no
jääma,,abl,UNK,12924527,20674401,4,elukallidus,elukalliduselt,"Tallinnast tahapoole jäid elukalliduselt näiteks Melbourne , Dubai , Washington , Toronto , Vancouver ja Er-Rijad .",,,,no,"The phrase 'elukalliduselt' is not adverbial of place because it describes a characteristic related to the cost of living, not a location.",no,no,no,no,no
jääma,,abl,UNK,2872333,4605625,1,paremusjärjestus,Paremusjärjestuselt,Paremusjärjestuselt teisele kohale jäi Baltic Tours ning kolmandale kohale GoTravel .,,,,no,"It was classified as 'no' because 'Paremusjärjestuselt' refers to an order or ranking, not a place.",no,no,no,no,no
jääma,,abl,loc,11006403,17628391,7,Toompea,Toompealt,Samuti ei jää tähelepanuta riigikogulaste laskumine Toompealt volikogusse .,,,ORG,yes,,,,,,
jääma,,abl,loc,1065929,1693895,3,kongressikülg,kongressikülgedelt,"Helsingin Sanomate kongressikülgedelt jääb mulje , et kohal on kolm Väga Tähtsat Rahvast .",,,,yes,,,,,,
jääma,,abl,loc,12413614,19875046,5,mentaalsus,mentaalsuselt,"Kui Ühendriigid oleksid oma mentaalsuselt jäänud iseseisvussõja või kodusõja aegadesse , ei oleks 20. sajand onu Sami sajand .",,,,no,"The word 'mentaalsuselt' refers to the abstract concept of mentality, which is not indicative of a physical location, so it is not an adverbial of place.",no,no,no,no,yes
jääma,,abl,loc,1699193,2704661,3,avaetapp,avaetapilt,Minul jäid avaetapilt need kolm silma saamata .,,,,yes,The phrase 'avaetapilt' is an adverbial of place because it denotes a specific location or point of origin (the opening stage).,,,,,
jääma,,abl,loc,6032194,9681197,3,reportaaž,reportaažilt,"Eesti-Valgevene korvpallimängu reportaažilt jäi kõrvu , et peatreener Kerde on igasugu andurid täis riputatud ning saates "" Pealtnägija "" selgub , kuidas üks ülitähtis mäng mehele mõjub .",,,,yes,"The phrase 'reportaažilt' means 'from the report' and specifies the origin or location of the information, making it an adverbial of place.",,,,,
kaaluma,,all,UNK,6820320,10973752,4,kere,kerele,Tänu uudsele alumiiniumkonstruktsiooniga kerele ja vedrustusele kaalub see senisest mudelist 75 kg vähem .,,,,no,"The phrase 'kerele' refers to a part of a structure (a car body) rather than a physical location, so it is not adverbial of place.",no,no,no,no,no
kaaluma,,all,UNK,16434083,25383473,14,protsent,protsendile,"Valitsus kaalub kõigi seni viieprotsendilise käibemaksuga maksustatud kaupade ja teenuste maksumäära tõstmist üheksale protsendile , et hoida riigieelarvet tasakaalus .",,,,no,"The phrase 'protsendile' refers to a numerical value or rate and not a physical place, so it is not adverbial of place.",no,no,no,no,no
kaaluma,,all,UNK,2704108,4337531,6,teravili,teraviljale,"Maailma viies nisueksportija Venemaa kaalub teraviljale ekspordikeelu kehtestamist , mis võib juba niigi kallist nisu hinda tõsta veelgi .",,,,no,"The phrase 'teraviljale' indicates a target or recipient of the export ban, not a location, so it is not an adverbial of place.",no,no,no,no,no
kaaluma,,all,UNK,12750725,20396441,9,sealiha,sealihale,"Nüüd , kui Läti parlament kaalub Eestist tulevale sealihale sisseveokvootide kehtestamist , on sellest tehtud riikidevaheline tüli , kus noodiga on reageerinud Eesti välisministeerium ja asja arutati peaministrite kohtumisel .",,,,no,"The phrase 'sealihale' indicates the target or beneficiary of an action (pork) and not a location, hence it is not an adverbial of place.",no,no,no,no,no
kaaluma,,in,UNK,10897769,17453585,5,tsiviilkord,tsiviilkorras,Halduri sõnul kaalub ta tsiviilkorras nõude esitamist GGI Eesti juhatuse liikmete vastu ettevõttele tekitatud kahjude hüvitamiseks .,,,,no,"The phrase 'tsiviilkorras' refers to the manner (civil procedure) in which something is carried out, not a location, and thus is not an adverbial of place.",no,no,no,no,no
kaaluma,,in,UNK,2175742,3476497,6,see,selles,"Parimad tulemused on tulnud just selles kaalus . """,,,,no,"The phrase 'selles' implicitly refers to a weight category, not an explicit location, thus it is not adverbial of place.",no,no,no,no,no
kaaluma,,in,UNK,965509,1537877,5,raskem,raskemas,""" Kontrollvõistlusel võib vabalt raskemas kaalus maadelda . """,,,,no,"The phrase 'raskemas' (heavier) describes a weight category rather than a physical location, so it is classified as not adverbial of place ('no').",no,no,no,no,no
kaaluma,,in,UNK,1429020,2273621,12,valm,valmides,""" Projektil on sein kaetud internetist kopitud grafitiga , kuid kino valmides kaalume võimalust lasta linna grafitimeistritel sein täis joonistada , "" ütles Kirsima .",,,,no,"The phrase 'valmides' refers to timing or temporal reference rather than location, so it is not adverbial of place.",no,no,no,no,no
kaaluma,,in,UNK,11577381,18538968,4,kunstiline,kunstilises,"Õigupoolest seda orkestrit kunstilises kaalus veel ei ole , kuid ta on mõneti praegu just sündimas .",,,,no,"The phrase 'kunstilises' refers to an abstract quality ('in artistic weight') rather than specifying a physical or spatial location, so it is not adverbial of place.",no,no,no,no,no
kaaluma,,all,loc,5893726,9460453,17,üleminekuvalitsus,üleminekuvalitsusele,"Kuigi Pashtoon oli varem Talibaniga heades suhetes , kaalub ta Omari loovutamist Hamid Karzai juhitavale tulevasele üleminekuvalitsusele .",,alive,,yes,,,,,,
kaaluma,,all,loc,3177572,5102902,3,linnapea,linnapeale,"Opositsioon kaalub linnapeale ka umbusaldusavalduse esitamist , kuid hetkel oodatakse ära küsimustele vastused ning seejärel otsustatakse edasised sammud .",,alive,,yes,,,,,,
kaaluma,,all,loc,13003998,20806566,5,laps,lapsele,Kuulu järgi kaalub krahvipaar lapsele nimeks panna vanaema järgi Elizabeth .,,alive,,yes,,,,,,
kaaluma,,all,loc,5057562,8116982,8,soojus,Soojusele,"Tallinna linnavõim kaalub tänavu rendile antavale Tallinna Soojusele monopoliõiguste andmist , võttes gaasikatlamajade rajamist keelates juunis magalarajoonide elanikelt lootuse odavamale küttele , kirjutab Äripäev .",,,ORG,yes,,,,,,
kaaluma,,in,loc,7864351,12599455,11,numbrituba,numbritoas,"Tema toas on ainukesena jäetud vahetamata parkett , omanikud kaaluvad numbritoas 31 ka Dudajeviga seotud materjalide eksponeerimist .",,location,,yes,"The phrase 'numbritoas' specifies a location (in the room), which makes it an adverbial of place.",,,,,
kaaluma,,in,loc,9274743,14902045,5,pood,poodides,Kohilas OÜ Aurun Kaubanduse poodides olid kaalud taatlemata .,,,,yes,,,,,,
kaaluma,,in,loc,2141671,3421042,6,Kosovo,Kosovos,Teatavasti kaalub NATO seoses olukorraga Kosovos Jugoslaavia vastu võimalikke sõjalisi aktsioone .,,location,LOC,yes,"The phrase 'Kosovos' specifies the location ('in Kosovo') where the situation involving NATO actions is taking place, indicating place.",,,,,
kaaluma,,in,loc,591585,937528,11,pommirünnak,pommirünnakutes,"Clinton ütles pärast Tshernomõrdiniga kohtumist , et NATO kaalub pausi pommirünnakutes , kui see peaks aitama Kosovos toimuvatele repressioonidele lõppu teha .",,event,,yes,,,,,,
kaaluma,,in,loc,6152355,9875229,11,päästeamet,päästeametis,Rahandusministeeriumi nõutud kokkuhoiukava tõttu kaalub siseministeerium järgmisel aastal säästuprogrammi ka päästeametis .,,location,,yes,"The phrase 'päästeametis' specifies the location where an action or program is being considered, which qualifies it as adverbial of place.",,,,,
kalduma,,all,UNK,12789037,20458157,5,tähtsustamine,tähtsustamisele,"Teiselt poolt kalduvad perifeeria tähtsustamisele ka uuemad filosoofilised vaated , tundes järjest enam huvi asjade vastu , mida seni on peetud kõrvalisteks või vähetähtsateks .",,,,no,The phrase 'tähtsustamisele' was classified as 'no' because it refers to the act of emphasizing importance rather than indicating a place.,no,no,no,no,no
kalduma,,all,UNK,717722,1143452,6,langus,langusele,"Ent isegi kui nafta hind langusele kaldub , on kahtlane , et Eesti kütusehinnad aasta alguse tasemele tagasi kukuvad .",,,,no,"The phrase 'langusele' indicates a state or direction (decline) rather than a specific location, so it is not an adverbial of place.",no,no,no,no,no
kalduma,,all,UNK,17356896,26638206,5,magus,magusale,Vahepeal kaldub teema märkamatult magusale .,,,,no,"'magusale' was classified as 'no' because it describes a metaphorical or figurative quality, not a physical location.",no,no,no,no,no
kalduma,,all,UNK,4819162,7737873,27,järeleandmine,järeleandmistele,"See seletab ka , miks Washington kiitis heaks üheksa miljardi dollarilise IMF-i laenu Venemaale , vaatamata sellele , et Jeltsini valitsus näib kalduvat majanduslikult katastroofilistele populistlikele järeleandmistele oma populaarsuse tõstmiseks rahva hulgas .",,,,no,"The phrase 'järeleandmistele' refers to concessions or agreements ('to concessions') rather than a location, so it was classified as not adverbial of place.",no,no,no,no,no
kalduma,,all,UNK,13230025,21166877,9,kumbki,kummalegi,Esimene poolaeg oli närviline – vaekauss ei kaldunud kummalegi poole .,,,,no,"It was not classified as an adverbial of place because 'kummalegi' expresses an abstract direction or inclination, not a concrete place.",no,no,no,no,no
kalduma,,all,loc,7362320,11815922,19,lõbustuskoht,lõbustuskohtadele,"Esimest korda sai ta sellest teada just ühe mõistliku juhi enda käest , kes kohe , kui jutt lõbustuskohtadele kaldus , sõrme suule pani .",,location,,yes,,,,,,
kalduma,,all,loc,9814855,15747824,4,boheemlus,boheemlusele,Inimesena kaldub Krister boheemlusele .,,,,no,"The phrase 'boheemlusele' refers to a tendency or inclination, not a physical location, so it was not classified as an adverbial of place.",no,no,no,no,yes
kalduma,,all,loc,14176558,22535245,9,ajalugu,ajaloole,"Moskvas , ajakirjas Znamja , kaldus jutt Eesti ajaloole .",,,,yes,,,,,,
kalduma,,all,loc,9219849,14817379,21,toidutegemine,toidutegemisele,"Tänavuse Boccuse d'Ori võitja Terje Ness on olemuselt üsna tagasihoidlik , kuid niipea , kui meie jutt kaldub toidutegemisele , löövad ta silmad särama .",,,,no,"The phrase 'toidutegemisele' describes the topic or subject of the discussion rather than a specific physical location, so it is not an adverbial of place.",no,no,no,no,yes
kalduma,,all,loc,4643674,7462082,11,elu,elule,"Eesti naised arutasid igasuguseid variante , varsti kaldus jutt isiklikule elule ja uutele moetrendidele .",,,,yes,,,,,,
kasvama,,all,UNK,4485011,7211585,9,lisandumine,lisandumisele,"Senine Kayaba amatöörklubi kasvas profiklubiks tänu teise sponsori lisandumisele , sest ka rahvusvahelised reeglid näevad ette kahe sponsori olemasolu .",,,,no,"The phrase 'lisandumisele' refers to the addition of a sponsor, which does not specify a location, so it is not classified as an adverbial of place.",no,no,no,no,no
kasvama,,all,UNK,6734689,10833937,2,euroraha,eurorahale,Tänu eurorahale kasvab eelarve tänavusega võrreldes koguni 17 protsenti .,,,,no,"The phrase 'eurorahale' was classified as 'no' because it indicates the reason for the budget growth (due to EU money), not a specific location or place.",no,no,no,no,no
kasvama,,all,UNK,990428,1577770,3,legaalsus,legaalsusele,Vaatamata vaieldavale legaalsusele on Napsteri tarkvara kasutajate arv kasvanud seni jälgitud aplikatsioonidest kõige kiiremini .,,,,no,"The phrase 'legaalsusele' refers to a legal condition or state, not a spatial location, so it is not adverbial of place.",no,no,no,no,no
kasvama,,all,UNK,5629212,9027036,9,69%,69%-le,Venekeelsete töötute elanike arv oli detsembri lõpuks kasvanud 69%-le .,,,,no,"The phrase '69%-le' indicates a percentage, not a physical or abstract place, so it was classified as not adverbial of place ('no').",no,no,no,no,no
kasvama,,all,UNK,5149700,8262220,7,müügihind,müügihinnale,Ekspordi rahaline maht kasvas tänu kõrgemale müügihinnale .,,,,no,"The phrase 'müügihinnale' is not classified as adverbial of place because it refers to the cause or reason for the increase in monetary volume, not a physical location.",no,no,no,no,no
kasvama,,all,loc,7727211,12388839,9,mägikotkas,mägikotkastele,"Eelmisel aastal tundus kohati , et meie põhjanaabrite mägikotkastele on tõepoolest tiivad selga kasvanud - kuidas nad muidu nii sageli teistest kaugemale lendasid ?",,,,yes,,,,,,
kasvama,,all,loc,9441902,15161147,16,66%,66%le,Pärast reisiparvlaeva Vana Tallinn ostmist TH Ferrieselt mullu oktoobris kasvas Hansatee turuosa Tallinna-Helsingi liinil umbes 66%le .,,,,no,"The phrase '66%le' refers to a percentage and does not indicate a location, making it not an adverbial of place.",no,no,no,no,yes
kasvama,,all,loc,1412341,2246541,5,arstiabi,arstiabile,"Suure tõe-näosusega kasvavad kulutused arstiabile , sest enam ei ole vaja kinni pidada praegu kehtivatest riiklikest raviteenuste hindadest .",,,,yes,"The phrase 'arstiabile' was classified as adverbial of place because it indicates the target or destination of the growing expenditures, which aligns with a conceptual location.",,,,,
kasvama,,all,loc,11370371,18218615,20,Postimees,Postimehele,"Selle uuringu järgi on vähenenud nende lugejate hulk , kes peavad Eesti Päevalehte oma peamiseks leheks , ning kasvanud Postimehele lojaalsete lugejate hulk Tallinnas .",,,,yes,,,,,,
kasvama,,all,loc,11360881,18202686,13,opositsioonipartei,opositsiooniparteile,Valitsuse märtsis tellitud arvamusuuringu järgi on valimisealiste Eesti kodanike toetus Riigikogu suurimale opositsiooniparteile Keskerakonnale kasvanud sügisega võrreldes viis protsenti .,,alive,,no,The phrase 'opositsiooniparteile' was classified as 'no' because it specifies the beneficiary or recipient rather than a location.,no,no,no,yes,yes
kasvatama,,ad,UNK,5834874,9363504,11,aktsia,aktsiatel,"Veel selgub raportist , et Buffett kasvatas osalusi portfellis järgmistel aktsiatel : Comcastis ( CMCSA ) , Home Depot ?",,,,no,"The phrase 'aktsiatel' refers to stocks and does not indicate a location, thus it is not adverbial of place.",no,no,no,no,no
kasvatama,,ad,UNK,3523586,5673765,1,mõni,Mõnel,Mõnel kasvatab töötu ema üksi kahte kõrgkoolis käivat last .,,,,no,"The phrase 'Mõnel' refers to an unspecified person or subject location and not to a place, hence it is not an adverbial of place.",no,no,no,no,no
kasvatama,,ad,UNK,977646,1557185,2,kinnitus,kinnitusel,Kallaste kinnitusel ei kasvata laenukoormuse suurenemine tallinlaste maksukoormust .,,,,no,"The phrase 'kinnitusel' indicates a source or confirmation of something rather than a location, so it is not classified as an adverbial of place.",no,no,no,no,no
kasvatama,,ad,UNK,1274456,2025212,6,tase,tasemel,"Tõin ta Florasse ja kasvatasin tasemel palluriks - mul oleks kahju , kui talent raisku läheks .",,,,no,"The phrase 'tasemel' is not adverbial of place because it describes a level or standard, not a physical location.",no,no,no,no,no
kasvatama,,ad,loc,10781951,17271570,4,asfalt,asfaldil,"Sakslane kasvatas libedal asfaldil oma edu iga ringiga ning seitsme ringi järel oli see Ralf Schumacherist ( Jordan-Peugeot ) ja Fisichellast mööda laveerinud  Rubens Barrichello  ( Stewart-Ford ) ees juba 27,5 sekundit .",,,,yes,,,,,,
kasvatama,,ad,loc,8796693,14118917,2,katse,katsel,18. katsel kasvatasid eestlased edumaad - Delecour jäi maha 2.12 ja katkestas .,,,,yes,,,,,,
kasvatama,,ad,loc,7346228,11788347,18,lavaserv,lavaserval,"Puändina – kui kõlas laul lendavatest jalgadest – , heitis üks kollektiivi liige särgi seljast ja kasvatas lavaserval tiritamme .",,,,yes,,,,,,
kasvatama,,ad,loc,13944707,22206666,13,territoorium,territooriumil,"1995. aasta saagi puhul antakse abi neile humalatootjatele , kes kasvatavad ühenduse territooriumil lisas sätestatud sordirühmi ning katsesorte .",,location,,yes,,,,,,
kasvatama,,ad,loc,10279501,16497116,9,lõputõus,lõputõusudel,"“ Seal õnnestuski vahe sisse sõita , mida lõputõusudel veelgi kasvatasin . ”",,,,yes,,,,,,
keelduma,,in,UNK,12680632,20288824,1,koomaseisund,Koomaseisundis,Koomaseisundis poisi tervise täpsema seisu kohta keeldus Mustamäe lastehaigla intensiivraviosakonna valvearst infot andmast .,,state,,no,"The phrase 'Koomaseisundis' describes a state or condition, not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
keelduma,,in,UNK,14717138,23186661,5,vorm,vormis,"Nimelt keeldus Jašin Ottawa vormis jääle uisutamast , sest leidis , et ei saa väärilist töötasu .",,,,no,The phrase 'vormis' is not adverbial of place because it describes a state or condition rather than indicating a specific location.,no,no,no,no,no
keelduma,,in,UNK,12329772,19741192,15,palavik,palavikus,"Valga haigla siseosakonna juhataja Jaan Org ütles , et kuna Tartu sisekliinik keeldus jälle palavikus haiget uuesti ravile võtmast , peeti läbirääkimisi Tallinna Mustamäe haiglaga .",,state,,no,"The word 'palavikus' describes a state of being (feverish) rather than a physical location, so it is classified as not adverbial of place.",no,no,no,no,no
keelduma,,in,UNK,2527507,4054033,20,ütlus,ütlustes,"On aga teada vähemalt üks dokumenteeritud juhus , kus endine 36. politseipataljoni võitleja keeldus hiljem Tallinnas kõigist Kuressaares antud ütlustes , põhjendades seda sellega , et oli purjus ja teda ähvardati ütlusi andma relvaga .",,,,no,"The phrase 'ütlustes' refers to statements and not a location, so it is not an adverbial of place.",no,no,no,no,no
keelduma,,in,UNK,15311035,23905601,6,rivaliteet,rivaliteedis,"Keelduge osalemast selle ilma himu rivaliteedis , luues endale teisi prioriteete .",,state,,no,"The phrase 'rivaliteedis' refers to the state of rivalry, which is not a physical place, so it is not adverbial of place.",no,no,no,no,no
keelduma,,in,loc,13719499,21922085,7,alagrupikohtumine,alagrupikohtumises,Bulgaaria poolkaitsja Georgi Peev keeldus viimases alagrupikohtumises Itaalia vastu täitmast paremkaitsjana kohustusi .,,,,yes,,,,,,
keelduma,,in,loc,6811633,10958987,24,film,filmis,"Auväärt mees muutis siiski meelt , muidu oleks ta korranud ainsa Oscarist keeldunud näitleja George C. Scotti vigurit , kes keeldus näitleja-Oscarist nimiosa eest filmis "" Patton "" .",,,,yes,,,,,,
keelduma,,in,loc,2645754,4245521,4,küla,külas,Pärnumaal Häädemeestes Treimanni külas keeldus üks kodanik oma valimissedelit hääletuskasti panemast ning väljus sellega valimisjaoskonna ruumidest .,,,LOC,yes,,,,,,
keelduma,,in,loc,4327722,6961934,1,Atlanta,Atlantas,"Atlantas keeldusid teisejärgulisest rollist teivashüppaja Jean Galfione , jooksjad Svetlana Masterkova ja Venuste Niyongabo , tõkkejooksja Deon Hemmings , odaviskaja Heli Rantanen .",,location,LOC,yes,,,,,,
keelduma,,in,loc,12573934,20122097,20,Lahti,Lahtis,"Kuigi Ahonen osales MK kõigil etappidel , Schmitt aga jättis viis võistlust vahele , millele lisaks ta keeldus tuulises Lahtis hüppamast , kuigi oli suusahüppetornis hoovõtupoomil koha sisse võtnud .",,location,,yes,,,,,,
kommenteerima,,el,UNK,15349472,23974102,18,otsus,otsusest,""" Arvan , et Murutar oleks saate juhtimisega ka üksi suurepäraselt toime tulnud , "" kommenteeris Murutari otsusest teha saadet koos Tammeriga Pihlamägi .",,,,no,"The phrase 'otsusest' refers to the decision, which is an abstract concept and not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
kommenteerima,,el,UNK,1278042,2031361,8,saavutamine,saavutamisest,Palestiinlased ei ole veel Iisraeli teadet kokkuleppe saavutamisest kommenteerinud .,,,,no,"The phrase 'saavutamisest' refers to an action or process, not specifying any place, so it is classified as 'no'.",no,no,no,no,no
kommenteerima,,el,UNK,4168369,6708738,14,säilitamine,säilitamisest,Mihhail Petrov kommenteeris Euroopa vene kogukondade nõukogu poolt Riias esitletud Vene doktriini rahvuse säilitamisest .,,,,no,"The phrase 'säilitamisest' was not classified as an adverbial of place because it does not describe a location or spatial relation; instead, it relates to the concept of preservation.",no,no,no,no,no
kommenteerima,,el,loc,12934396,20691108,33,Liidud,Liidust,"« Kui 2004. aasta tabeli 35 esimest on müüdud 15000–3500 eksemplari , siis kokaraamatutest ükski nii kõrgele ei küüni , » kommenteerib kokaraamatute positsioone kohalikul raamatuturul Kristiina Raid Eesti Kirjastuste Liidust .",,,,yes,,,,,,
kommenteerima,,el,loc,481086,755771,9,elu,elust,Tamjärv ei kommenteeri ühtegi sellelaadset seika oma isiklikust elust .,,,,yes,,,,,,
kommenteerima,,el,loc,4103719,6604803,28,Zeitung,Zeitungist,""" Nad teadsid , et see on ebaseaduslik , kuid ei osanud arvata , et see kunagi välja tuleb , "" kommenteerib kolleegide teguviisi Kurt Krister Süddeutsche Zeitungist .",,,PER,yes,,,,,,
käima,ära,ad,UNK,5262886,8442442,6,rekordmadal,rekordmadalal,Telekomi aktsia käis päevasiseselt ära rekordmadalal 70 krooni tasemel .,,,,no,"The phrase 'rekordmadalal' describes a level or state, not a place, so it's not an adverbial of place.",no,no,no,no,no
käima,ära,ad,UNK,14893269,23405182,10,absoluutväärtus,absoluutväärtusel,50 Hz helilaines käib ka helirõhk 2 korda maksimum absoluutväärtusel ära ühe perioodi jookul ja nulli läbimisel on rõhk null aga ikka kuuled 50 Hz mitte 100 heli .,,,,no,"The phrase 'absoluutväärtusel' refers to a mathematical concept, not a physical location; hence, it is not an adverbial of place.",no,no,no,no,no
käima,ära,ad,UNK,12830335,20523898,6,asi,asjal,Tegelikult käisin just enne starti asjal ära ja palava ilmaga higistasin organismi hullupööra kuivaks . »,,,,no,"'asjal' was classified as 'no' because it refers to an activity or task, not a place.",no,no,no,no,no
käima,ära,ad,UNK,14263975,22642672,5,käsi,käel,"Olümpias käisime ära omal käel – ja nägime tee peal , paarikümne minuti rongisõidu kaugusel ligi kümne kilomeetri jagu maha põlenud metsa mõlemat kätt .",,,,no,"The phrase 'käel' refers to the manner in which something was done rather than specifying a location, so it is not adverbial of place.",no,no,no,no,no
käima,ära,ad,loc,15227561,23780227,4,marss,Marsilgi,Võibolla on inimesed Marsilgi juba ära käinud ja sealt palju avastanud .,,,,yes,,,,,,
käima,ära,ad,loc,2723751,4368980,9,uuring,uuringul,""" Ideaal oleks , kui kõik üleminekueas naised uuringul ära käiksid .",,,,yes,,,,,,
käima,ära,ad,loc,14177458,22536866,14,laulupidu,laulupeol,Sellegipoolest tantsisin ära nii Intsikurmus peetud Lõuna-Eesti tantsupeo kui käisin ära ka üle-eestilisel laulupeol .,,event,,yes,,,,,,
käima,ära,ad,loc,5459104,8752708,6,laev,laeval,""" Lähima nädala jooksul käime laeval ära .",,,,yes,,,,,,
käima,ära,ad,loc,17758955,27114722,10,silmaopi,silmaopil,Aga mina võtan varsti ennast kokku ja käin hoopis silmaopil ära .,,,,yes,,,,,,
langema,,abl,UNK,4336088,6975316,7,34967,34 967-lt,Suurima päevalehe Diena tellijate arv langes 34 967-lt 30 979-le ning Neatkariga Rita Avize-l 30 125-lt 13 849- le .,,,,no,"The phrase '34 967-lt' refers to a numeric value or quantity change, not a physical location, so it is not an adverbial of place.",no,no,no,no,no
langema,,abl,UNK,2867945,4599031,5,21%,21%-lt,Sealhulgas Lääne-Euroopa osa langeb 21%-lt kõigest 5%-ni .,,,,no,The phrase '21%-lt' was classified as 'no' because it refers to a proportion and not a physical location or place.,no,no,no,no,no
langema,,abl,UNK,14844165,23341229,23,aeglasemiga,aeglasemealt,"Samuti ei vaidle keegi vastu sellele , et tavakaameraga on täna veel võimalik produtseerida kvaliteetsemaid pilte , samuti langeb tavakaamera väärtus ajas aeglasemealt .",,,,no,"The phrase 'aeglasemealt' describes how something happens (slower), not where it happens.",no,no,no,no,no
langema,,abl,UNK,12125873,19414064,5,hääl,häälelt,"Tharoori populaarsus langes kümnelt häälelt kaheksale , tema vastu seisis kolm ning arvamuseta oli kaks riiki .",,,,no,"The phrase 'häälelt' refers to a number (votes) decreasing and is not indicating a physical location, hence it is not adverbial of place.",no,no,no,no,no
langema,,abl,UNK,1803098,2869416,21,200000,200 000-lt,"Streigi korraldanud ametiühingud väidavad , et rongiliiklus on Prantsusmaal 1992. aastast kasvanud , kuid raudteetöötajate arv on samal ajal langenud 200 000-lt 175 000-le .",,,,no,The phrase '200 000-lt' refers to a number or quantity and not a location or place.,no,no,no,no,no
langema,,all,UNK,4348721,6995436,19,elektron,elektronile,"Nende kahe suuruse vahe ongi see energia , mis triitiumi beetalagunemisel jaguneb elektroni ja neutriino vahel ja millest elektronile langevat osa maha võttes jääb järele neutriino seisumassile vastav energia .",,,,no,The phrase 'elektronile' is not an adverbial of place because it denotes the recipient of the energy rather than referring to a location.,no,no,no,no,no
langema,,all,UNK,12328887,19739607,20,dinaar,dinaarile,"Avis küsib Renault Clio Classicu ööpäevahinnaks esimese soojaga tõesti 135 dinaari , kuid rahulike läbirääkimiste tulemusel langeb hind 70 dinaarile poolteise ööpäeva kohta , sisaldades kindlustuse ja hotelli ette toomise .",,,,no,"It was classified as 'no' because 'dinaarile' refers to currency or price, not a place.",no,no,no,no,no
langema,,all,UNK,19065382,28768845,40,"41,35","41,35 -le","Kui te mäletate 1998. aasta äriplaani , siis seal olid need hinnad natukene allpool , üle 50 sendi , vahepeal kõikusid need läbirääkimistel tõesti 45-46 sendi juures ja nüüd , praeguste läbirääkimise käigus , on nad langenud 41,35 -le .",,,,no,"The phrase '41,35 -le' denotes a numerical value or price point rather than a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no
langema,,all,UNK,5310127,8518798,22,50,50le,Ka EUREXi ja Rootsi OMX indeksifutuuride vahendustasud vähenevad oluliselt - näiteks OMX futuuri puhul langeb ühe lepingu tasu seniselt 100 SEKilt 50le ja miinimumtasu 500lt 200le .,,,,no,"The phrase '50le' indicates a numerical value or endpoint rather than a location, so it is not adverbial of place.",no,no,no,no,no
langema,,all,UNK,918149,1462497,22,2300,2300le,"Võrreldes eelnevate aastate ajateenijate väljaõppega , alustati tänavu ajateenijate teenistusaja diferentseerimist , mille tulemusel langeb ajateenijate keskmine arv kogu kaitseväes 2700lt 2300le .",,,,no,"The phrase '2300le' indicates a numerical quantity or target rather than a physical or locational place, so it is classified as 'no'.",no,no,no,no,no
langema,,abl,loc,12382362,19823007,4,laud,laualt,Muidugi langeb isanda laualt palukesi ka kohalike vaeste venelaste lauale .,,,,yes,,,,,,
