sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag
14943606,23455995,3,ronima,,all,kõik,kõigile,"Ta ronib kõigile sülle , kallistab ja musitab , pakub oma komme , mulle ütleb emme .",,,
2245773,3592861,9,tervitama,,in,kultuurikeskus,kultuurikeskuses,Põhja-Tallinna valitsus ja Salme kultuurikeskus tervitavad pühapäeval Salme kultuurikeskuses linnaosa koolide algklasside õpilasi õppeaasta alguse puhul .,,location,
890243,1418261,14,sadama,,in,Visaginas,Visaginases,"Elektrijaama tehnikadirektor Gennadi Negrivoda ütles BNS-ile , et tuletõrjesüsteem oli sisse lülitunud eksikombel Visaginases sadanud paduvihma tõttu .",,location,LOC
2458579,3941822,13,ehitama,,in,prognoos,prognoosis,"Pigem on oodata seda , et Preatoni ei ehita sinna kaubanduskeskust , prognoosis ta .",,,
9306957,14950698,5,valitsema,,in,Bristol,Bristolis,"Vastupidine situatsioon valitses aga Bristolis , kus üks tüdruk soovis minu esinemise ajal MC olla .",,location,LOC
10359787,16622601,4,olema,koha,in,Helsingi,Helsingis,Mõlemad teatrid olid Helsingis siiski kohal ja Takomo versioon Tshehhovi “ Onu Vanjast ” oli neljal õhtul välja müüdud .,,location,LOC
1551099,2468172,7,teatama,,ill,merevalvekeskus,merevalvekeskusesse,"Naine teatas kella 9.10 ajal piirivalve merevalvekeskusesse , et Stroomi rannast umbes 200 meetri kaugusel meres hulbib kummuli läinud paat , teatas piirivalveameti pressiesindaja BNS-ile .",,,
3091786,4963662,8,kaduma,,ill,koobas,koobastesse,Kaks nädalat tagasi kadus kunstigümnaasiumi ekskursioonil Ida-Virumaa koobastesse 3. klassi poiss .,,,
262864,414772,23,ringlema,,in,diskursus,diskursuses,"Nad toetasid Ignatieffi seisukohta , et “ Parim , mida tõe komitee saavutada suudab , on vähendada valede hulka , mis avalikus diskursuses vastuseisu kohtamata ringlevad ” ( Ignatieff 1991 : 113 , tsiteeritud TRC 1998 Vol 1 : 111 ) .",,,
4715739,7575989,14,süütama,,in,autoparkla,autoparklas,Mullu 29. detsembril kella nelja paiku öösel süütasid need isikud Tallinnas Virmalise tänaval autoparklas Sposato ekskallima ema Galina Ozdoba Mercedes Benzi .,,location,
1019925,1623215,12,suunduma,,el,Kopenhaagen,Kopenhaagenist,"Venelasest reisija , kes väitis , et pani pommi laupäeva õhtul Kopenhaagenist Amsterdami suundunud SASi lennukile , võeti laupäeva õhtul vahi alla , teatas politsei .",,location,LOC
90373,153131,4,liikuma,,in,Eesti,Eestis,"Ka nüüd liigub Eestis mehi , kes väidavad , et just nemad oskavad Venemaaga asju ajada ja läbi rääkida .",,location,LOC
645770,1025763,8,minema,ära,el,kaevur,kaevurist,"Paap ligasel maanteel rooli keerates : Kui kaevurist ära ametiühingujuhiks läksin , kukkus palk kaheksasaja rubla pealt kahesajale .",,alive,
12391284,19837252,32,tooma,ära,el,Tallinn,Tallinnast,"Uuena 13 000 rubla maksva Moskvitshi sai Jakob kätte viie tuhande rubla eest , samal ajal oli tema palk Tootsi turbarabas ekskavaatorijuhina ligi kaks tuhat rubla kuus : “ Auto tõin sügisel Tallinnast ära , 1956. aasta kevadeks oli tol ajal viis aastat vana masin taas sõidukorras , ” rääkis ta .",,location,LOC
2759941,4426350,10,üürima,,in,Eesti,Eestis,Kolm päeva enne röövi üürisid vargad saadud instruktsioonide kohaselt Eestis auto ja sõitsid sellega Münchenisse .,,location,LOC
486211,763907,19,peitma,,ill,sokk,sokkidesse,"Vassili Mitrohhin , KGB arhivaar aastatel 1972 kuni 1984 oli mees , kes peitis kõikvõimalikke salajasi pabereid oma sokkidesse , kandis koju ning koostas neist eriti salajaste toimikute koopiaid .",,,
16716938,25720247,1,sündima,,in,BNS,BNSis,BNSis sündis uudis pealkirjaga Riigikogu liige soovitab Vilja Savisaare raamatut õpikuks .,,location,ORG
1413880,2249072,11,peitma,,in,Soome,Soomes,Miljonärist piimamees peitis oma paati vaese Eesti rahva pilgu eest Soomes Turu sadamas ja on selle tänaseks väidetavalt maha müünud .,,location,LOC
8783276,14097335,1,ilutsema,,in,Ameerika,Ameerikas,"Ameerikas ilutsevad maanteede äärtes sinised sildid , mis kuulutavad , et järgmise kahe miili puhtuse eest hoolitseb Karen Smith või John Johnson .",,location,LOC
1523552,2424720,6,suunama,,ill,Lõuna-Ameerika,Lõuna-Ameerikasse,Uus valimiskord suunab hooletu helistaja Lõuna-Ameerikasse .,,location,LOC
8212716,13180297,16,ootama,,ill,päevakeskus,päevakeskusesse,"Päevakeskuse juhataja soovib , et Helme rahvas ei oleks nii tagasihoidlik , ja ootab kõiki päevakeskusesse külla heade ja huvitavate ettepanekutega .",,location,
10996321,17612113,20,ravima,,in,võõrutuskliinik,võõrutuskliinikus,"Halle Berry vannub igavest truudust oma abikaasale , r n ’ b-lauljale Eric Benetile , kes ravib end Arizona võõrutuskliinikus seksinarkomaaniast .",,,
13504744,21599497,1,hankima,,el,möödavise,Möödaviskest,Möödaviskest lauapalli hankinud Iakovos Tsakalides kasvatas edu kahele punktile .,,,
444389,695264,1,pussitama,,in,Tallinn,Tallinnas,Tallinnas pussitas mees neljapäeval joomingu käigus tekkinud tülis oma kaaslast .,,location,LOC
10002060,16044512,11,külmuma,,in,firma,firmas,"Rühm EAG Autokeskuse võlausaldajaid kutsub kõiki , kelle säästud selles firmas külmusid , pühapäeval kella kaheks Tartu lauluväljakule .",,,
87857,149164,4,väljuma,,el,TTP,TTP-st,Ka on firmasid TTP-st edukalt väljunud ja edasi arenenud .,,,ORG
18538110,28066106,5,maksma,,ill,type9,type9-sse,Palju see õige õli type9-sse maksab ja palju mahub ?,,,
1669789,2658823,4,valvama,,in,liigamäng,liigamängudes,Kõikides selle sügise liigamängudes Derby puuri valvanud Hoult viidi kanderaamil tribüünialusesse ja sõidutati haiglasse .,,,
9984012,16014837,22,lähetama,,ill,Tartu,Tartusse,"Ta rääkis mulle palju rahvuseeposest “ Kalevipoeg ” ” , kirjutas Linz kirjas , mille ta lähetas 1991. aasta 17. juunil Tartusse .",,location,LOC
12768061,20424046,18,panema,,adit,bussijaam,bussijaama,"Mina aga , kui töötasin 1990. aasta kevadel kooperatiivis A & A , panin mänguautomaadi Tartu maaliinide bussijaama .",,location,
16535619,25499305,3,helisema,,in,laul,laulus,José Parrondo laulus helisevad rõõm ja igatsus ning sensuaalne tantsijanna Leonor Moro klõbistab kontsi ehtandaluusialiku temperamendiga - on tänaste esinejate kohta öeldud .,,,
8356251,13390465,7,laiuma,,in,botaanikaaed,botaanikaaias,"Aafrika kujutamiseks kõlbasid ideaalselt Lõuna-Carolina osariigi botaanikaaias laiuvad kõrbed ning metsadzhunglid , Tiibeti episoodid võeti lindile Kanada mägismaastikul .",,location,
13040035,20864487,12,ründama,,in,Tapulikaupunk,Tapulikaupungis,Umbes 30aastane mees ründas koduteel olevat alaealist neiut kella kahe ajal Tapulikaupungis pargis .,,,LOC
8605566,13798125,8,tahtma,,ill,NLKP,NLKP-sse,""" Miks see kod. Sink nii hirmsasti NLKP-sse tahab ?",,,ORG
11838252,18945859,5,sõitma,vastu,in,osariik,osariigis,Siis sõitis laev Florida osariigis vastu Tampa Bay sillaposti hommikusel tipptunnil .,,location,LOC
8253227,13241317,24,vestlema,,in,instituut,Instituudis,"Oma autoriõhtut , mille annab soome tuntud kammerorkester Avanti ! , külastab ka Kaija Saariaho , kes vestleb järgmisel hommikul Erkki-Sven Tüüriga Soome Instituudis oma loomingust .",,,ORG
10427,17832,6,kõndima,,adit,teine,teise,Või kui ta ühest toast teise kõnnib .,,,
10145945,16277635,14,nägema,,ill,matusekamber,matusekambrisse,Ühe egiptuse juhtiva arheoloogi Zahi Hawassi sõnul nägi ta hauakambri seinas olevast august matusekambrisse .,,,
3527663,5680713,9,kukkuma,alla,in,Iraak,Iraagis,"BAGDAD , 8. jaanuar ( Reuters-AP-EPLO ) - Iraagis Falluja linna lähedal kukkus neljapäeval alla USA helikopter Black Hawk , üheksa pardal olnud inimest sai surma .",,location,LOC
5653060,9065656,11,jälgima,,in,igapäevatöö,igapäevatöös,"Salapaberite kaotsimineku eest vastutav diplomaatilise julgeoleku osakond välisministeeriumis jälgib oma igapäevatöös , mida diplomaadid kirjutavad ja räägivad .",,,
17349004,26625173,6,andma,,ill,Austria,Austriasse,"See võit andis ka pileti Austriasse Kremsi , Euroopa tosina parema sekka .",,location,PER
2590214,4157061,8,pidama,,ill,Sitsiilia,Sitsiiliasse,Õnnetuse tõttu jäi ära hommikul kell 4.35 Sitsiiliasse Cataniasse väljuma pidanud reis .,,location,LOC
1072451,1704422,9,rändama,,el,olümpiaklass,olümpiaklassist,"Tallinna regati sportlikust tasemest niipalju , et kuuest olümpiaklassist viies rändas 1980. aasta MM-tiitel riikidesse , kes boikoteerisid Tallinna regatti , 18-st sama aasta MM-medalist kuulus boikoteerinud riikidele 14.",,,
10832719,17349749,3,kukkuma,alla,in,kangialune,kangialuses,"Maarjamõisa haigla kangialuses kukkus alla suur krohvitükk , mille häirekeskus ära koristas .",,location,
4494159,7226033,4,harjutama,,in,Potchefstroomi,Potchefstroomis,"Kolm nädalat Lõuna-Aafrikas Potchefstroomis harjutanud tšehh ütles , et on saanud tugevasti harjutada , lihased ja liigesed on terved .",,,LOC
5766746,9251104,12,vedama,,adit,Kasahstan,Kasahstani,""" Näe , õues seisavad Kamazid , nad veavad nendega kaupa Kasahstani ja pole midagi lihtsamat , kui tonne kaaluvate pakkide vahele heroiini peita , "" selgitab ta .",,location,LOC
3827180,6164313,30,kõndima,,in,serv,servas,"Pühapäeval kell 13.51 ei suutnud Vasalemmas Suvila tänavalt kohaliku krossiraja teele keeranud 16-aastane Siim Opel Kadetti enam taltsutada , auto kaotas lauges paremkurvis juhitavuse ning sõitis otsa tee paremas servas kõndinud 19-aastasele Triinile , kirjutab SL Õhtuleht .",,,
16422496,25373668,3,konutama,,in,rühm,rühmades,"“ Hommikuti rühmades konutavad seltskonnad on päeva esimese süsti kätte saanud ning ootavad nüüd järgmist , ” rääkis politseinik .",,,
8677226,13922314,15,hakkama,,ill,ajalehekiosk,ajalehekioskisse,"Septembriks loodeti avada ka teenindustänav kaubamaja Laikmaa tänava poolsete vitriinakende taga , kuid kuna ajalehekioskisse , võtmemeistri ja kingsepa juurde ning teistesse 14 teeninduspunkti hakkab sisse pääsema tänavalt , siis on vaja lahendada treppide alla ehitatava maa küsimus .",,location,
3782598,6092396,6,peitma,,ill,templivare,templivaremetesse,Politsei teatel peitsid kurjategijad end templivaremetesse ning ründasid bussidega kohalesaabunud turiste .,,,
6674828,10739519,15,väljuma,,abl,tagaiste,tagaistmelt,"12. märtsil kell 23.50 pidas politsei ja piirivalve ühispatrull kinni sõiduauto BMW , millise tagaistmelt väljus alkoholijoobes agressiivse käitumisega noormees , kes ei allunud ametnike seaduslikele korraldustele ning solvas ametnikke .",,,
9117055,14658330,6,pistma,,adit,prügiurn,prügiurni,Enamasti pistab reklaamikampaania ohver paberipaki prügiurni asemel taskusse ning tõenäoliselt märkab nuuskaja ka pakendile trükitud sõnumit .,,location,
9598850,15406101,14,sõidutama,,adit,keskus,keskusse,Autode asendamiseks osteti autobusse juurde ja need sõidutavad inimesi linnaservas asuvatest parklatest tasuta keskusse .,,,
3450762,5556207,11,varastama,,el,Iraak,Iraagist,"BAGDAD , 25. oktoober ( EPLO ) - Kurjategijad varastasid Iraagist al-Qaqa ladudest 40 autokoormat eriti tugevat lõhkeainet , seda on on kokku 380 tonni .",,location,LOC
4538119,7294587,1,võimutsema,,in,USA,USA-s,USA-s võimutseb endiselt külmalaine,,location,LOC
11261959,18048203,4,süttima,,in,Val-de-Marne,Val-de-Marne'is,Pariisist lõuna pool Val-de-Marne'is süttis pühapäeva varahommikul 15korruseline elamu .,,,LOC
11291618,18096267,19,tormama,välja,el,ring,ringist,"Kui väga raskel mehel õigel hetkel lihtsalt eest ära karata , ei saa ta enam pidama ja tormab ringist välja .",,,
9624061,15445550,4,askeldama,,in,koolihoone,koolihoones,"Kuigi eile askeldasid koolihoones maalrid ja elektrikud , lubas ehitaja , et pärast seitse kuud kestnud kapitaalremonti võib Gustav Adolfi Gümnaasium oma õpilased reedel pidulikule aktusele kutsuda .",,location,
608292,964329,8,laskma,maha,in,auto,autos,"Üks meestest haaras kärbiku ja lasi Urmase autos maha , ütles Tallinna kriminaalpolitsei komissar Artur Tshulitski .",,,
9339040,14999899,19,andma,,ill,Baltimaa,Baltimaadesse,"Maailmapanga finantsorganisatsioon IFC ( International Finance Corporation ) andis Soome ettevõtetele kaks laenu 13,7 miljoni dollari väärtuses investeerimiseks Baltimaadesse .",,,LOC
8156093,13092292,13,pöörduma,tagasi,all,koht,kohale,""" Kunagi kommunismi poolt rõhutud Ida-Euroopa riigid pöörduvad lõpuks tagasi oma seaduslikule kohale Euroopas , mis on rajatud demokraatlikele väärtustele , õiguslikkusele ja austusele inimõiguste vastu .",,,
5267027,8448809,1,hankima,,el,Ukraina,Ukrainast,"Ukrainast aga hankisid Skopje võimud ( ilmselt mitte oma raha eest ) kiirkorras neli moodsat lahingkopterit , mis mägioludes on asendamatud .",,location,LOC
7498093,12036768,5,juhtuma,,ill,kirik,kirikusse,"Alati , kui ma kirikusse minema juhtun ( nii juhuslikult , et see mulle viimasel ajal juba seaduspärasusena tundub ) , tuleb see mulle meelde ning millegipärast just siis , kui kiriku siseukse ette asetatud jalamatil kraapsude tegemiseks hoogu võtan .",,,
774564,1235234,6,patrullima,,in,Tallinn,Tallinnas,Abiprefekt Vladimir Trishkini sõnul patrullib Tallinnas korraga 18 auto- ja viis kuni kuus jalgsipatrulli .,,location,LOC
1248280,1984475,1,suunduma,,el,rand,Rannast,"Rannast suundub äärmiselt lai pragu järve keskele ja piirivalvurite hinnangul võib arvata , et see ei lähe päikesepaisteliste ilmade jätkumise korral enam kinni .",,location,
12772565,20431157,14,esinema,,in,Antsla,Antslas,"Eestis annavad liliputid etendusi kuni 23. oktoobrini , 17.10. esineb Fööniks Võrumaal Antslas ja Varstus , 18.10.",,location,LOC
1710057,2721915,1,startima,,abl,Baikonur,Baikonurilt,"Baikonurilt startinud Protoni keret ehtis suurelt Pizza Huti suur logo , Vene ajakirjanduse teatel läks see reklaam kiirtoitlustusketile maksma miljon dollarit .",,location,
11315349,18134235,6,jälgima,,in,Tõravere,Tõraveres,"Kui astronoomiahuvilised augusti viimasel nädalal Tõraveres perseiidide tähesadu jälgisid , korraldati hääletus , et kui nende teha oleks , kas avada siis universumi väravad , luua kontakt muude ilmadega või mitte .",,location,LOC
3365057,5414150,14,kandma,,adit,jooks,jooksu,"Kumbki mees ei osanud veel öelda , kui kaua Loskutov seda abivahendit enne jooksu kannab .",,,
1346188,2140289,10,vestlema,,in,kõrvaltuba,kõrvaltoas,"Lastelaud oli ühes toas , täiskasvanud kohvitasid ja vestlesid kõrvaltoas .",,,
6007845,9642106,1,kolima,,el,Riia,Riiast,"Riiast Moskvasse kolinud Hansabank OAO juhatuse esimees Druvis Murmanis kinnitab , et keskpanga ametnikud kohtlevad Balti riikides sündinud panka lugupidavalt ja täpselt samamoodi kui kohalikke finantsasutusi .",,location,LOC
11026840,17661202,41,pääsema,välja,el,suva,suvast,"Nii et surmanuhtlusest kui karistusest loobumine on täiesti mõeldav juhul , kui meie ühiskond sedamoodi kokku lepib ja on nõus kurjategijaid eluaeg vanglas üleval pidama , eriti kui vanglad on piisavalt kindlad , et kinnimõistetud ei pääse sealt mõne ametniku suvast johtuvalt varem välja .",,,
1204184,1914646,9,paiknema,,ad,kallas,kaldal,Corumba paikneb Brasiiliat ja Boliiviat lahutava Paraguay jõe kaldal .,,location,
4837156,7766427,6,võimutsema,,in,toenghüpe,toenghüppes,"16aastane Simona Amanar võimutses madalatasemelises toenghüppes , 17aastasele Svetlana Horkinale tuli olümpiavõit eri kõrgusega rööbaspuudel märksa raskemalt .",,,
15454654,24137395,23,pääsema,välja,el,Galesburgi,Galesburgist,"Richard Nixon elas Yorba väikelinnas Californias ega teadnud viieaastasena poliitikast midagi , nagu ka seitsmeaastane Ronald Reagan , kes polnud Chicago lähedalt Galesburgist välja pääsenud ega teadnud kauboifilmidestki mõhku .",,,LOC
21055930,29895623,6,käima,,ill,tuhar,tuharasse,Punjabi: tartu_tibin ... käi tuharasse,,,
5811271,9323543,16,saama,välja,el,koduvald,koduvallast,"Teades neid tundeid , millega tulevad õppereisidelt tagasi inimesed , kes pole ehk mitukümmend aastat koduvallast välja saanudki , ütlen : vallavalitsustele , kes oma kodanikele õppereise korraldada ei suuda , tuleb umbusaldust avaldada !",,,
17975856,27353091,4,kihutama,välja,el,mulk,mulgust,Ja siis kihutavad mulgust välja kaunid rohelised bussid ning veavad keldriliste heitgaaside tõttu rohekaks muutunud lõustadega läkastavad kodanikud äärelinnadesse värsket õhku hingama .,,,
1210009,1924427,2,sadama,maha,in,osa,osas,"Suuremas osas Suurbritanniast sadas neljapäeval maha kuni 15 sentimeetrit lund , häirides lennuliiklust ja tekitades kaose riigi maanteedel .",,,
17832659,27224139,11,resideeruma,,in,foorum,foorumis,"kerge ripoff siis ühest ammusest teemast , mis resideerus kuskil foorumis , mis nüüdseks on oma ekistentsi lõpetanud .",,,
4669305,7503065,4,väljuma,,abl,raja,rajalt,"Kell 7.15 väljub rajalt number 2 rong Tartusse ! "" kõlab tavalisel esmaspäeval rahulik naisehääl Tallinna raudteejaama valjuhääldist .",,,
11388922,18249512,16,pagema,,el,eraloomaaed,eraloomaaiast,"Seni on turistid selliseid liiklusmärke näinud ainult Austraalias , kuid pärast seda , kui ühest eraloomaaiast pagesid mõned kängurud ja asusid Rambouillet' metsa , on neid siginud nii ohtralt , et nad kujutavad juba ohtu liiklusele .",,,
14793373,23267742,14,peitma,,adit,majaehitus,majaehitusse,"Koos advokaadiga on Tammiste kokku arvutanud , et kui LTT peitis oma kasumit majaehitusse , võis riigil jääda saamata vähemalt 700 000 krooni maksuraha .",,,
5209528,8357538,5,tulema,ära,el,Hispaania,Hispaaniast,""" Tõepoolest tuli Helin Hispaaniast ära , kui seal jalge all kuumaks läks ja ostis endale Nõmmele maja , minu teada Metsa tänavale , "" kinnitab SL Õhtulehele Tallinna allilmaga lähedalt seotud inimene .",,location,PER
8663923,13901187,15,käima,ringi,in,silm,silmis,"Kui pärast kaotust Gail Deversile 100 m jooksus käis jamaikalanna ringi heitunult ja vihavälk silmis , siis neljapäeval olid tema üleelamised vähemalt pealtnäha rahulikumad .",,,
2229315,3566179,10,sööma,,in,koduhoov,koduhoovis,"Odessa linnas kohtas ta tänaval väikest poissi , kes koduhoovis sõi kalamarjavõileiba .",,,
5012702,8045948,10,olema,alles,in,politsei,politseis,"Säilitaksin rahu ja töötaksin edasi nendega , kes on politseis alles .",,,
15313969,23910595,19,pooma,üles,in,kõrvaltuba,kõrvaltoas,"Mina pääsesin oma kõige suuremast depressioonist tänu tõotusele , mille andsin teismelisena enesele siis , kui meie naaber kõrvaltoas enda üles poos .",,,
1166002,1852476,22,peitma,,adit,rendigaraazh,rendigaraazhi,"Kohale jõudes tulistas kõrvalistmel istunud Andrei taksojuhti pähe , lohistas laiba raudteeäärsesse kraavi puutüve alla ja peitis takso mõnesaja meetri kaugusele rendigaraazhi .",,,
12939924,20700300,1,kukkuma,alla,in,Rumeenia,Rumeenias,"Rumeenias Iasi linna lähedal kukkus tihedas lumesajus alla Ungari postilennuk , kaks pilooti sai surma .",,location,LOC
54271,94083,10,kolima,,el,Island,Islandist,"Islandlaste saagades räägitakse sellest , kuidas Eiríkr Punane kolis Islandist 985. aasta paiku Gröönimaale ja kuidas tema poeg , Leifr ( Õnnelik ) Eiríks-son avastas Ameerika .",,location,LOC
10869427,17408447,10,olema,vaja,ill,iseenese,iseendasse,"« Et tselluliidiravi mõjuks , on eelkõige vaja usku iseendasse .",,,
11693032,18713909,14,kõndima,,ill,närvikliinik,närvikliinikusse,"Nagu mees priiks sai , nii kõndis ta samal õhtul kodulähedasse Maarjamõisa haigla närvikliinikusse , kust pani keldrikorrusel puhveti lähedalt pihta veel ühe kustuti .",,location,
7362076,11815486,15,pöörduma,,adit,FOUNDATION,FOUNDATIONi,""" Täiesti võimalik on niisugune käik , et mingi huvitava ideega pöördub BALTIC PARTNERSHIP FOUNDATIONi poole mõni erafirma , kes leiab , et Eestis või siis Lätis või Leedumaal on midagi , millesse tasuks investeerida või see investeeritav objekt koguni ise luua .",,,ORG
5861766,9407374,1,kasvama,üles,in,Palestiina,Palestiinas,Palestiinas keskklassi võsukesena üles kasvanud Jordaania kuninganna Rania ( 30 ) kogub kiirelt tuntust kui maailma noorim kuninganna .,,location,LOC
17491521,26815829,15,ütlema,,ill,põrandaküte,põrandaküttesse,"Kauplusele kütte ja ventilatsiooni projekteerinud Olavi Tutt ütles , et suunas külmikutest eralduva sooja põrandaküttesse .",,,
4284838,6893884,18,olema,koha,in,VIP-saal,VIP-saalis,"Pidulistele mängivad plaate Bashment KingzSound ehk Ringo Ringvee , Tarrvi Laamann ja MC J.O.C. Tallinna klubi VIP-saalis on kohal Tartu massiiv Don Erikson ja Raadz , Von Krahlis lisaks Dice Rudy , Tommyboy , Mr President , Marie-Ange ning Plookie .",,,
11040544,17682387,8,jälgima,,in,ajahäda,ajahädas,"Aga mis veel kergejõustikku puutub , siis ajahädas olen MMi jälginud pisut hommikul enne tööd ja õhtul hiljem .",,,
8870094,14251766,23,tooma,ära,el,meri,merest,"66-aastane Kreintal lubas hakata ükskõikseks inimeseks pärast seda , kui kolme Kurkse surmaretkel hukkunud sõjaväelase vanemad küsisid talt kohtusaalis , miks ta merest ainult kümme meest ära tõi ega läinud ülejäänud 12 otsimagi .",,,
11965304,19148702,14,viskama,,adit,kapinurk,kapinurka,"« Eks ma olen selline huvitav tegelane , et vahel viskan asjad lihtsalt kapinurka ja võtan uuesti paari aasta pärast välja .",,,
5075761,8146610,15,varjuma,,ill,vaikelu,vaikelusse,"Godard hakkas töötama peamiselt televisioonile , tema filmid varjusid hämarasse , kuigi sageli huvitavasse vaikelusse .",,,
9051914,14555010,18,sõitma,,abl,ebakaine,ebakainelt,"Ebakainena on roolis olnud 37 protsenti juhtidest , rohkem kui üks protsent kõigist juhtidest sõidab aga pidevalt ebakainelt .",,,
11901593,19046076,1,pidama,,ill,EAÜ,EAÜsse,"EAÜsse , peavad asjatundjad teda üheks rikkamaks heliloojaks .",,,ORG
15445467,24123218,7,ringlema,,in,torustik,torustikes,"Kuna vesi , mis ringleb maja torustikes on enamasti kare ja sisaldab rauda ettenähtust rohkem , koguneb aja jooksul torudesse sodi , mis omakorda kandub edasi soojusvahetisse ( asub soojussõlmes ning soojendab majja tulevat külma vett ) , ning seepärast on vaja seda regulaarselt puhastada .",,,
563748,891673,1,olema,vaja,ill,klubi,Klubisse,"Klubisse oli vaja tuua dünaamikat , koosseisu uuendamise oleks pidanud ette võtma juba eelmise aasta lõpul , "" põhjendas Pohlak otsustavaid samme .",,,
4110875,6616728,6,seisma,,in,Rootsi,Rootsis,"Alates mullu juunist seisis alus Rootsis Helsingborgi sadamas , sest kaotas Taanis Helsingöri sadamas oma sildumiskoha .",,location,LOC
4631873,7443603,7,liikuma,,in,Narva,Narvas,"Eile õhtul sõitis tundmatuks jäänud mopeedijuht Narvas otsa ülekäigurajal liikunud 3-aastasele poisile , kellele osutati esmaabi kohapeal ja lubati kodusele ravile .",,location,LOC
6532828,10508480,1,ilutsema,,in,Rooma,Roomas,"Roomas ilutseb Gogoli monument , Montevideos Tolstoi ja Gagarin .",,location,LOC
10450724,16759102,4,pidama,kinni,in,Sarno,Sarnos,"Politsei on pidanud Sarnos kinni kaheksa inimest , kes igatsesid pihta panna ajutiselt omaniku valvsa silma alt eemale jäänud vara .",,,LOC
12483833,19982921,9,ehitama,,in,Wolfsburg,Wolfsburgis,"Maailma üks suuremaid autotootjaid Volkswagen AG ehitab Saksamaal Wolfsburgis praegu hoogsalt autolinna , mis avatakse 1 . juunil 2000 .",,,LOC
4065592,6544325,14,jääma,maha,ill,lennuk,lennukisse,"Enne limusiini istumist heidab ta veel viimase pilgu murtud südamega armukesele , kes lennukisse maha jäi .",,,
9243314,14853334,16,paigutama,,all,aukoht,aukohale,Paigutan oma isiklikus arhiivis president Lennart Meri 15. aprilli kirja Riigikogu esimehele Toomas Savile mõistagi aukohale .,,,
6601042,10622024,14,röövima,,el,linn,linnast,"JERUUSALEMM , 21. detsember ( EPLO ) - Palestiinlastest kurjategijad röövisid kolmapäeval Gaza linnast kaks välismaalasest õpetajat .",,,LOC
915161,1457688,4,mahtuma,ära,adit,tugitool,tugitooli,Mu kõrvale avarasse tugitooli mahuks teine minusugune veel ära .,,,
16626479,25597249,21,olema,ära,in,mäng,mängus,"heh , ma tunnistan , et ma ei tea sellest mängust sittagi , aga minu meelest oli just kaitse selles mängus paigast ära .",,,
9110145,14647699,8,emigreeruma,,el,Liidu,Liidust,"53aastane juut Groys on esimesi endisest Nõukogude Liidust emigreerunud kunstiteadlasi , kes pälvib Lääne-Euroopa kunstimaailmas nii kõrge administratiivse positsiooni .",,,LOC
3939579,6344976,3,mahtuma,ära,ill,mõni,mõnesse,"Kui ta mõnesse vähegi ära mahuks , soetaks ta tulevikus endalegi ühe .",,,
18740195,28322749,8,valvama,,in,parkla,parklas,"Siin neeger valvab kahe krooni eest sul parklas autot , sel ajal kui sa poes sisseoste teed , ma arvan , et DLight käraks küll .",,location,
8571836,13739627,6,saama,,ill,Atlantis,Atlantisesse,Esikohale tulnud said veel priipääsmed Atlantisesse mardishõule .,,location,ORG
159991,266312,4,naasma,,all,Lasnamäe,Lasnamäele,Võrumaalt naaseb Luup Lasnamäele .,,location,LOC
3569342,5747613,5,hakkama,,ill,maaeluprobleem,maaeluprobleemidesse,Sel aastal on suhtumine maaeluprobleemidesse heas mõttes muutuma hakanud .,,,
2480041,3976938,9,valvama,,in,Rain,Rainis,"Aga küll kõrva korda saab , sest kui Rainis parasjagu piiri ei valva , aitab ta Orava küla lehmadel sünnitada või hobustel paisetest vabaneda .",,,LOC
627703,996103,4,möllama,,in,Eesti,Eestis,Torm möllas kõikjal Eestis,,location,
9990175,16024627,18,suunduma,edasi,ill,Roskilde,Roskildesse,"Ansambel saabub kohale Kiievist , kus ta on festivali Rock Kiiev peaesineja , ning suundub edasi Taani Roskildesse .",,location,LOC
67985,116943,21,vastutama,,in,Eesti,Eestis,"Kaido Kama leidis , et ennekõike hääletatakse usalduse küsimust ja seda , kes on need konkreetsed inimesed , kes vastutavad Eestis valitseva olukorra eest .",,location,LOC
5252857,8427605,8,pidama,kinni,in,Ainaži,Ainažis,"Viimase skeemi tõestuseks pidas Läti politsei esmaspäeval Ainažis kinni Eestisse teele olnud veoki MAZ 32 000 liitri salapiiritusega , mis dokumentide järgi pidanuks olema värvilahusti .",,location,LOC
6023705,9667679,2,hoidma,kinni,in,artikkel,artiklis,"Eilses artiklis "" AK , hoia algusajast kinni ! "" väideti ekslikult , et saade jäi kolmapäeval eetrisseminekuga viis minutit hiljaks .",,,
2875120,4610125,20,kohtama,,in,Rootsi,Rootsis,"Päris naljakas on vaadata , kuidas neil asfaldil turnitakse , "" naerab põline rattamees ja lisab , et näiteks Rootsis juba tänavatel naljalt mägiratast ei kohta .",,location,LOC
3954630,6368551,29,liikuma,,in,Tai,Tais,"Oleme käinud peaaegu samades paikades , pigem samal ajal , aga pisut eri kohtades - kahe aasta eest oli ta tsunami järgsetel abitöödel Indoneesias Acehis , ma liikusin Tais Phuketis .",,location,LOC
