collectionID	sentenceStart	changed	changes	original	short
577123	6667	0	{}	Aga näiteks itaalia keeles ma praegu loengut pidada enam ei sooviks .	Aga näiteks itaalia keeles ma loengut pidada ei sooviks .
705063	99628	0	{}	MUNA: ja keevitaja sina oled esimene pede siin majas !	MUNA : ja keevitaja sina oled esimene pede majas !
305859	1282	0	{}	Riigikohtu halduskolleegium jõudis järeldusele , et Kagu-Eesti regionaalprügila asukoha valiku otsustamise puudused on ilmsed , mis toob kaasa ka detailplaneeringu kehtestamise otsuse tühistamise .	Riigikohtu halduskolleegium jõudis järeldusele , et Kagu-Eesti regionaalprügila asukoha valiku otsustamise puudused on ilmsed , mis toob kaasa detailplaneeringu kehtestamise otsuse tühistamise .
635489	303	0	{}	Meie mäng täna lihtsalt töötas .	Meie mäng töötas .
1461	2995	0	{}	Sina mängid siis pikaajaliste panuste peale ?	Sina mängid pikaajaliste panuste peale ?
78671	863	0	{}	Lassmanni haare on meeletu - vaid paari proovi järel solistiga jätab ta mulje , et tegu on eluaeg kokkumänginud ansambliga .	Lassmanni haare on meeletu - paari proovi järel solistiga jätab ta mulje , et tegu on eluaeg kokkumänginud ansambliga .
705206	88524	0	{}	ali-g: blade täis oled ve	Ali-g : blade oled ve
684031	714	0	{}	Teine kohver oli täidetud plastpudelitega , mis ametiisikute hinnangul sisaldasid kergestisüttivat vedelikku , tõenäoliselt petrooleumi .	Teine kohver oli täidetud plastpudelitega , mis ametiisikute hinnangul sisaldasid kergestisüttivat vedelikku , petrooleumi .
370272	279579	1	"{""nsubj_root"": 1, ""root_parataxis"": 1, ""nsubj_nsubj:cop"": 1, ""obj_acl:relcl"": 1, ""acl:relcl_conj"": 1}"	"Viiulimängija sel graafilisel lehel "" saeb "" muudkui , "" saeb "" eriti dramaatiliselt , ja tal on veel pealegi "" jätkuosi "" , mis kavalalt tema seest välja ulatuvad ja omakorda "" saevad "" ."	"Viiulimängija sel graafilisel lehel "" saeb "" , "" saeb "" , ja tal on "" jätkuosi "" , mis tema seest välja ulatuvad ja "" saevad "" ."
224745	2708	0	{}	Aga mina olen suurvõistluste otsustavates mängudes tihtipeale just Aasia mängijate vastu väga hästi hakkama saanud .	Aga mina olen suurvõistluste otsustavates mängudes Aasia mängijate vastu hakkama saanud .
660350	805605	0	{}	Aga samal ajal nii Inglismaal kui ka Belgias ei ole aastakümnete jooksul surmanuhtlust kordagi täide viidud .	Aga samal ajal nii Inglismaal kui Belgias ei ole aastakümnete jooksul surmanuhtlust kordagi täide viidud .
611304	2879	0	{}	Tihe konkurents 65-66 meetri kandis eeldab ka head võistlejanärvi , millega Tammert pole seni silma paistnud .	Tihe konkurents 65 - 66 meetri kandis eeldab head võistlejanärvi , millega Tammert pole silma paistnud .
221541	32	0	{}	Kui hakata kokku lugema asju , mida 1982. aastal Californias loodud W.A.S.P. maailmale on kinkinud , siis saab neid mõnevõrra rohkem , kui arvata võiks .	Kui hakata kokku lugema asju , mida 1982. aastal Californias loodud W . A . S . P . maailmale on kinkinud , saab neid , kui arvata võiks .
532427	143	0	{}	Nimelt teatas Mandl , et Pärson ja Kanada koondislane Emely Brydon on « hiidtited » , viidates nende kehakaalule , mis on konkurentide omast suurem .	Teatas Mandl , et Pärson ja Kanada koondislane Emely Brydon on « hiidtited » , viidates nende kehakaalule , mis on konkurentide omast suurem .
705156	108035	0	{}	jaapani-eesti-s6naraamat: ega siin nalja pole	Jaapani-eesti-s6naraamat : nalja pole
177321	2608	0	{}	Nüüd pakub Ecclestone peale senise tuluosa tallidele veel 370 miljonit eurot kolme aasta vältel , et nood nõustuksid Concorde'i lepingut pikendama .	Pakub Ecclestone peale senise tuluosa tallidele 370 miljonit eurot kolme aasta vältel , et nood nõustuksid Concorde'i lepingut pikendama .
238181	497	1	"{""advcl_acl"": 1}"	Kaaristu pidas varem kinnitatud maksumäärade vähendamist otstarbekaks , et vältida aastavahetusel linnatänavatele paigaldatud suurte reklaamide mahavõtmist ja sellega tõenäoliselt kaasnevaid vaidlusi ettevõtjate ja linna vahel .	Kaaristu pidas kinnitatud maksumäärade vähendamist otstarbekaks , et vältida aastavahetusel linnatänavatele paigaldatud suurte reklaamide mahavõtmist ja sellega kaasnevaid vaidlusi ettevõtjate ja linna vahel .
467621	1746	0	{}	Näiteks ligi nelikümmend tuhat krooni maksva ootepaviljoni ühe klaasi vahetamiseks kulub 500 krooni .	Näiteks nelikümmend tuhat krooni maksva ootepaviljoni ühe klaasi vahetamiseks kulub 500 krooni .
303239	1446	0	{}	Oma praeguse elamispinna remondile või uue elamispinna ostule/ehitamisele mõtles 64 protsenti vastanutest , neist kõige rohkem - 42 protsenti - oli inimesi , kes soovisid sellele kulutada 100.000-200.000 krooni .	Oma praeguse elamispinna remondile või uue elamispinna ostule / ehitamisele mõtles 64 protsenti vastanutest , neist rohkem - 42 protsenti - oli inimesi , kes soovisid sellele kulutada 100.000 - 200.000 krooni .
705133	82241	1	"{""cc_advmod"": 1}"	Nick: naisele veel aga mehele ..	Nick : naisele aga mehele ..
691613	6415	0	{}	Berlusconi ihuarst Umberto Scapagnini kinnitab , et tema hoolealune on tehniliselt surematu .	Berlusconi ihuarst Umberto Scapagnini kinnitab , et tema hoolealune on surematu .
410282	1026	0	{}	Kruusa ei saa ka maha panna , see tassitakse jalanõudega kohe palatitesse laiali .	Kruusa ei saa maha panna , see tassitakse jalanõudega palatitesse laiali .
542118	610	0	{}	Ja siis ta viimati lõikas ja lõikas ja ma ütlesin , et võta ikka veel .	Ja ta lõikas ja lõikas ja ma ütlesin , et võta .
345594	121	0	{}	Rahvaliitu kuuluv vallavanem Urmas Astel ( 47 ) jäi purjuspäi politseile vahele 28. oktoobri õhtul .	Rahvaliitu kuuluv vallavanem Urmas Astel ( 47 ) jäi politseile vahele 28. oktoobri õhtul .
523613	0	0	{}	« Minu meelest läks küll megahästi .	« Minu meelest läks megahästi .
700925	130795	1	"{""root_ccomp"": 1, ""parataxis_root"": 1}"	Mis lippudega aga röövima mindi - kas on vahet ?	Mis lippudega aga röövima mindi - on vahet ?
53226	2272	1	"{""obl_nmod"": 1}"	""" Ta ütles nagu Sydneyski : tukastasin Noole katse ajal , "" vahendas artikli autor Frantishek Bouc olümpiamängude hõbedamehe sõnu Eesti Päevalehele ."	""" Ta ütles Sydneyski : tukastasin Noole katse ajal , "" vahendas artikli autor Frantishek Bouc olümpiamängude hõbedamehe sõnu Eesti Päevalehele ."
701602	2307	1	"{""nmod_obl"": 1}"	Kui ainult selliseid soss-seppasid Hollywoodi vaimupimeduses juhtkond enam ei kasuta .	Kui selliseid soss-seppasid Hollywoodi vaimupimeduses juhtkond ei kasuta .
691453	223	0	{}	Lindsay oli närviline ja kurtis pidevalt kehva enesetunnet .	Lindsay oli närviline ja kurtis kehva enesetunnet .
12745	230	0	{}	""" Sellist asja oma elus rohkem kindlasti ei näe ."	""" Sellist asja oma elus ei näe ."
289585	1123	1	"{""obj_acl"": 1, ""xcomp_acl"": 1}"	Eesti seadused nõuavad praegu erikonfiskeeritud võltsitud kauba hävitamist .	Eesti seadused nõuavad erikonfiskeeritud võltsitud kauba hävitamist .
65841	6	1	"{""advcl_conj"": 1}"	Hollywoodi täht Mel Gibson ei ole sugugi nii romantiline , nagu tema tuhanded naisfännid salamisi loodavad .	Hollywoodi täht Mel Gibson ei ole romantiline , tema tuhanded naisfännid loodavad .
392543	2467	1	"{""obl_xcomp"": 1}"	Perekonna staatus langeb veelgi , Kate kaotab töökoha kooliõpetajana , Agnes ja Rose ei saa enam tööd kudujatena ja põgenevad näidendi lõpus kodunt .	Perekonna staatus langeb , Kate kaotab töökoha kooliõpetajana , Agnes ja Rose ei saa tööd kudujatena ja põgenevad näidendi lõpus .
1846	1441	0	{}	Kõige suurem Venemaal ( 14,5 korda ) .	Suurem Venemaal ( 14,5 korda ) .
176598	1863	0	{}	"Hiljutine Iraagi konflikt näitas taas ilmekalt kõrgtehnoloogilise sõjaväe üleolekut "" tavapärasest "" ning osutas ka sõjategevuse muutumise suundadele ."	"Hiljutine Iraagi konflikt näitas kõrgtehnoloogilise sõjaväe üleolekut "" tavapärasest "" ning osutas sõjategevuse muutumise suundadele ."
152717	840	0	{}	"Tänaseks oleme valmis müüma või üürima turuhinnast odavama hinnaga hoone Tallinna tehnikaülikoolile , "" lisas Meerits ."	"Oleme valmis müüma või üürima turuhinnast odavama hinnaga hoone Tallinna tehnikaülikoolile , "" lisas Meerits ."
229720	1121	0	{}	Maastrichti leping sätestab , et rahaliiduga ühineda sooviva riigi valuuta peab olema liikunud stabiilselt ERM-is vähemalt kaks aastat .	Maastrichti leping sätestab , et rahaliiduga ühineda sooviva riigi valuuta peab olema liikunud ERM-is kaks aastat .
79697	1975	0	{}	Netanyahul on Knessetis iga saadikukoht arvel , sest valitsusel on vaid ühehäälne enamus .	Netanyahul on Knessetis iga saadikukoht arvel , sest valitsusel on ühehäälne enamus .
676199	2415	0	{}	Sellepärast soovitan osta odavama kasutatud ratta	Soovitan osta odavama kasutatud ratta
488975	879	0	{}	Nüüd nägin , et mul on siin palju fänne .	Nägin , et mul on fänne .
689309	5168	1	"{""nsubj_obj"": 1}"	Üldisem meestevahelise sümpaatia teema ausalt öeldes ei pane isegi kommenteerima enam , see on siin foorumis juba nii ära nämmutatud .	Üldisem meestevahelise sümpaatia teema öeldes ei pane kommenteerima , see on foorumis ära nämmutatud .
705083	72116	1	"{""nsubj_nmod"": 1}"	girl165: kas teist keegi mansonit kuulab v ????	Girl165 : teist keegi mansonit kuulab v ????
129439	808	1	"{""aux_cop"": 1, ""root_acl"": 1, ""xcomp_root"": 1}"	Arvamusuuringute kohaselt on just iirlasi peetud suurimaiks eurooptimistideks .	Arvamusuuringute kohaselt on iirlasi peetud suurimaiks eurooptimistideks .
367586	4177	1	"{""obj_det"": 1, ""amod_nmod"": 1, ""obj_obl"": 1}"	"Nägin seda alles lõpetamise järel staadionil ekraanilt , "" rääkis väidetavalt usuhullu teost Loskutov ."	"Nägin seda lõpetamise järel staadionil ekraanilt , "" rääkis usuhullu teost Loskutov ."
432098	7063	0	{}	Samas analüüsin ma väga tähelepanelikult oma advokaatidega kõiki poolt- ja vastuargumente ning seda ei saa välistada .	Analüüsin ma oma advokaatidega ning seda ei saa välistada .
303128	252	0	{}	Pärast 15. jaanuari peaks kaabeltelevisiooni vahendusel eetrisse tulema juba uus eestikeelne kanal , milleks kultuuriministeerium eraldas ringhäälinguloa .	Pärast 15. jaanuari peaks kaabeltelevisiooni vahendusel eetrisse tulema uus eestikeelne kanal , milleks kultuuriministeerium eraldas ringhäälinguloa .
667201	373174	1	"{""xcomp_advcl"": 1}"	Tegelikkuses on praegune majandusminister hakanud ellu viima Edgar Savisaare valitsuse aegset erastamis- ja reformipoliitikat , mille iseloomustamiseks kasutasin eespool toodud tsitaate Liia Hännilt ja Liina Tõnissonilt endalt .	Tegelikkuses on praegune majandusminister hakanud ellu viima Edgar Savisaare valitsuse aegset erastamis- ja reformipoliitikat , mille iseloomustamiseks kasutasin toodud tsitaate Liia Hännilt ja Liina Tõnissonilt endalt .
90	2912	0	{}	Kõik oleks justkui iseenesestmõistetav , ent sellegipoolest tuli pulma-kutse paljudele üllatusena .	Kõik oleks justkui iseenesestmõistetav , ent tuli pulma-kutse paljudele üllatusena .
666289	590	0	{}	Aga ehtsat , mille minimaalne rasvasisaldus on 50% , ainult siis on tulemus parajalt kreemjas .	Aga ehtsat , mille minimaalne rasvasisaldus on 50% , on tulemus kreemjas .
370185	42229	1	"{""nsubj:cop_conj"": 1, ""conj_obj"": 1}"	Lihunikud käisid ringi , ei kõlvanud vana lehm ega noor härjavärss , karnid liha linnas täis , rahval aga raha pole , millega osta ja nii siis jäi ka Vaherpõllule aastane pullipruks ning vana Pugal laadale viimata .	Lihunikud käisid ringi , ei kõlvanud vana lehm ega noor härjavärss , karnid liha linnas täis , rahval aga raha pole , millega osta ja jäi Vaherpõllule aastane pullipruks ning vana Pugal laadale viimata .
235834	416	0	{}	""" Olen tulemusega väga rahul ! "" hõiskas Rothberg ."	""" Olen tulemusega rahul ! "" hõiskas Rothberg ."
379499	191202	1	"{""advcl_conj"": 1}"	Võimete arengu kaudseks tunnusjooneks on elav huvi , mida inimene kas näitab või ei näita mingi valdkonna vastu , eriti kui sellega kaasneb harjutamise ja õppimise püüd .	Võimete arengu kaudseks tunnusjooneks on elav huvi , mida inimene näitab või ei näita mingi valdkonna vastu , sellega kaasneb harjutamise ja õppimise püüd .
399823	3185	0	{}	Pollisinski arvab siiski , et “ huvitavad üksikjuhtumid ilmuvad välja kohtus . ”	Pollisinski arvab , et “ huvitavad üksikjuhtumid ilmuvad välja kohtus . ”
316165	377	1	"{""conj_xcomp"": 1}"	""" Kui sa käiksid minuga basseinis ujumas , sporti tegemas ja palli mängimas , siis sa teaksid seda ! """	""" Kui sa käiksid minuga basseinis ujumas , sporti tegemas ja palli mängimas , sa teaksid seda ! """
666277	1368	1	"{""det_nummod"": 1, ""root_conj"": 1, ""conj_root"": 1}"	« Kui tulla sõbralikult näitama üht visiooni ajaloost , siis reeglina inimesed vaatavad selle huviga lõpuni , samamoodi võiks ka integratsioon toimuda , » sõnab Rand .	« Kui tulla näitama üht visiooni ajaloost , reeglina inimesed vaatavad selle huviga lõpuni , võiks integratsioon toimuda , » sõnab Rand .
185162	1363	0	{}	Tallinna politsei abiprefekt Peeter Shults ütles Eesti Päevalehele , et seni ei ole Lao atentaadikatses kahtlustatuna kedagi kinni peetud .	Tallinna politsei abiprefekt Peeter Shults ütles Eesti Päevalehele , et ei ole Lao atentaadikatses kahtlustatuna kedagi kinni peetud .
698928	674	0	{}	“ Olen oma tööd teinud piisavalt hästi ja kulutanud palju energiat tehnoloogia ülesehitamiseks , seepärast oli kandideerimisotsus minu jaoks väga raske , ” ütles Karis .	“ Olen oma tööd teinud ja kulutanud energiat tehnoloogia ülesehitamiseks , oli kandideerimisotsus minu jaoks raske , ” ütles Karis .
703326	1366	1	"{""nmod_conj"": 1, ""conj_obj"": 1}"	Augustis 1988 tõdes Mart Kadastik oma Edasi artiklites küll võimuvaakumi olemasolu ning ENSV juhtkonna autoriteedi päevast päeva kahanemist .	Augustis 1988 tõdes Mart Kadastik oma Edasi artiklites võimuvaakumi olemasolu ning ENSV juhtkonna autoriteedi päevast päeva kahanemist .
405979	9403	0	{}	Tulemus on meile väga sümpaatne .	Tulemus on meile sümpaatne .
559171	100	0	{}	Ometi ei taha ta oma rolli 1918. ja 1919. aasta sündmustes liigselt tähtsustada .	Ei taha ta oma rolli 1918. ja 1919. aasta sündmustes tähtsustada .
629219	3000	0	{}	Marian Haitov oli kirglik piljardimängija ning väidetavalt sõbrustas Tallinna allilma ühe juhi , endise poksija Aleksandr Makušiniga .	Marian Haitov oli kirglik piljardimängija ning sõbrustas Tallinna allilma ühe juhi , endise poksija Aleksandr Makušiniga .
123027	665	0	{}	See arv on Leito väitel praeguseks juba vähenenud .	See arv on Leito väitel praeguseks vähenenud .
478517	385	0	{}	Kui Belmondo finišiks suusastaadionile laskus , jälgis Kristina tablood ja konkurenti pingsalt .	Kui Belmondo finišiks suusastaadionile laskus , jälgis Kristina tablood ja konkurenti .
23872	1269	0	{}	Osa otsustajaid asuvad väljaspool läbirääkimiste ringi , eelkõige need , kes tehingut finantseerivad .	Osa otsustajaid asuvad väljaspool läbirääkimiste ringi , need , kes tehingut finantseerivad .
504227	100	0	{}	"Artiklis "" Arstid viskasid surija haiglast välja "" oli juttu tänavalt leitud haletsusväärses seisukorras vanakesest , kes esialgu küll haiglasse toimetati , hiljem aga kiirabiautoga parki sõidutati ja rohu sisse maha tõsteti ."	"Artiklis "" Arstid viskasid surija haiglast välja "" oli juttu tänavalt leitud haletsusväärses seisukorras vanakesest , kes haiglasse toimetati , aga kiirabiautoga parki sõidutati ja rohu sisse maha tõsteti ."
10547	3344	0	{}	Peavad nad ju oskama , kui inimene seda soovib , edasi anda ka halbu uudiseid ning raskematel juhtudel aastakümneid toetama inimest , kes teab , et ta võib haigestuda parandamatusse haigusesse .	Peavad nad oskama , kui inimene seda soovib , edasi anda halbu uudiseid ning raskematel juhtudel aastakümneid toetama inimest , kes teab , et ta võib haigestuda parandamatusse haigusesse .
49209	2214	1	"{""obj_compound:prt"": 1}"	Viimistlemine : laota tükid mõõtudesse , niisuta kergelt pahemalt poolt ja lase kuivada .	Viimistlemine : laota tükid mõõtudesse , niisuta poolt ja lase kuivada .
701692	1000079	1	"{""conj_advmod"": 1, ""det_amod"": 1, ""nsubj_conj"": 1}"	Tähendab , on veel ka teine võimalus , kus ei saa millelegi enam pretendeerida .	Tähendab , on veel teine võimalus , kus ei saa millelegi pretendeerida .
424174	33	1	"{""obj_obl"": 1, ""cop_aux"": 1, ""nmod_nsubj"": 1, ""nsubj:cop_obj"": 1}"	30 aastat lennunduses töötanud  Hans Mirka  ( 63 ) peab USAs Põhja-Carolina osariigis juba kaks aastat pensionipõlve , kuid on American Airlinesi Londoni peakorterit juhtides vähemalt kaheksa korda Concorde'iga ookeani ületanud .	30 aastat lennunduses töötanud Hans Mirka ( 63 ) peab USAs Põhja-Carolina osariigis kaks aastat pensionipõlve , kuid on American Airlinesi Londoni peakorterit juhtides kaheksa korda Concorde'iga ookeani ületanud .
318288	715	0	{}	""" Mitte midagi ei mäleta ."	""" midagi ei mäleta ."
700928	1214261	1	"{""nsubj:cop_obj"": 1, ""cop_aux"": 1}"	Ettepanekut on sisuliselt arvestatud .	Ettepanekut on arvestatud .
490323	326	0	{}	“ Võibolla pole arstid meie võimalustest teadlikud , kuigi sageli on füüsikalised meetodid odavamad , mugavamad ja ohutumad kui tablett . ”	“ pole arstid meie võimalustest teadlikud , kuigi on füüsikalised meetodid odavamad , mugavamad ja ohutumad kui tablett . ”
491131	4768	1	"{""obj_nmod"": 1}"	Kui õpetaja näeb lapse lubamatult suurt kodust töökoormust , võiks ta vanematele teha ettepaneku muretseda spetsiaalne hooldaja .	Kui õpetaja näeb lapse suurt kodust töökoormust , võiks ta vanematele teha ettepaneku muretseda spetsiaalne hooldaja .
430071	2117	0	{}	Ostmisel tuleb vaadata korpust - raskema ja tugevama korpusega kõlaritest tuleb ka selgem heli .	Ostmisel tuleb vaadata korpust - raskema ja tugevama korpusega kõlaritest tuleb selgem heli .
562070	405	0	{}	Novembri algul Rotterdami kunstihallis avatud näitusel on eksponeeritud arvukalt inimjäänuseid , nende hulgas on skelette , muumiaid , koljusid ja ka meditsiinilisi preparaate , mis kuuluvad Hollandi muuseumidele .	Novembri algul Rotterdami kunstihallis avatud näitusel on eksponeeritud inimjäänuseid , nende hulgas on skelette , muumiaid , koljusid ja meditsiinilisi preparaate , mis kuuluvad Hollandi muuseumidele .
452880	1050	0	{}	Kantslerikandidaadi kõnelused president Clintoniga kestsid kaks korda kauem kui algul kavandatud , ent nii Schröder kui ka Valge Maja nimetasid kohtumist avameelseks ja väga meeldivaks .	Kantslerikandidaadi kõnelused president Clintoniga kestsid kaks korda , ent nii Schröder kui Valge Maja nimetasid kohtumist avameelseks ja meeldivaks .
427924	2355	1	"{""conj_acl"": 1}"	Mingist vaatenurgast tundub , et kogu ekspositsioon nagu ei sobikski näitamiseks avalikus näitusekohas - komplekt on liialt intiimselt isiklik , harjumatult ebakohane galeriides nähtud arvukate väljapanekutega võrreldes .	Mingist vaatenurgast tundub , et kogu ekspositsioon nagu ei sobikski näitamiseks avalikus näitusekohas - komplekt on isiklik , ebakohane galeriides nähtud arvukate väljapanekutega võrreldes .
398774	122	1	"{""nsubj_obl"": 1}"	Rohkem eetikat ” , osaleb esimest korda ka Eesti .	Eetikat ” , osaleb esimest korda Eesti .
491176	3239	0	{}	“ Ent üht mõtet ei saa kogu süsteemist välja tõmmata ja ainult sellega edu saavutada .	“ Ent üht mõtet ei saa kogu süsteemist välja tõmmata ja sellega edu saavutada .
702570	1965	0	{}	Seda on siin jah ennemgi tehtud .	Seda on tehtud .
700815	204179	1	"{""nmod_conj"": 1}"	Tööhõivel ja tema vastandil tööpuudusel on nii regionaalne kui ka majandusalane aspekt .	Tööhõivel ja tema vastandil tööpuudusel on nii regionaalne kui majandusalane aspekt .
699814	1585	0	{}	Täispuhutav paat on küll veel püsimise suhtes turvaline , kuid kummulimineku eest tuleb ennast ise kaitsta .	Täispuhutav paat on püsimise suhtes turvaline , kuid kummulimineku eest tuleb ennast kaitsta .
313137	163	0	{}	Praegu ootab see Tallinna Tehnikaülikooli Keemia Instituudi vanemteaduri Heino Rangi väitel patendiametis patenteerimist .	Ootab see Tallinna Tehnikaülikooli Keemia Instituudi vanemteaduri Heino Rangi väitel patendiametis patenteerimist .
700948	1154701	1	"{""nsubj_xcomp"": 1}"	Kuna sa väidad võrdlemisi enesekindlalt , et eelnõust võidaksid rohkem rikkad kui vaesed , siis ma küsin : kas sinu andmetel on rikkad Eesti riigis oluliselt põduramad kui vaesed ja kui palju nad vaestest põduramad on ?	Kuna sa väidad , et eelnõust võidaksid rikkad kui vaesed , ma küsin : sinu andmetel on rikkad Eesti riigis põduramad kui vaesed ja kui nad vaestest põduramad on ?
86880	1014	0	{}	Bagdad , Moskva ja Pariis kavandavad üheskoos diplomaatilist finaali , kus Iraak ulatab pidulikult presidendipaleede võtmed ÜRO peasekretärile Kofi Annanile , kes siis peaks saama võtmeisikuks selles Bagdadi tegelikult huvitavas küsimuses , milleks on ÜRO erikomisjoni inspektsioonimeeskondade moodustamine ja volitused .	Bagdad , Moskva ja Pariis kavandavad diplomaatilist finaali , kus Iraak ulatab presidendipaleede võtmed ÜRO peasekretärile Kofi Annanile , kes peaks saama võtmeisikuks selles Bagdadi huvitavas küsimuses , milleks on ÜRO erikomisjoni inspektsioonimeeskondade moodustamine ja volitused .
693937	1977	1	"{""nsubj_det"": 1}"	Nüüd kogub see kiirelt populaarsust .	Kogub see populaarsust .
528614	4058	0	{}	Budõlin saadab talle värava alla täpse söödu , kuid oma mees Glen Viks püüab seda ise väravasse suunata .	Budõlin saadab talle värava alla täpse söödu , kuid oma mees Glen Viks püüab seda väravasse suunata .
705118	242699	1	"{""parataxis_nummod"": 1}"	m6rvar: kell ju alles 23:30	M6rvar : kell 23:30
696086	6953	0	{}	Eelkõige võib komisjon liikmesriigi taotluse põhjal ning artiklis 36 ettenähtud korras teha otsuse VMS-süsteemile alternatiivse süsteemi kohaldamise kohta , arvesse võttes pakutava seiresüsteemi tüüpi , kalalaeva või -laevade liiki , püügipiirkonda või -piirkondi , püütavaid liike ja kalastusretke kestust .	Võib komisjon liikmesriigi taotluse põhjal ning artiklis 36 ettenähtud korras teha otsuse VMS-süsteemile alternatiivse süsteemi kohaldamise kohta , arvesse võttes pakutava seiresüsteemi tüüpi , kalalaeva või - laevade liiki , püügipiirkonda või - piirkondi , püütavaid liike ja kalastusretke kestust .
411067	2868	1	"{""acl_conj"": 1}"	Siis hakkas temas jõudu koguma mõte , kas suurt raha saab miskitpidi ka mõistlikumalt kulutada .	Hakkas temas jõudu koguma mõte , suurt raha saab kulutada .
454827	2161	0	{}	Enam kui 800 hektari suurust Lowe'i ringrajakompleksi kasutatakse paljude autovõidusõiduürituste tarbeks .	800 hektari suurust Lowe'i ringrajakompleksi kasutatakse paljude autovõidusõiduürituste tarbeks .
68446	1614	1	"{""obl_nsubj"": 1}"	Istus naise ratta katki	Istus naise ratta
283812	355	1	"{""acl_root"": 1, ""root_nsubj"": 1, ""nsubj_obj"": 1, ""obl_nmod"": 1, ""acl_advcl"": 1}"	"Edasi järgnevad variandid , kas ettevõte mõnele huvilisele "" headesse kätesse "" üle anda või tegevus üldse lõpetada ."	"Järgnevad variandid , ettevõte mõnele huvilisele "" headesse kätesse "" üle anda või tegevus lõpetada ."
186715	4466	0	{}	""" Välisreklaam justkui tooks toote rahvale lähemale "" , ütleb Divisioni meediajuht , kes ka ise välisreklaamist lugu peab ."	""" Välisreklaam justkui tooks toote "" , ütleb Divisioni meediajuht , kes ise välisreklaamist lugu peab ."
420857	1169	1	"{""nsubj:cop_nsubj"": 1}"	Kas ta ei märganud opositsiooni esindajate olulisi sõnavõtte viimase aja meedias ?	Ta ei märganud opositsiooni esindajate olulisi sõnavõtte viimase aja meedias ?
450950	1014	1	"{""aux_cop"": 1, ""obj_nsubj:cop"": 1}"	Loodavast hariduskassast hakatakse omavalitsustele maksma sihtotstarbeliselt munitsipaalkoolide kulusid ning peab olema välistatud selle raha kasutamine muuks otstarbeks , tõdes haridusminister .	Loodavast hariduskassast hakatakse omavalitsustele maksma munitsipaalkoolide kulusid ning peab olema välistatud selle raha kasutamine muuks otstarbeks , tõdes haridusminister .
405715	6197	0	{}	Pälvib tähelepanu , et Reformierakonna eelnõu vastased süüdistavad seda jämedates joontes peaaegu samasugustes turumajandusevastastes surmapattudes , milles omal ajal süüdistati Kallio seaduseelnõu .	Pälvib tähelepanu , et Reformierakonna eelnõu vastased süüdistavad seda jämedates joontes samasugustes turumajandusevastastes surmapattudes , milles omal ajal süüdistati Kallio seaduseelnõu .
326149	1765	0	{}	Osapuhkuse kasuks räägib firma poolt vaadatuna seegi , et ei teki liiga suurt ajalist lünka , mida teiste töötajatega täitma peaks .	Osapuhkuse kasuks räägib firma poolt vaadatuna seegi , et ei teki suurt ajalist lünka , mida teiste töötajatega täitma peaks .
191716	11	1	"{""obj_nmod"": 1}"	Eile tühistas majandus- ja kommunikatsiooniminister mandri ja saarte vahelised liiniveo riigihanke pakkumised .	Tühistas majandus- ja kommunikatsiooniminister mandri ja saarte vahelised liiniveo riigihanke pakkumised .
391071	345	1	"{""nsubj:cop_obj"": 2, ""cop_aux"": 1}"	""" Tõesti , kuus taldrikutäit head ja paremat on juba ära söödud !"	""" , kuus taldrikutäit head ja paremat on ära söödud !"
40985	581	0	{}	Hollywood Reporteri andmeil hakkab rezhissöör ise kehastama filmis ka peategelast , menukirjanik Jabez Stone'i , kellele saatan annab kümme aastat aega edu ja kuulsust nautida .	Hollywood Reporteri andmeil hakkab rezhissöör ise kehastama filmis peategelast , menukirjanik Jabez Stone'i , kellele saatan annab kümme aastat aega edu ja kuulsust nautida .
196752	467	1	"{""nmod_obl"": 2, ""obj_nsubj"": 1, ""acl:relcl_xcomp"": 1, ""aux_acl:relcl"": 1}"	Sel aastal on ehk paljud meist tunnetanud mõtet , mida jagab ka Ülle Grishakov oma raamatus Aiakunst Eestis , kus ta ütleb välja algajale aiapidajale raskelt omastatava tõe : taim , mis aeda istutatud saab , peaks olema viimane .	Sel aastal on paljud meist tunnetanud mõtet , mida jagab Ülle Grishakov oma raamatus Aiakunst Eestis , kus ta ütleb välja algajale aiapidajale omastatava tõe : taim , mis aeda istutatud saab , peaks olema viimane .
619246	1756	0	{}	Kriisa tabas kaks sekundit enne lõpuvilet esimese vabaviske , eksis meelega teisel ja võit oligi käes .	Kriisa tabas kaks sekundit enne lõpuvilet esimese vabaviske , eksis teisel ja võit oligi käes .
468317	2079	0	{}	President , peaminister ja kultuuriminister istuvad lähestikku .	President , peaminister ja kultuuriminister istuvad .
423617	418	0	{}	Elu ilma veeta järelikult palju tervislikum .	Elu ilma veeta tervislikum .
424861	980	1	"{""advcl_nsubj"": 1, ""obj_nmod"": 1}"	Nii et õpid terve päeva ja kui öösel ära väsid , paned tableti keele alla .	Õpid terve päeva ja kui ära väsid , paned tableti keele alla .
390956	354	1	"{""obl_nmod"": 1}"	""" Nende tegelik väärtus pole teada , aga siin on 180 aastat vanad asjad , mis aja edenedes on muutunud järjest väärtuslikumaks , "" ütles ta ."	""" Nende tegelik väärtus pole teada , aga 180 aastat vanad asjad , mis aja edenedes on muutunud väärtuslikumaks , "" ütles ta ."
